"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","zone"
"CSU-23123","FC-014","2024","37",2024-09-09,"LC","L","Pipiens",14,NA,"NE"
"CSU-23124","FC-039","2024","37",2024-09-10,"LC","L","Tarsalis",4,NA,"SE"
"CSU-23125","FC-053","2024","37",2024-09-10,"LC","L","Tarsalis",3,NA,"SE"
"CSU-23126","FC-053","2024","37",2024-09-10,"LC","L","Pipiens",6,NA,"SE"
"CSU-23127","FC-064","2024","37",2024-09-10,"LC","L","Tarsalis",4,NA,"SE"
"CSU-23128","FC-064","2024","37",2024-09-10,"LC","L","Pipiens",1,NA,"SE"
"CSU-23129","FC-075","2024","37",2024-09-10,"LC","L","Tarsalis",2,NA,"SE"
"CSU-23130","FC-075","2024","37",2024-09-10,"LC","L","Pipiens",16,NA,"SE"
"CSU-23131","FC-004","2024","37",2024-09-10,"LC","L","Tarsalis",4,NA,"SE"
"CSU-23132","FC-004","2024","37",2024-09-10,"LC","L","Pipiens",1,NA,"SE"
"CSU-23133","FC-075GR","2024","37",2024-09-10,"LC","G","Pipiens",8,NA,"SE"
"CSU-23134","FC-027","2024","37",2024-09-10,"LC","L","Tarsalis",3,NA,"SE"
"CSU-23135","FC-027","2024","37",2024-09-10,"LC","L","Pipiens",6,NA,"SE"
"CSU-23136","FC-031","2024","37",2024-09-10,"LC","L","Tarsalis",5,NA,"SE"
"CSU-23137","FC-031","2024","37",2024-09-10,"LC","L","Pipiens",3,NA,"SE"
"CSU-23138","FC-088GR","2024","37",2024-09-10,"LC","G","Pipiens",49,NA,"SE"
"CSU-23139","FC-023","2024","37",2024-09-10,"LC","L","Pipiens",1,NA,"SE"
"CSU-23140","FC-059","2024","37",2024-09-10,"LC","L","Tarsalis",2,NA,"SE"
"CSU-23141","FC-059","2024","37",2024-09-10,"LC","L","Pipiens",2,NA,"SE"
"CSU-23142","FC-046","2024","37",2024-09-10,"LC","L","Tarsalis",2,NA,"SE"
"CSU-23143","FC-050","2024","37",2024-09-10,"LC","L","Tarsalis",1,NA,"SE"
"CSU-23144","FC-061","2024","37",2024-09-11,"LC","L","Pipiens",3,NA,"NW"
"CSU-23145","FC-052","2024","37",2024-09-11,"LC","L","Tarsalis",1,NA,"NW"
"CSU-23146","FC-052","2024","37",2024-09-11,"LC","L","Pipiens",3,NA,"NW"
"CSU-23147","FC-073","2024","37",2024-09-11,"LC","L","Tarsalis",1,NA,"NW"
"CSU-23148","FC-073","2024","37",2024-09-11,"LC","L","Pipiens",3,NA,"NW"
"CSU-23149","FC-041","2024","37",2024-09-11,"LC","L","Pipiens",6,NA,"NW"
"CSU-23150","FC-060","2024","37",2024-09-11,"LC","L","Pipiens",1,NA,"NW"
"CSU-23151","FC-011","2024","37",2024-09-11,"LC","L","Pipiens",5,NA,"NW"
"CSU-23152","FC-063","2024","37",2024-09-11,"LC","L","Pipiens",1,NA,"NW"
"CSU-23153","FC-090GR","2024","37",2024-09-11,"LC","G","Pipiens",31,NA,"NW"
"CSU-23154","FC-063GR","2024","37",2024-09-11,"LC","G","Pipiens",13,NA,"NW"
"CSU-23155","FC-015","2024","37",2024-09-11,"LC","L","Tarsalis",2,NA,"NW"
"CSU-23156","FC-015","2024","37",2024-09-11,"LC","L","Pipiens",4,NA,"NW"
"CSU-23157","FC-049","2024","37",2024-09-11,"LC","L","Tarsalis",1,NA,"SW"
"CSU-23158","FC-049","2024","37",2024-09-11,"LC","L","Pipiens",4,NA,"SW"
"CSU-23159","FC-001","2024","37",2024-09-12,"LC","L","Tarsalis",2,NA,"SW"
"CSU-23160","FC-029GR","2024","37",2024-09-12,"LC","G","Pipiens",6,NA,"SE"
"CSU-23161","FC-029","2024","37",2024-09-12,"LC","L","Tarsalis",1,NA,"SE"
"CSU-23162","FC-029","2024","37",2024-09-12,"LC","L","Pipiens",3,NA,"SE"
"CSU-23163","FC-068","2024","37",2024-09-12,"LC","L","Tarsalis",1,NA,"SW"
"CSU-23164","FC-068","2024","37",2024-09-12,"LC","L","Pipiens",1,NA,"SW"
"CSU-23165","FC-093","2024","37",2024-09-12,"LC","L","Tarsalis",1,NA,"SW"
"CSU-23166","FC-089GR","2024","37",2024-09-12,"LC","G","Pipiens",10,NA,"SW"
"CSU-23167","FC-037","2024","37",2024-09-12,"LC","L","Tarsalis",2,NA,"SW"
"CSU-23168","FC-037","2024","37",2024-09-12,"LC","L","Pipiens",4,NA,"SW"
