"","trap_id","zone","zone2","trap_date","year","week","spp","spp0","method","trap_status","total"
"177","FC-066","NE","FC",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",11
"178","FC-066","NE","FC",2025-06-02,2025,23,"other spp","Anopheles freeborni","L","culex",7
"179","FC-066GR","NE","FC",2025-06-02,2025,23,"Pipiens","Culex pipiens","G","culex",2
"180","FC-066GR","NE","FC",2025-06-02,2025,23,"other spp","Anopheles freeborni","G","culex",1
"181","FC-067","NE","FC",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",8
"182","FC-067","NE","FC",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",72
"183","FC-067","NE","FC",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",4
"184","FC-069","NE","FC",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",1
"185","FC-069","NE","FC",2025-06-02,2025,23,"other spp","Aedes dorsalis","L","culex",1
"186","FC-069","NE","FC",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",2
"187","FC-072","NE","FC",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",4
"188","FC-072","NE","FC",2025-06-02,2025,23,"other spp","Culiseta inornata","L","culex",1
"189","FC-072","NE","FC",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",18
"190","FC-072","NE","FC",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",10
"191","FC-091GR","NE","FC",2025-06-02,2025,23,"Pipiens","Culex pipiens","G","culex",3
"192","FC-092GR","NE","FC",2025-06-02,2025,23,"none","No Mosquitoes","G","no mosquitoes",0
"193","LV-004","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",3
"194","LV-004","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",6
"195","LV-066","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",20
"196","LV-066","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",776
"197","LV-066","LV","LV",2025-06-02,2025,23,"other spp","Culiseta inornata","L","culex",4
"198","LV-069","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",1
"199","LV-069","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",3
"200","LV-078","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",1
"201","LV-078","LV","LV",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",4
"202","LV-078","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",41
"203","LV-078","LV","LV",2025-06-02,2025,23,"other spp","Culiseta inornata","L","culex",1
"204","LV-079GR","LV","LV",2025-06-02,2025,23,"Pipiens","Culex pipiens","G","culex",2
"205","LV-079GR","LV","LV",2025-06-02,2025,23,"other spp","Culiseta inornata","G","culex",2
"206","LV-080","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",37
"207","LV-080","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",3
"208","LV-080","LV","LV",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",9
"209","LV-080","LV","LV",2025-06-02,2025,23,"Pipiens","Culex pipiens","L","culex",4
"210","LV-088","LV","LV",2025-06-02,2025,23,"Pipiens","Culex pipiens","L","culex",1
"211","LV-088","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",4
"212","LV-088","LV","LV",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",1
"213","LV-088","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",5
"214","LV-093","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",9
"215","LV-093","LV","LV",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",1
"216","LV-093","LV","LV",2025-06-02,2025,23,"Pipiens","Culex pipiens","L","culex",1
"217","LV-095","LV","LV",2025-06-02,2025,23,"other spp","Culiseta inornata","L","culex",3
"218","LV-095","LV","LV",2025-06-02,2025,23,"other spp","Aedes melanimon","L","culex",2
"219","LV-095","LV","LV",2025-06-02,2025,23,"other spp","Aedes dorsalis","L","culex",4
"220","LV-095","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",9
"221","LV-095","LV","LV",2025-06-02,2025,23,"other spp","Aedes increpitus","L","culex",3
"222","LV-095","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",150
"223","LV-116","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",4
"224","LV-116","LV","LV",2025-06-02,2025,23,"Pipiens","Culex pipiens","L","culex",1
"225","LV-116","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",2
"226","LV-117","LV","LV",2025-06-02,2025,23,"Tarsalis","Culex tarsalis","L","culex",1
"227","LV-117","LV","LV",2025-06-02,2025,23,"other spp","Aedes vexans","L","culex",10
"228","LV-117","LV","LV",2025-06-02,2025,23,"other spp","Aedes dorsalis","L","culex",2
