"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","zone"
"CSU-22146","FC-064","2024","28",2024-07-09,"LC","L","Tarsalis",47,NA,"SE"
"CSU-22147","FC-064","2024","28",2024-07-09,"LC","L","Pipiens",20,NA,"SE"
"CSU-22148","FC-075GR","2024","28",2024-07-09,"LC","G","Pipiens",13,NA,"SE"
"CSU-22149","FC-075","2024","28",2024-07-09,"LC","L","Tarsalis",7,NA,"SE"
"CSU-22150","FC-075","2024","28",2024-07-09,"LC","L","Pipiens",6,NA,"SE"
"CSU-22151","FC-074","2024","28",2024-07-09,"LC","L","Tarsalis",50,NA,"SE"
"CSU-22152","FC-074","2024","28",2024-07-09,"LC","L","Tarsalis",8,NA,"SE"
"CSU-22153","FC-074","2024","28",2024-07-09,"LC","L","Pipiens",2,NA,"SE"
"CSU-22154","FC-088GR","2024","28",2024-07-09,"LC","G","Tarsalis",1,NA,"SE"
"CSU-22155","FC-088GR","2024","28",2024-07-09,"LC","G","Pipiens",50,NA,"SE"
"CSU-22156","FC-088GR","2024","28",2024-07-09,"LC","G","Pipiens",13,NA,"SE"
"CSU-22157","FC-004","2024","28",2024-07-09,"LC","L","Tarsalis",33,NA,"SE"
"CSU-22158","FC-004","2024","28",2024-07-09,"LC","L","Pipiens",11,NA,"SE"
"CSU-22159","FC-050","2024","28",2024-07-09,"LC","L","Tarsalis",3,NA,"SE"
"CSU-22160","FC-050","2024","28",2024-07-09,"LC","L","Pipiens",6,NA,"SE"
"CSU-22161","FC-027","2024","28",2024-07-09,"LC","L","Tarsalis",6,NA,"SE"
"CSU-22162","FC-027","2024","28",2024-07-09,"LC","L","Pipiens",19,NA,"SE"
"CSU-22163","FC-023","2024","28",2024-07-09,"LC","L","Tarsalis",7,NA,"SE"
"CSU-22164","FC-023","2024","28",2024-07-09,"LC","L","Pipiens",1,NA,"SE"
"CSU-22165","FC-046","2024","28",2024-07-09,"LC","L","Tarsalis",16,NA,"SE"
"CSU-22166","FC-046","2024","28",2024-07-09,"LC","L","Pipiens",9,NA,"SE"
"CSU-22167","FC-047","2024","28",2024-07-09,"LC","L","Tarsalis",11,NA,"SE"
"CSU-22168","FC-047","2024","28",2024-07-09,"LC","L","Pipiens",2,NA,"SE"
"CSU-22169","FC-031","2024","28",2024-07-09,"LC","L","Tarsalis",50,NA,"SE"
"CSU-22170","FC-031","2024","28",2024-07-09,"LC","L","Tarsalis",47,NA,"SE"
"CSU-22171","FC-031","2024","28",2024-07-09,"LC","L","Pipiens",3,NA,"SE"
"CSU-22172","LC-053","2024","28",2024-07-10,"LC","L","Tarsalis",12,NA,"BE"
"CSU-22173","WC-055","2024","28",2024-07-10,"LC","L","Tarsalis",5,NA,"BE"
"CSU-22174","LC-054","2024","28",2024-07-10,"LC","L","Tarsalis",50,NA,"BE"
"CSU-22175","LC-054","2024","28",2024-07-10,"LC","L","Tarsalis",22,NA,"BE"
"CSU-22176","LC-054","2024","28",2024-07-10,"LC","L","Pipiens",1,NA,"BE"
"CSU-22177","LC-001","2024","28",2024-07-10,"LC","L","Tarsalis",44,NA,"BE"
"CSU-22178","LC-001","2024","28",2024-07-10,"LC","L","Pipiens",7,NA,"BE"
"CSU-22179","LC-049","2024","28",2024-07-10,"LC","L","Tarsalis",41,NA,"BE"
"CSU-22180","FC-052","2024","28",2024-07-10,"LC","L","Tarsalis",2,NA,"NW"
"CSU-22181","FC-052","2024","28",2024-07-10,"LC","L","Pipiens",4,NA,"NW"
"CSU-22182","LV-020","2024","28",2024-07-10,"LC","L","Tarsalis",50,NA,"LV"
"CSU-22183","LV-020","2024","28",2024-07-10,"LC","L","Tarsalis",50,NA,"LV"
"CSU-22184","LV-020","2024","28",2024-07-10,"LC","L","Tarsalis",17,NA,"LV"
"CSU-22185","FC-061","2024","28",2024-07-10,"LC","L","Tarsalis",49,NA,"NW"
"CSU-22186","FC-061","2024","28",2024-07-10,"LC","L","Pipiens",24,NA,"NW"
"CSU-22187","FC-073","2024","28",2024-07-10,"LC","L","Tarsalis",9,NA,"NW"
"CSU-22188","FC-073","2024","28",2024-07-10,"LC","L","Pipiens",4,NA,"NW"
"CSU-22189","FC-041","2024","28",2024-07-10,"LC","L","Tarsalis",4,NA,"NW"
"CSU-22190","FC-041","2024","28",2024-07-10,"LC","L","Pipiens",13,NA,"NW"
"CSU-22191","FC-060","2024","28",2024-07-10,"LC","L","Tarsalis",5,NA,"NW"
"CSU-22192","FC-060","2024","28",2024-07-10,"LC","L","Pipiens",10,NA,"NW"
"CSU-22193","FC-090GR","2024","28",2024-07-10,"LC","G","Pipiens",50,NA,"NW"
"CSU-22194","FC-090GR","2024","28",2024-07-10,"LC","G","Pipiens",3,NA,"NW"
"CSU-22195","FC-063GR","2024","28",2024-07-10,"LC","G","Pipiens",16,NA,"NW"
"CSU-22196","FC-011","2024","28",2024-07-10,"LC","L","Tarsalis",2,NA,"NW"
"CSU-22197","FC-011","2024","28",2024-07-10,"LC","L","Pipiens",9,NA,"NW"
"CSU-22198","FC-015","2024","28",2024-07-10,"LC","L","Pipiens",2,NA,"NW"
"CSU-22199","FC-058","2024","28",2024-07-10,"LC","L","Tarsalis",1,NA,"SW"
"CSU-22200","FC-058","2024","28",2024-07-10,"LC","L","Pipiens",2,NA,"SW"
"CSU-22201","FC-063","2024","28",2024-07-10,"LC","L","Tarsalis",3,NA,"NW"
"CSU-22202","FC-063","2024","28",2024-07-10,"LC","L","Pipiens",3,NA,"NW"
"CSU-22203","FC-049","2024","28",2024-07-10,"LC","L","Tarsalis",13,NA,"SW"
"CSU-22204","FC-049","2024","28",2024-07-10,"LC","L","Pipiens",13,NA,"SW"
"CSU-22205","FC-001","2024","28",2024-07-11,"LC","L","Tarsalis",9,NA,"SW"
"CSU-22206","FC-001","2024","28",2024-07-11,"LC","L","Pipiens",1,NA,"SW"
"CSU-22207","FC-029GR","2024","28",2024-07-11,"LC","G","Pipiens",30,NA,"SE"
"CSU-22208","FC-068","2024","28",2024-07-11,"LC","L","Tarsalis",5,NA,"SW"
"CSU-22209","FC-068","2024","28",2024-07-11,"LC","L","Pipiens",2,NA,"SW"
"CSU-22210","FC-029","2024","28",2024-07-11,"LC","L","Tarsalis",9,NA,"SE"
"CSU-22211","FC-029","2024","28",2024-07-11,"LC","L","Pipiens",3,NA,"SE"
"CSU-22212","FC-089GR","2024","28",2024-07-11,"LC","G","Pipiens",23,NA,"SW"
"CSU-22213","FC-057","2024","28",2024-07-11,"LC","L","Tarsalis",4,NA,"SW"
"CSU-22214","FC-057","2024","28",2024-07-11,"LC","L","Pipiens",1,NA,"SW"
"CSU-22215","FC-093","2024","28",2024-07-11,"LC","L","Tarsalis",19,NA,"SW"
"CSU-22216","FC-093","2024","28",2024-07-11,"LC","L","Pipiens",7,NA,"SW"
"CSU-22217","FC-071","2024","28",2024-07-11,"LC","L","Tarsalis",2,NA,"SW"
"CSU-22218","FC-037","2024","28",2024-07-11,"LC","L","Tarsalis",21,NA,"SW"
