"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","zone"
"CSU-21937","FC-040","2024","26",2024-06-24,"LC","L","Tarsalis",29,NA,"NE"
"CSU-21938","FC-040","2024","26",2024-06-24,"LC","L","Pipiens",3,NA,"NE"
"CSU-21939","FC-091GR","2024","26",2024-06-24,"LC","G","Tarsalis",1,NA,"NE"
"CSU-21940","FC-091GR","2024","26",2024-06-24,"LC","G","Pipiens",6,NA,"NE"
"CSU-21941","FC-019","2024","26",2024-06-24,"LC","L","Tarsalis",6,NA,"NE"
"CSU-21942","FC-036","2024","26",2024-06-24,"LC","L","Tarsalis",21,NA,"NW"
"CSU-21943","FC-036","2024","26",2024-06-24,"LC","L","Pipiens",7,NA,"NW"
"CSU-21944","FC-066GR","2024","26",2024-06-24,"LC","G","Pipiens",1,NA,"NE"
"CSU-21945","FC-067","2024","26",2024-06-24,"LC","L","Tarsalis",3,NA,"NE"
"CSU-21946","FC-014","2024","26",2024-06-24,"LC","L","Tarsalis",19,NA,"NE"
"CSU-21947","FC-066","2024","26",2024-06-24,"LC","L","Tarsalis",50,NA,"NE"
"CSU-21948","FC-066","2024","26",2024-06-24,"LC","L","Tarsalis",9,NA,"NE"
"CSU-21949","FC-066","2024","26",2024-06-24,"LC","L","Pipiens",8,NA,"NE"
"CSU-21950","LV-089","2024","26",2024-06-25,"LC","L","Tarsalis",50,NA,"LV"
"CSU-21951","LV-089","2024","26",2024-06-25,"LC","L","Tarsalis",10,NA,"LV"
"CSU-21952","LV-089","2024","26",2024-06-25,"LC","L","Pipiens",2,NA,"LV"
"CSU-21953","LV-104","2024","26",2024-06-25,"LC","L","Tarsalis",45,NA,"LV"
"CSU-21954","LV-104","2024","26",2024-06-25,"LC","L","Pipiens",6,NA,"LV"
"CSU-21955","LV-110","2024","26",2024-06-25,"LC","L","Tarsalis",8,NA,"LV"
"CSU-21956","FC-039","2024","26",2024-06-25,"LC","L","Tarsalis",3,NA,"SE"
"CSU-21957","FC-053","2024","26",2024-06-25,"LC","L","Tarsalis",29,NA,"SE"
"CSU-21958","FC-064","2024","26",2024-06-25,"LC","L","Tarsalis",50,NA,"SE"
"CSU-21959","FC-064","2024","26",2024-06-25,"LC","L","Tarsalis",2,NA,"SE"
"CSU-21960","FC-064","2024","26",2024-06-25,"LC","L","Pipiens",6,NA,"SE"
"CSU-21961","FC-075","2024","26",2024-06-25,"LC","L","Tarsalis",3,NA,"SE"
"CSU-21962","FC-088GR","2024","26",2024-06-25,"LC","G","Pipiens",5,NA,"SE"
"CSU-21963","FC-027","2024","26",2024-06-25,"LC","L","Tarsalis",3,NA,"SE"
"CSU-21964","FC-027","2024","26",2024-06-25,"LC","L","Pipiens",2,NA,"SE"
"CSU-21965","FC-004","2024","26",2024-06-25,"LC","L","Tarsalis",41,NA,"SE"
"CSU-21966","FC-004","2024","26",2024-06-25,"LC","L","Pipiens",8,NA,"SE"
"CSU-21967","FC-074","2024","26",2024-06-25,"LC","L","Tarsalis",38,NA,"SE"
"CSU-21968","FC-074","2024","26",2024-06-25,"LC","L","Pipiens",1,NA,"SE"
"CSU-21969","FC-059","2024","26",2024-06-25,"LC","L","Tarsalis",2,NA,"SE"
"CSU-21970","FC-023","2024","26",2024-06-25,"LC","L","Tarsalis",2,NA,"SE"
"CSU-21971","FC-023","2024","26",2024-06-25,"LC","L","Pipiens",1,NA,"SE"
"CSU-21972","FC-050","2024","26",2024-06-25,"LC","L","Tarsalis",2,NA,"SE"
"CSU-21973","FC-050","2024","26",2024-06-25,"LC","L","Pipiens",3,NA,"SE"
"CSU-21974","FC-047","2024","26",2024-06-25,"LC","L","Tarsalis",7,NA,"SE"
"CSU-21975","FC-046","2024","26",2024-06-25,"LC","L","Tarsalis",6,NA,"SE"
"CSU-21976","FC-046","2024","26",2024-06-25,"LC","L","Pipiens",1,NA,"SE"
"CSU-21977","FC-031","2024","26",2024-06-25,"LC","L","Tarsalis",17,NA,"SE"
"CSU-21978","LC-054","2024","26",2024-06-26,"LC","L","Tarsalis",50,NA,"BE"
"CSU-21979","LC-054","2024","26",2024-06-26,"LC","L","Tarsalis",8,NA,"BE"
"CSU-21980","LC-054","2024","26",2024-06-26,"LC","L","Pipiens",2,NA,"BE"
"CSU-21981","LC-001","2024","26",2024-06-26,"LC","L","Tarsalis",16,NA,"BE"
"CSU-21982","LC-001","2024","26",2024-06-26,"LC","L","Pipiens",3,NA,"BE"
"CSU-21983","WC-055","2024","26",2024-06-26,"LC","L","Tarsalis",1,NA,"BE"
"CSU-21984","LC-049","2024","26",2024-06-26,"LC","L","Tarsalis",8,NA,"BE"
"CSU-21985","LV-020","2024","26",2024-06-26,"LC","L","Tarsalis",50,NA,"LV"
"CSU-21986","LV-020","2024","26",2024-06-26,"LC","L","Tarsalis",16,NA,"LV"
"CSU-21987","FC-073","2024","26",2024-06-26,"LC","L","Tarsalis",2,NA,"NW"
"CSU-21988","FC-073","2024","26",2024-06-26,"LC","L","Pipiens",1,NA,"NW"
"CSU-21989","LC-053","2024","26",2024-06-26,"LC","L","Tarsalis",42,NA,"BE"
"CSU-21990","LC-053","2024","26",2024-06-26,"LC","L","Pipiens",2,NA,"BE"
"CSU-21991","FC-063","2024","26",2024-06-26,"LC","L","Tarsalis",1,NA,"NW"
"CSU-21992","FC-052","2024","26",2024-06-26,"LC","L","Tarsalis",7,NA,"NW"
"CSU-21993","FC-052","2024","26",2024-06-26,"LC","L","Pipiens",1,NA,"NW"
"CSU-21994","FC-090GR","2024","26",2024-06-26,"LC","G","Pipiens",50,NA,"NW"
"CSU-21995","FC-090GR","2024","26",2024-06-26,"LC","G","Pipiens",2,NA,"NW"
"CSU-21996","FC-060","2024","26",2024-06-26,"LC","L","Tarsalis",1,NA,"NW"
"CSU-21997","FC-060","2024","26",2024-06-26,"LC","L","Pipiens",3,NA,"NW"
"CSU-21998","FC-015","2024","26",2024-06-26,"LC","L","Tarsalis",1,NA,"NW"
"CSU-21999","FC-015","2024","26",2024-06-26,"LC","L","Pipiens",3,NA,"NW"
"CSU-22000","FC-061","2024","26",2024-06-26,"LC","L","Tarsalis",10,NA,"NW"
"CSU-22001","FC-061","2024","26",2024-06-26,"LC","L","Pipiens",6,NA,"NW"
"CSU-22002","FC-063GR","2024","26",2024-06-26,"LC","G","Pipiens",10,NA,"NW"
"CSU-22003","FC-011","2024","26",2024-06-26,"LC","L","Pipiens",8,NA,"NW"
"CSU-22004","FC-058","2024","26",2024-06-26,"LC","L","Pipiens",1,NA,"SW"
"CSU-22005","FC-054","2024","26",2024-06-27,"LC","L","Tarsalis",3,NA,"SE"
"CSU-22006","FC-001","2024","26",2024-06-27,"LC","L","Tarsalis",3,NA,"SW"
"CSU-22007","FC-001","2024","26",2024-06-27,"LC","L","Pipiens",1,NA,"SW"
"CSU-22008","FC-029","2024","26",2024-06-27,"LC","L","Tarsalis",4,NA,"SE"
"CSU-22009","FC-029GR","2024","26",2024-06-27,"LC","G","Pipiens",18,NA,"SE"
"CSU-22010","FC-068","2024","26",2024-06-27,"LC","L","Tarsalis",2,NA,"SW"
"CSU-22011","FC-068","2024","26",2024-06-27,"LC","L","Pipiens",1,NA,"SW"
"CSU-22012","FC-062","2024","26",2024-06-27,"LC","L","Tarsalis",1,NA,"SW"
"CSU-22013","FC-093","2024","26",2024-06-27,"LC","L","Tarsalis",2,NA,"SW"
"CSU-22014","FC-093","2024","26",2024-06-27,"LC","L","Pipiens",1,NA,"SW"
"CSU-22015","FC-071","2024","26",2024-06-27,"LC","L","Tarsalis",2,NA,"SW"
"CSU-22016","FC-071","2024","26",2024-06-27,"LC","L","Pipiens",1,NA,"SW"
"CSU-22017","FC-089GR","2024","26",2024-06-27,"LC","G","Pipiens",13,NA,"SW"
"CSU-22018","FC-037","2024","26",2024-06-27,"LC","L","Tarsalis",7,NA,"SW"
"CSU-22019","FC-037","2024","26",2024-06-27,"LC","L","Pipiens",1,NA,"SW"
