"year","zone","week","n_trap","spp","mosq","abund"
2015,"NE",27,14,"Tarsalis",482,34.4
2015,"NE",28,14,"Pipiens",403,28.8
2015,"NE",28,14,"Tarsalis",1137,81.2
2015,"NE",29,14,"Pipiens",458,32.7
2015,"NE",29,14,"Tarsalis",927,66.2
2015,"NE",30,14,"Pipiens",329,23.5
2015,"NE",30,14,"Tarsalis",1786,127.6
2015,"NE",31,14,"Pipiens",591,42.2
2015,"NE",31,14,"Tarsalis",1390,99.3
2015,"NE",32,14,"Pipiens",241,17.2
2015,"NE",32,14,"Tarsalis",572,40.9
2015,"NE",33,14,"Pipiens",489,34.9
2015,"NE",33,14,"Tarsalis",128,9.1
2015,"NE",34,14,"Pipiens",235,16.8
2015,"NE",34,14,"Tarsalis",72,5.1
2015,"NE",35,14,"Pipiens",398,28.4
2015,"NE",35,14,"Tarsalis",113,8.1
2015,"NE",37,13,"Pipiens",194,14.9
2015,"NE",37,13,"Tarsalis",17,1.3
2015,"NW",24,10,"Pipiens",12,1.2
2015,"NW",24,10,"Tarsalis",19,1.9
2015,"NW",25,11,"Pipiens",23,2.1
2015,"NW",25,11,"Tarsalis",192,17.5
2015,"NW",26,11,"Pipiens",49,4.5
2015,"NW",26,11,"Tarsalis",290,26.4
2015,"NW",27,10,"Pipiens",58,5.8
2015,"NW",27,10,"Tarsalis",107,10.7
2015,"NW",28,11,"Pipiens",139,12.6
2015,"NW",28,11,"Tarsalis",237,21.5
2015,"NW",29,11,"Pipiens",133,12.1
2015,"NW",29,11,"Tarsalis",413,37.5
2015,"NW",30,11,"Pipiens",173,15.7
2015,"NW",30,11,"Tarsalis",681,61.9
2015,"NW",31,11,"Pipiens",216,19.6
2015,"NW",31,11,"Tarsalis",417,37.9
2015,"NW",32,10,"Pipiens",238,23.8
2015,"NW",32,10,"Tarsalis",279,27.9
2015,"NW",33,8,"Pipiens",53,6.6
2015,"NW",33,8,"Tarsalis",30,3.8
2015,"NW",34,11,"Pipiens",538,48.9
2015,"NW",34,11,"Tarsalis",96,8.7
2015,"NW",35,11,"Pipiens",156,14.2
2015,"NW",35,11,"Tarsalis",22,2
2015,"NW",37,8,"Pipiens",35,4.4
2015,"NW",37,8,"Tarsalis",12,1.5
2015,"SE",24,15,"Pipiens",118,7.9
2015,"SE",24,15,"Tarsalis",78,5.2
2015,"SE",25,17,"Pipiens",100,5.9
2015,"SE",25,17,"Tarsalis",1040,61.2
2015,"SE",26,17,"Pipiens",317,18.6
2015,"SE",26,17,"Tarsalis",1006,59.2
2015,"SE",27,17,"Pipiens",245,14.4
2015,"SE",27,17,"Tarsalis",748,44
2015,"SE",28,18,"Pipiens",258,14.3
2015,"SE",28,18,"Tarsalis",1887,104.8
2015,"SE",29,18,"Pipiens",415,23.1
2015,"SE",29,18,"Tarsalis",1630,90.6
2015,"SE",30,18,"Pipiens",560,31.1
2015,"SE",30,18,"Tarsalis",2019,112.2
2015,"SE",31,18,"Pipiens",233,12.9
2015,"SE",31,18,"Tarsalis",742,41.2
2015,"SE",32,16,"Pipiens",318,19.9
2015,"SE",32,16,"Tarsalis",340,21.2
2015,"SE",33,22,"Pipiens",403,18.3
2015,"SE",33,22,"Tarsalis",132,6
2015,"SE",34,18,"Pipiens",874,48.6
2015,"SE",34,18,"Tarsalis",164,9.1
2015,"SE",35,18,"Pipiens",458,25.4
2015,"SE",35,18,"Tarsalis",72,4
2015,"SE",37,14,"Pipiens",260,18.6
2015,"SE",37,14,"Tarsalis",4,0.3
2015,"SW",24,8,"Pipiens",20,2.5
2015,"SW",24,8,"Tarsalis",38,4.8
2015,"SW",25,10,"Pipiens",11,1.1
2015,"SW",25,10,"Tarsalis",157,15.7
2015,"SW",26,9,"Pipiens",24,2.7
2015,"SW",26,9,"Tarsalis",90,10
2015,"SW",27,10,"Pipiens",33,3.3
2015,"SW",27,10,"Tarsalis",61,6.1
2015,"SW",28,10,"Pipiens",50,5
2015,"SW",28,10,"Tarsalis",83,8.3
2015,"SW",29,10,"Pipiens",85,8.5
2015,"SW",29,10,"Tarsalis",344,34.4
2015,"SW",30,10,"Pipiens",82,8.2
2015,"SW",30,10,"Tarsalis",327,32.7
2015,"SW",31,10,"Pipiens",117,11.7
2015,"SW",31,10,"Tarsalis",279,27.9
2015,"SW",32,4,"Pipiens",7,1.8
2015,"SW",32,4,"Tarsalis",31,7.8
2015,"SW",33,12,"Pipiens",59,4.9
2015,"SW",33,12,"Tarsalis",24,2
2015,"SW",34,16,"Pipiens",120,7.5
2015,"SW",34,16,"Tarsalis",79,4.9
2015,"SW",35,11,"Pipiens",160,14.5
2015,"SW",35,11,"Tarsalis",45,4.1
2015,"SW",37,4,"Pipiens",5,1.2
2015,"SW",37,4,"Tarsalis",8,2
2016,"LV",24,6,"Pipiens",4,0.7
2016,"LV",24,6,"Tarsalis",43,7.2
2016,"LV",25,6,"Pipiens",2,0.3
2016,"LV",25,6,"Tarsalis",316,52.7
2016,"LV",26,6,"Pipiens",3,0.5
2016,"LV",26,6,"Tarsalis",369,61.5
2016,"LV",27,6,"Pipiens",17,2.8
2016,"LV",27,6,"Tarsalis",177,29.5
2016,"LV",28,6,"Pipiens",10,1.7
2016,"LV",28,6,"Tarsalis",466,77.7
2016,"LV",29,6,"Pipiens",15,2.5
2016,"LV",29,6,"Tarsalis",376,62.7
2016,"LV",30,6,"Pipiens",19,3.2
2016,"LV",30,6,"Tarsalis",569,94.8
2016,"LV",31,6,"Pipiens",23,3.8
2016,"LV",31,6,"Tarsalis",355,59.2
2016,"LV",32,5,"Pipiens",19,3.8
2016,"LV",32,5,"Tarsalis",414,82.8
2016,"LV",33,6,"Pipiens",16,2.7
2016,"LV",33,6,"Tarsalis",289,48.2
2016,"LV",34,8,"Pipiens",32,4
2016,"LV",34,8,"Tarsalis",153,19.1
2016,"LV",35,6,"Pipiens",8,1.3
2016,"LV",35,6,"Tarsalis",53,8.8
2016,"NE",24,9,"Pipiens",4,0.4
2016,"NE",24,9,"Tarsalis",15,1.7
2016,"NE",25,9,"Pipiens",32,3.6
2016,"NE",25,9,"Tarsalis",98,10.9
2016,"NE",26,10,"Pipiens",53,5.3
2016,"NE",26,10,"Tarsalis",145,14.5
2016,"NE",27,9,"Pipiens",100,11.1
2016,"NE",27,9,"Tarsalis",163,18.1
2016,"NE",28,10,"Pipiens",88,8.8
2016,"NE",28,10,"Tarsalis",579,57.9
2016,"NE",29,10,"Pipiens",151,15.1
2016,"NE",29,10,"Tarsalis",537,53.7
2016,"NE",30,10,"Pipiens",136,13.6
2016,"NE",30,10,"Tarsalis",430,43
2016,"NE",31,10,"Pipiens",245,24.5
2016,"NE",31,10,"Tarsalis",345,34.5
2016,"NE",32,10,"Pipiens",321,32.1
2016,"NE",32,10,"Tarsalis",634,63.4
2016,"NE",33,10,"Pipiens",425,42.5
2016,"NE",33,10,"Tarsalis",516,51.6
2016,"NE",34,8,"Pipiens",68,8.5
2016,"NE",34,8,"Tarsalis",27,3.4
2016,"NE",35,10,"Pipiens",128,12.8
2016,"NE",35,10,"Tarsalis",28,2.8
2016,"NE",36,9,"Pipiens",218,24.2
2016,"NE",36,9,"Tarsalis",38,4.2
2016,"NE",37,9,"Pipiens",79,8.8
2016,"NE",37,9,"Tarsalis",25,2.8
2016,"NW",24,5,"Pipiens",7,1.4
2016,"NW",24,5,"Tarsalis",3,0.6
2016,"NW",25,8,"Pipiens",8,1
2016,"NW",25,8,"Tarsalis",17,2.1
2016,"NW",26,9,"Pipiens",22,2.4
2016,"NW",26,9,"Tarsalis",38,4.2
2016,"NW",27,9,"Pipiens",65,7.2
2016,"NW",27,9,"Tarsalis",47,5.2
2016,"NW",28,9,"Pipiens",132,14.7
2016,"NW",28,9,"Tarsalis",340,37.8
2016,"NW",29,9,"Pipiens",106,11.8
2016,"NW",29,9,"Tarsalis",310,34.4
2016,"NW",30,9,"Pipiens",170,18.9
2016,"NW",30,9,"Tarsalis",248,27.6
2016,"NW",31,9,"Pipiens",199,22.1
2016,"NW",31,9,"Tarsalis",324,36
2016,"NW",32,8,"Pipiens",290,36.2
2016,"NW",32,8,"Tarsalis",226,28.2
2016,"NW",33,9,"Pipiens",221,24.6
2016,"NW",33,9,"Tarsalis",209,23.2
2016,"NW",34,9,"Pipiens",60,6.7
2016,"NW",34,9,"Tarsalis",87,9.7
2016,"NW",35,8,"Pipiens",111,13.9
2016,"NW",35,8,"Tarsalis",25,3.1
2016,"NW",36,9,"Pipiens",124,13.8
2016,"NW",36,9,"Tarsalis",57,6.3
2016,"NW",37,8,"Pipiens",179,22.4
2016,"NW",37,8,"Tarsalis",18,2.2
2016,"SE",24,10,"Pipiens",8,0.8
2016,"SE",24,10,"Tarsalis",19,1.9
2016,"SE",25,13,"Pipiens",10,0.8
2016,"SE",25,13,"Tarsalis",128,9.8
2016,"SE",26,13,"Pipiens",39,3
2016,"SE",26,13,"Tarsalis",367,28.2
2016,"SE",27,12,"Pipiens",86,7.2
2016,"SE",27,12,"Tarsalis",569,47.4
2016,"SE",28,15,"Pipiens",48,3.2
2016,"SE",28,15,"Tarsalis",663,44.2
2016,"SE",29,14,"Pipiens",43,3.1
2016,"SE",29,14,"Tarsalis",306,21.9
2016,"SE",30,14,"Pipiens",73,5.2
2016,"SE",30,14,"Tarsalis",725,51.8
2016,"SE",31,15,"Pipiens",110,7.3
2016,"SE",31,15,"Tarsalis",767,51.1
2016,"SE",32,15,"Pipiens",95,6.3
2016,"SE",32,15,"Tarsalis",495,33
2016,"SE",33,15,"Pipiens",96,6.4
2016,"SE",33,15,"Tarsalis",394,26.3
2016,"SE",34,15,"Pipiens",49,3.3
2016,"SE",34,15,"Tarsalis",124,8.3
2016,"SE",35,15,"Pipiens",64,4.3
2016,"SE",35,15,"Tarsalis",108,7.2
2016,"SE",36,11,"Pipiens",33,3
2016,"SE",36,11,"Tarsalis",35,3.2
2016,"SE",37,10,"Pipiens",15,1.5
2016,"SE",37,10,"Tarsalis",17,1.7
2016,"SW",24,2,"Pipiens",2,1
2016,"SW",24,2,"Tarsalis",2,1
2016,"SW",25,5,"Pipiens",5,1
2016,"SW",25,5,"Tarsalis",20,4
2016,"SW",26,8,"Pipiens",11,1.4
2016,"SW",26,8,"Tarsalis",30,3.8
2016,"SW",27,2,"Pipiens",12,6
2016,"SW",27,2,"Tarsalis",4,2
2016,"SW",28,8,"Pipiens",29,3.6
2016,"SW",28,8,"Tarsalis",77,9.6
2016,"SW",29,8,"Pipiens",14,1.8
2016,"SW",29,8,"Tarsalis",128,16
2016,"SW",30,8,"Pipiens",24,3
2016,"SW",30,8,"Tarsalis",158,19.8
2016,"SW",31,8,"Pipiens",30,3.8
2016,"SW",31,8,"Tarsalis",207,25.9
2016,"SW",32,9,"Pipiens",32,3.6
2016,"SW",32,9,"Tarsalis",139,15.4
2016,"SW",33,9,"Pipiens",20,2.2
2016,"SW",33,9,"Tarsalis",85,9.4
2016,"SW",34,9,"Pipiens",9,1
2016,"SW",34,9,"Tarsalis",68,7.6
2016,"SW",35,8,"Pipiens",8,1
2016,"SW",35,8,"Tarsalis",15,1.9
2016,"SW",36,7,"Pipiens",12,1.7
2016,"SW",36,7,"Tarsalis",29,4.1
2016,"SW",37,6,"Pipiens",4,0.7
2016,"SW",37,6,"Tarsalis",6,1
2017,"LC",24,4,"Tarsalis",33,8.2
2017,"LC",25,4,"Pipiens",2,0.5
2017,"LC",25,4,"Tarsalis",314,78.5
2017,"LC",26,3,"Tarsalis",116,38.7
2017,"LC",27,4,"Pipiens",4,1
2017,"LC",27,4,"Tarsalis",234,58.5
2017,"LC",28,4,"Pipiens",2,0.5
2017,"LC",28,4,"Tarsalis",469,117.2
2017,"LC",29,4,"Pipiens",19,4.8
2017,"LC",29,4,"Tarsalis",388,97
2017,"LC",30,4,"Pipiens",2,0.5
2017,"LC",30,4,"Tarsalis",25,6.2
2017,"LC",31,4,"Pipiens",11,2.8
2017,"LC",31,4,"Tarsalis",154,38.5
2017,"LC",32,4,"Pipiens",4,1
2017,"LC",32,4,"Tarsalis",105,26.2
2017,"LC",33,4,"Pipiens",15,3.8
2017,"LC",33,4,"Tarsalis",56,14
2017,"LC",34,4,"Pipiens",28,7
2017,"LC",34,4,"Tarsalis",95,23.8
2017,"LC",35,2,"Tarsalis",6,3
2017,"LV",24,5,"Pipiens",1,0.2
2017,"LV",24,5,"Tarsalis",50,10
2017,"LV",25,6,"Pipiens",1,0.2
2017,"LV",25,6,"Tarsalis",165,27.5
2017,"LV",26,6,"Pipiens",5,0.8
2017,"LV",26,6,"Tarsalis",234,39
2017,"LV",27,6,"Pipiens",4,0.7
2017,"LV",27,6,"Tarsalis",280,46.7
2017,"LV",28,6,"Pipiens",10,1.7
2017,"LV",28,6,"Tarsalis",350,58.3
2017,"LV",29,6,"Pipiens",13,2.2
2017,"LV",29,6,"Tarsalis",593,98.8
2017,"LV",30,6,"Pipiens",11,1.8
2017,"LV",30,6,"Tarsalis",1077,179.5
2017,"LV",31,6,"Pipiens",11,1.8
2017,"LV",31,6,"Tarsalis",505,84.2
2017,"LV",32,6,"Pipiens",4,0.7
2017,"LV",32,6,"Tarsalis",130,21.7
2017,"LV",33,6,"Pipiens",14,2.3
2017,"LV",33,6,"Tarsalis",129,21.5
2017,"LV",34,6,"Pipiens",14,2.3
2017,"LV",34,6,"Tarsalis",185,30.8
2017,"LV",35,6,"Pipiens",6,1
2017,"LV",35,6,"Tarsalis",55,9.2
2017,"LV",36,4,"Pipiens",12,3
2017,"LV",36,4,"Tarsalis",38,9.5
2017,"NE",24,6,"Pipiens",4,0.7
2017,"NE",24,6,"Tarsalis",28,4.7
2017,"NE",25,9,"Pipiens",2,0.2
2017,"NE",25,9,"Tarsalis",38,4.2
2017,"NE",26,9,"Pipiens",20,2.2
2017,"NE",26,9,"Tarsalis",79,8.8
2017,"NE",27,10,"Pipiens",20,2
2017,"NE",27,10,"Tarsalis",309,30.9
2017,"NE",28,8,"Pipiens",13,1.6
2017,"NE",28,8,"Tarsalis",330,41.2
2017,"NE",29,10,"Pipiens",38,3.8
2017,"NE",29,10,"Tarsalis",932,93.2
2017,"NE",30,10,"Pipiens",97,9.7
2017,"NE",30,10,"Tarsalis",599,59.9
2017,"NE",31,10,"Pipiens",45,4.5
2017,"NE",31,10,"Tarsalis",237,23.7
2017,"NE",32,9,"Pipiens",127,14.1
2017,"NE",32,9,"Tarsalis",122,13.6
2017,"NE",33,10,"Pipiens",104,10.4
2017,"NE",33,10,"Tarsalis",114,11.4
2017,"NE",34,10,"Pipiens",66,6.6
2017,"NE",34,10,"Tarsalis",77,7.7
2017,"NE",35,10,"Pipiens",116,11.6
2017,"NE",35,10,"Tarsalis",98,9.8
2017,"NE",36,8,"Pipiens",47,5.9
2017,"NE",36,8,"Tarsalis",14,1.8
2017,"NW",24,6,"Pipiens",4,0.7
2017,"NW",24,6,"Tarsalis",19,3.2
2017,"NW",25,5,"Pipiens",3,0.6
2017,"NW",25,5,"Tarsalis",10,2
2017,"NW",26,8,"Pipiens",25,3.1
2017,"NW",26,8,"Tarsalis",76,9.5
2017,"NW",27,7,"Pipiens",12,1.7
2017,"NW",27,7,"Tarsalis",89,12.7
2017,"NW",28,7,"Pipiens",18,2.6
2017,"NW",28,7,"Tarsalis",111,15.9
2017,"NW",29,8,"Pipiens",10,1.2
2017,"NW",29,8,"Tarsalis",216,27
2017,"NW",30,9,"Pipiens",40,4.4
2017,"NW",30,9,"Tarsalis",290,32.2
2017,"NW",31,9,"Pipiens",46,5.1
2017,"NW",31,9,"Tarsalis",158,17.6
2017,"NW",32,7,"Pipiens",95,13.6
2017,"NW",32,7,"Tarsalis",73,10.4
2017,"NW",33,9,"Pipiens",79,8.8
2017,"NW",33,9,"Tarsalis",78,8.7
2017,"NW",34,9,"Pipiens",66,7.3
2017,"NW",34,9,"Tarsalis",67,7.4
2017,"NW",35,7,"Pipiens",24,3.4
2017,"NW",35,7,"Tarsalis",60,8.6
2017,"NW",36,6,"Pipiens",16,2.7
2017,"NW",36,6,"Tarsalis",24,4
2017,"SE",24,10,"Pipiens",4,0.4
2017,"SE",24,10,"Tarsalis",65,6.5
2017,"SE",25,13,"Pipiens",7,0.5
2017,"SE",25,13,"Tarsalis",198,15.2
2017,"SE",26,15,"Pipiens",21,1.4
2017,"SE",26,15,"Tarsalis",638,42.5
2017,"SE",27,14,"Pipiens",12,0.9
2017,"SE",27,14,"Tarsalis",462,33
2017,"SE",28,14,"Pipiens",110,7.9
2017,"SE",28,14,"Tarsalis",3503,250.2
2017,"SE",29,15,"Pipiens",36,2.4
2017,"SE",29,15,"Tarsalis",1600,106.7
2017,"SE",30,15,"Pipiens",20,1.3
2017,"SE",30,15,"Tarsalis",1118,74.5
2017,"SE",31,15,"Pipiens",71,4.7
2017,"SE",31,15,"Tarsalis",865,57.7
2017,"SE",32,15,"Pipiens",61,4.1
2017,"SE",32,15,"Tarsalis",336,22.4
2017,"SE",33,12,"Pipiens",53,4.4
2017,"SE",33,12,"Tarsalis",145,12.1
2017,"SE",34,15,"Pipiens",90,6
2017,"SE",34,15,"Tarsalis",218,14.5
2017,"SE",35,13,"Pipiens",48,3.7
2017,"SE",35,13,"Tarsalis",85,6.5
2017,"SE",36,11,"Pipiens",51,4.6
2017,"SE",36,11,"Tarsalis",13,1.2
2017,"SW",24,3,"Pipiens",2,0.7
2017,"SW",24,3,"Tarsalis",5,1.7
2017,"SW",25,4,"Pipiens",6,1.5
2017,"SW",25,4,"Tarsalis",18,4.5
2017,"SW",26,7,"Pipiens",4,0.6
2017,"SW",26,7,"Tarsalis",46,6.6
2017,"SW",27,5,"Pipiens",3,0.6
2017,"SW",27,5,"Tarsalis",15,3
2017,"SW",28,7,"Pipiens",10,1.4
2017,"SW",28,7,"Tarsalis",43,6.1
2017,"SW",29,6,"Pipiens",4,0.7
2017,"SW",29,6,"Tarsalis",109,18.2
2017,"SW",30,9,"Pipiens",19,2.1
2017,"SW",30,9,"Tarsalis",93,10.3
2017,"SW",31,8,"Pipiens",15,1.9
2017,"SW",31,8,"Tarsalis",149,18.6
2017,"SW",32,8,"Pipiens",9,1.1
2017,"SW",32,8,"Tarsalis",28,3.5
2017,"SW",33,6,"Pipiens",15,2.5
2017,"SW",33,6,"Tarsalis",49,8.2
2017,"SW",34,8,"Pipiens",7,0.9
2017,"SW",34,8,"Tarsalis",56,7
2017,"SW",35,6,"Pipiens",3,0.5
2017,"SW",35,6,"Tarsalis",16,2.7
2017,"SW",36,5,"Pipiens",4,0.8
2017,"SW",36,5,"Tarsalis",16,3.2
2018,"LC",24,4,"Tarsalis",93,23.2
2018,"LC",25,4,"Pipiens",3,0.8
2018,"LC",25,4,"Tarsalis",22,5.5
2018,"LC",26,4,"Pipiens",5,1.2
2018,"LC",26,4,"Tarsalis",191,47.8
2018,"LC",27,4,"Pipiens",10,2.5
2018,"LC",27,4,"Tarsalis",355,88.8
2018,"LC",28,3,"Pipiens",10,3.3
2018,"LC",28,3,"Tarsalis",997,332.3
2018,"LC",29,4,"Pipiens",18,4.5
2018,"LC",29,4,"Tarsalis",186,46.5
2018,"LC",30,4,"Pipiens",21,5.2
2018,"LC",30,4,"Tarsalis",312,78
2018,"LC",31,3,"Pipiens",22,7.3
2018,"LC",31,3,"Tarsalis",313,104.3
2018,"LC",32,4,"Pipiens",28,7
2018,"LC",32,4,"Tarsalis",130,32.5
2018,"LC",33,4,"Pipiens",7,1.8
2018,"LC",33,4,"Tarsalis",86,21.5
2018,"LC",34,4,"Pipiens",1,0.2
2018,"LC",34,4,"Tarsalis",40,10
2018,"LC",35,3,"Pipiens",15,5
2018,"LC",35,3,"Tarsalis",19,6.3
2018,"LV",24,6,"Tarsalis",121,20.2
2018,"LV",25,4,"Pipiens",3,0.8
2018,"LV",25,4,"Tarsalis",110,27.5
2018,"LV",26,6,"Pipiens",2,0.3
2018,"LV",26,6,"Tarsalis",158,26.3
2018,"LV",27,6,"Tarsalis",320,53.3
2018,"LV",28,6,"Pipiens",8,1.3
2018,"LV",28,6,"Tarsalis",746,124.3
2018,"LV",29,5,"Pipiens",6,1.2
2018,"LV",29,5,"Tarsalis",228,45.6
2018,"LV",30,6,"Tarsalis",205,34.2
2018,"LV",31,6,"Pipiens",28,4.7
2018,"LV",31,6,"Tarsalis",126,21
2018,"LV",32,5,"Pipiens",17,3.4
2018,"LV",32,5,"Tarsalis",114,22.8
2018,"LV",33,6,"Pipiens",21,3.5
2018,"LV",33,6,"Tarsalis",200,33.3
2018,"LV",34,6,"Pipiens",45,7.5
2018,"LV",34,6,"Tarsalis",43,7.2
2018,"LV",35,6,"Pipiens",23,3.8
2018,"LV",35,6,"Tarsalis",86,14.3
2018,"NE",24,8,"Tarsalis",65,8.1
2018,"NE",25,9,"Pipiens",9,1
2018,"NE",25,9,"Tarsalis",22,2.4
2018,"NE",26,10,"Pipiens",25,2.5
2018,"NE",26,10,"Tarsalis",152,15.2
2018,"NE",27,10,"Pipiens",21,2.1
2018,"NE",27,10,"Tarsalis",729,72.9
2018,"NE",28,10,"Pipiens",48,4.8
2018,"NE",28,10,"Tarsalis",857,85.7
2018,"NE",29,8,"Pipiens",55,6.9
2018,"NE",29,8,"Tarsalis",139,17.4
2018,"NE",30,10,"Pipiens",186,18.6
2018,"NE",30,10,"Tarsalis",590,59
2018,"NE",31,10,"Pipiens",392,39.2
2018,"NE",31,10,"Tarsalis",275,27.5
2018,"NE",32,9,"Pipiens",394,43.8
2018,"NE",32,9,"Tarsalis",248,27.6
2018,"NE",33,10,"Pipiens",742,74.2
2018,"NE",33,10,"Tarsalis",694,69.4
2018,"NE",34,10,"Pipiens",240,24
2018,"NE",34,10,"Tarsalis",133,13.3
2018,"NE",35,9,"Pipiens",352,39.1
2018,"NE",35,9,"Tarsalis",142,15.8
2018,"NE",36,9,"Pipiens",438,48.7
2018,"NE",36,9,"Tarsalis",98,10.9
2018,"NE",37,8,"Pipiens",181,22.6
2018,"NE",37,8,"Tarsalis",21,2.6
2018,"NW",24,8,"Pipiens",18,2.2
2018,"NW",24,8,"Tarsalis",76,9.5
2018,"NW",25,3,"Pipiens",4,1.3
2018,"NW",25,3,"Tarsalis",23,7.7
2018,"NW",26,9,"Pipiens",30,3.3
2018,"NW",26,9,"Tarsalis",171,19
2018,"NW",27,9,"Pipiens",99,11
2018,"NW",27,9,"Tarsalis",267,29.7
2018,"NW",28,9,"Pipiens",34,3.8
2018,"NW",28,9,"Tarsalis",411,45.7
2018,"NW",29,8,"Pipiens",40,5
2018,"NW",29,8,"Tarsalis",316,39.5
2018,"NW",30,9,"Pipiens",70,7.8
2018,"NW",30,9,"Tarsalis",341,37.9
2018,"NW",31,8,"Pipiens",91,11.4
2018,"NW",31,8,"Tarsalis",258,32.2
2018,"NW",32,9,"Pipiens",286,31.8
2018,"NW",32,9,"Tarsalis",279,31
2018,"NW",33,9,"Pipiens",121,13.4
2018,"NW",33,9,"Tarsalis",193,21.4
2018,"NW",34,9,"Pipiens",90,10
2018,"NW",34,9,"Tarsalis",99,11
2018,"NW",35,9,"Pipiens",69,7.7
2018,"NW",35,9,"Tarsalis",46,5.1
2018,"NW",36,7,"Pipiens",88,12.6
2018,"NW",36,7,"Tarsalis",38,5.4
2018,"NW",37,8,"Pipiens",33,4.1
2018,"NW",37,8,"Tarsalis",21,2.6
2018,"SE",24,15,"Pipiens",13,0.9
2018,"SE",24,15,"Tarsalis",216,14.4
2018,"SE",25,12,"Pipiens",28,2.3
2018,"SE",25,12,"Tarsalis",260,21.7
2018,"SE",26,15,"Pipiens",35,2.3
2018,"SE",26,15,"Tarsalis",540,36
2018,"SE",27,14,"Pipiens",54,3.9
2018,"SE",27,14,"Tarsalis",912,65.1
2018,"SE",28,15,"Pipiens",63,4.2
2018,"SE",28,15,"Tarsalis",1144,76.3
2018,"SE",29,15,"Pipiens",12,0.8
2018,"SE",29,15,"Tarsalis",659,43.9
2018,"SE",30,12,"Pipiens",29,2.4
2018,"SE",30,12,"Tarsalis",302,25.2
2018,"SE",31,14,"Pipiens",245,17.5
2018,"SE",31,14,"Tarsalis",545,38.9
2018,"SE",32,15,"Pipiens",244,16.3
2018,"SE",32,15,"Tarsalis",375,25
2018,"SE",33,15,"Pipiens",143,9.5
2018,"SE",33,15,"Tarsalis",429,28.6
2018,"SE",34,15,"Pipiens",178,11.9
2018,"SE",34,15,"Tarsalis",167,11.1
2018,"SE",35,13,"Pipiens",79,6.1
2018,"SE",35,13,"Tarsalis",150,11.5
2018,"SE",36,14,"Pipiens",51,3.6
2018,"SE",36,14,"Tarsalis",50,3.6
2018,"SE",37,6,"Pipiens",21,3.5
2018,"SW",24,7,"Pipiens",2,0.3
2018,"SW",24,7,"Tarsalis",31,4.4
2018,"SW",25,8,"Pipiens",4,0.5
2018,"SW",25,8,"Tarsalis",25,3.1
2018,"SW",26,9,"Pipiens",12,1.3
2018,"SW",26,9,"Tarsalis",239,26.6
2018,"SW",27,7,"Tarsalis",227,32.4
2018,"SW",28,6,"Pipiens",7,1.2
2018,"SW",28,6,"Tarsalis",227,37.8
2018,"SW",29,7,"Pipiens",7,1
2018,"SW",29,7,"Tarsalis",216,30.9
2018,"SW",30,9,"Tarsalis",104,11.6
2018,"SW",31,9,"Pipiens",39,4.3
2018,"SW",31,9,"Tarsalis",232,25.8
2018,"SW",32,8,"Pipiens",55,6.9
2018,"SW",32,8,"Tarsalis",115,14.4
2018,"SW",33,9,"Pipiens",50,5.6
2018,"SW",33,9,"Tarsalis",159,17.7
2018,"SW",34,9,"Pipiens",18,2
2018,"SW",34,9,"Tarsalis",49,5.4
2018,"SW",35,8,"Pipiens",9,1.1
2018,"SW",35,8,"Tarsalis",19,2.4
