"csu_id","trap_id","zone","zone2","trap_date","year","week","spp","method","trap_status","total","test_code","copies","cq","seq","notes"
"CSU24090","LV-020","LV","LV",2025-07-23,2025,30,"Pipiens","L","culex",10,0,0,55.55,0,
"CSU24091","FC-052","NW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",9,0,0,55.55,0,
"CSU24092","FC-061","NW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",48,0,0,55.55,0,
"CSU24093","FC-061","NW","FC",2025-07-23,2025,30,"Pipiens","L","culex",3,0,0,55.55,0,
"CSU24094","FC-041","NW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",36,0,0,55.55,0,
"CSU24095","FC-041","NW","FC",2025-07-23,2025,30,"Pipiens","L","culex",16,0,0,55.55,0,
"CSU24096","FC-090GR","NW","FC",2025-07-23,2025,30,"Pipiens","G","culex",30,0,0,55.55,0,
"CSU24097","FC-060","NW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",11,0,0,55.55,0,
"CSU24098","FC-060","NW","FC",2025-07-23,2025,30,"Pipiens","L","culex",6,0,0,55.55,0,
"CSU24099","FC-063","NW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",6,0,0,55.55,0,
"CSU24100","FC-063","NW","FC",2025-07-23,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU24101","FC-011","NW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",2,0,0,55.55,0,
"CSU24102","FC-011","NW","FC",2025-07-23,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU24103","FC-058","SW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",6,0,0,55.55,0,
"CSU24104","FC-058","SW","FC",2025-07-23,2025,30,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU24105","FC-049","SW","FC",2025-07-23,2025,30,"Tarsalis","L","culex",9,0,0,55.55,0,
"CSU24106","FC-049","SW","FC",2025-07-23,2025,30,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU24107","FC-063GR","NW","FC",2025-07-23,2025,30,"Pipiens","G","culex",2,0,0,55.55,0,
"CSU24034","LV-104","LV","LV",2025-07-22,2025,30,"Tarsalis","L","culex",14,0,0,55.55,0,
"CSU24035","LV-104","LV","LV",2025-07-22,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU24036","LV-089","LV","LV",2025-07-22,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24037","LV-089","LV","LV",2025-07-22,2025,30,"Tarsalis","L","culex",12,0,0,55.55,0,
"CSU24038","LV-089","LV","LV",2025-07-22,2025,30,"Pipiens","L","culex",7,0,0,55.55,0,
"CSU24039","LV-110","LV","LV",2025-07-22,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24040","LV-110","LV","LV",2025-07-22,2025,30,"Tarsalis","L","culex",25,0,0,55.55,0,
"CSU24041","LV-110","LV","LV",2025-07-22,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU24042","FC-064","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",7,0,0,55.55,0,
"CSU24043","FC-053","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",32,0,0,55.55,0,
"CSU24044","FC-075","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",22,0,0,55.55,0,
"CSU24045","FC-075","SE","FC",2025-07-22,2025,30,"Pipiens","L","culex",3,0,0,55.55,0,
"CSU24046","FC-075GR","SE","FC",2025-07-22,2025,30,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU24047","FC-075GR","SE","FC",2025-07-22,2025,30,"Pipiens","G","culex",3,0,0,55.55,0,
"CSU24048","FC-039","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",37,0,0,55.55,0,
"CSU24049","FC-074","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24050","FC-074","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",5,0,0,55.55,0,
"CSU24051","FC-074","SE","FC",2025-07-22,2025,30,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU24052","FC-004","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",28,0,0,55.55,0,
"CSU24053","FC-004","SE","FC",2025-07-22,2025,30,"Pipiens","L","culex",5,0,0,55.55,0,
"CSU24054","FC-088GR","SE","FC",2025-07-22,2025,30,"Pipiens","G","culex",19,0,0,55.55,0,
"CSU24055","FC-059","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",20,0,0,55.55,0,
"CSU24056","FC-050","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",5,0,0,55.55,0,
"CSU24057","FC-050","SE","FC",2025-07-22,2025,30,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU24058","FC-047","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",6,0,0,55.55,0,
"CSU24059","FC-023","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24060","FC-023","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",6,0,0,55.55,0,
"CSU24061","FC-031","SE","FC",2025-07-22,2025,30,"Tarsalis","L","culex",32,0,0,55.55,0,
"CSU24062","FC-031","SE","FC",2025-07-22,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"BOU00292","BC-11","BC","BC",2025-07-21,2025,30,"Tarsalis","L","culex",2,0,0,55.55,0,
"BOU00293","BC-22","BC","BC",2025-07-21,2025,30,"Tarsalis","L","culex",21,0,0,55.55,0,
"BOU00294","BC-24","BC","BC",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"BOU00295","BC-25","BC","BC",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"BOU00296","BC-26","BC","BC",2025-07-21,2025,30,"Tarsalis","L","culex",5,0,0,55.55,0,
"CSU23995","LV-069","LV","LV",2025-07-21,2025,30,"Tarsalis","L","culex",31,0,0,55.55,0,
"CSU23996","LV-069","LV","LV",2025-07-21,2025,30,"Pipiens","L","culex",3,0,0,55.55,0,
"CSU23997","FC-038","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",30,0,0,55.55,0,
"CSU23998","FC-038","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",7,0,0,55.55,0,
"CSU23999","LV-095","LV","LV",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24000","LV-095","LV","LV",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24001","LV-095","LV","LV",2025-07-21,2025,30,"Tarsalis","L","culex",28,0,0,55.55,0,
"CSU24002","LV-095","LV","LV",2025-07-21,2025,30,"Pipiens","L","culex",6,0,0,55.55,0,
"CSU24003","FC-040","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",19,0,0,55.55,0,
"CSU24004","FC-040","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU24005","FC-034","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",43,0,0,55.55,0,
"CSU24006","FC-006","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",10,0,0,55.55,0,
"CSU24007","FC-006","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU24008","FC-040GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",34,0,0,55.55,0,
"CSU24009","FC-036","NW","FC",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24010","FC-036","NW","FC",2025-07-21,2025,30,"Tarsalis","L","culex",6,0,0,55.55,0,
"CSU24011","FC-036","NW","FC",2025-07-21,2025,30,"Pipiens","L","culex",6,0,0,55.55,0,
"CSU24012","FC-072","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",44,0,0,55.55,0,
"CSU24013","FC-072","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",5,0,0,55.55,0,
"CSU24014","FC-092GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU24015","FC-092GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU24016","FC-092GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",1,0,0,55.55,0,
"CSU24017","FC-067","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",21,0,0,55.55,0,
"CSU24018","FC-067","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU24019","FC-091GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU24020","FC-091GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",26,0,0,55.55,0,
"CSU24021","FC-066GR","NE","FC",2025-07-21,2025,30,"Pipiens","G","culex",12,0,0,55.55,0,
"CSU24022","FC-019","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",18,0,0,55.55,0,
"CSU24023","FC-019","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU24024","FC-014","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24025","FC-014","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU24026","FC-014","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",3,0,0,55.55,0,
"CSU24027","FC-014","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",50,0,0,55.55,0,
"CSU24028","FC-014","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",50,0,0,55.55,0,
"CSU24029","FC-014","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",50,0,0,55.55,0,
"CSU24030","FC-014","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",21,0,0,55.55,0,
"CSU24031","FC-066","NE","FC",2025-07-21,2025,30,"Tarsalis","L","culex",42,0,0,55.55,0,
"CSU24032","FC-066","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",50,0,0,55.55,0,
"CSU24033","FC-066","NE","FC",2025-07-21,2025,30,"Pipiens","L","culex",7,0,0,55.55,0,
"CSU23976","FC-054","SE","FC",2025-07-17,2025,29,"Tarsalis","L","culex",16,0,0,55.55,0,
"CSU23977","FC-001","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",23,0,0,55.55,0,
"CSU23978","FC-029","SE","FC",2025-07-17,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23979","FC-029","SE","FC",2025-07-17,2025,29,"Tarsalis","L","culex",16,0,0,55.55,0,
"CSU23980","FC-029","SE","FC",2025-07-17,2025,29,"Pipiens","L","culex",12,0,0,55.55,0,
"CSU23981","FC-068","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",32,0,0,55.55,0,
"CSU23982","FC-068","SW","FC",2025-07-17,2025,29,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU23983","FC-029GR","SE","FC",2025-07-17,2025,29,"Pipiens","G","culex",29,0,0,55.55,0,
"CSU23984","FC-089GR","SW","FC",2025-07-17,2025,29,"Pipiens","G","culex",18,0,0,55.55,0,
"CSU23985","FC-093","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",29,0,0,55.55,0,
"CSU23986","FC-093","SW","FC",2025-07-17,2025,29,"Pipiens","L","culex",10,0,0,55.55,0,
"CSU23987","FC-062","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",37,0,0,55.55,0,
"CSU23988","FC-062","SW","FC",2025-07-17,2025,29,"Pipiens","L","culex",12,0,0,55.55,0,
"CSU23989","FC-071","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",8,0,0,55.55,0,
"CSU23990","FC-071","SW","FC",2025-07-17,2025,29,"Pipiens","L","culex",6,0,0,55.55,0,
"CSU23991","FC-057","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",24,0,0,55.55,0,
"CSU23992","FC-037","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23993","FC-037","SW","FC",2025-07-17,2025,29,"Tarsalis","L","culex",25,0,0,55.55,0,
"CSU23994","FC-037","SW","FC",2025-07-17,2025,29,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU23923","LV-020","LV","LV",2025-07-16,2025,29,"Tarsalis","L","culex",5,0,0,55.55,0,
"CSU23924","LC-053","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",44,0,0,55.55,0,
"CSU23925","LC-053","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU23926","LC-061","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23927","LC-061","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23928","LC-061","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",21,0,0,55.55,0,
"CSU23929","LC-061","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",5,0,0,55.55,0,
"CSU23930","LC-062","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23931","LC-062","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",1,0,0,55.55,0,
"CSU23932","LC-062","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU23933","LC-054","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23934","LC-054","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23935","LC-054","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",4,0,0,55.55,0,
"CSU23936","LC-054","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",6,0,0,55.55,0,
"CSU23937","LC-058","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",46,0,0,55.55,0,
"CSU23938","LC-058","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU23939","LC-001","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23940","LC-001","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",34,0,0,55.55,0,
"CSU23941","LC-001","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU23942","LC-060","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",41,0,0,55.55,0,
"CSU23943","LC-059","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23944","LC-059","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",40,0,0,55.55,0,
"CSU23945","LC-059","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",8,0,0,55.55,0,
"CSU23946","WC-055","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",44,0,0,55.55,0,
"CSU23947","LC-049","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23948","LC-049","BE","BE",2025-07-16,2025,29,"Tarsalis","L","culex",28,0,0,55.55,0,
"CSU23949","LC-049","BE","BE",2025-07-16,2025,29,"Pipiens","L","culex",9,0,0,55.55,0,
"CSU23950","FC-061","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23951","FC-061","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",47,0,0,55.55,0,
"CSU23952","FC-061","NW","FC",2025-07-16,2025,29,"Pipiens","L","culex",6,0,0,55.55,0,
"CSU23953","FC-052","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",13,0,0,55.55,0,
"CSU23954","FC-073","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",48,0,0,55.55,0,
"CSU23955","FC-073","NW","FC",2025-07-16,2025,29,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU23956","FC-041","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23957","FC-041","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",9,0,0,55.55,0,
"CSU23958","FC-041","NW","FC",2025-07-16,2025,29,"Pipiens","L","culex",10,0,0,55.55,0,
"CSU23959","FC-090GR","NW","FC",2025-07-16,2025,29,"Tarsalis","G","culex",2,0,0,55.55,0,
"CSU23960","FC-090GR","NW","FC",2025-07-16,2025,29,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU23961","FC-090GR","NW","FC",2025-07-16,2025,29,"Pipiens","G","culex",24,0,0,55.55,0,
"CSU23962","FC-060","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",39,0,0,55.55,0,
"CSU23963","FC-060","NW","FC",2025-07-16,2025,29,"Pipiens","L","culex",5,0,0,55.55,0,
"CSU23964","FC-011","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",10,0,0,55.55,0,
"CSU23965","FC-015","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",10,0,0,55.55,0,
"CSU23966","FC-015","NW","FC",2025-07-16,2025,29,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU23967","FC-063","NW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",13,0,0,55.55,0,
"CSU23968","FC-063","NW","FC",2025-07-16,2025,29,"Pipiens","L","culex",4,0,0,55.55,0,
"CSU23969","FC-058","SW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",13,0,0,55.55,0,
"CSU23970","FC-058","SW","FC",2025-07-16,2025,29,"Pipiens","L","culex",3,0,0,55.55,0,
"CSU23971","FC-063GR","NW","FC",2025-07-16,2025,29,"Tarsalis","G","culex",1,0,0,55.55,0,
"CSU23972","FC-063GR","NW","FC",2025-07-16,2025,29,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU23973","FC-063GR","NW","FC",2025-07-16,2025,29,"Pipiens","G","culex",29,0,0,55.55,0,
"CSU23974","FC-049","SW","FC",2025-07-16,2025,29,"Tarsalis","L","culex",30,0,1.27,37.47,0,
"CSU23975","FC-049","SW","FC",2025-07-16,2025,29,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU23878","LV-089","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23879","LV-089","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",48,0,0,55.55,0,
"CSU23880","LV-089","LV","LV",2025-07-15,2025,29,"Pipiens","L","culex",3,0,0,55.55,0,
"CSU23881","LV-104","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23882","LV-104","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",2,0,0,55.55,0,
"CSU23883","LV-104","LV","LV",2025-07-15,2025,29,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU23884","LV-110","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23885","LV-110","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23886","LV-110","LV","LV",2025-07-15,2025,29,"Tarsalis","L","culex",2,0,0,55.55,0,
"CSU23887","LV-110","LV","LV",2025-07-15,2025,29,"Pipiens","L","culex",2,0,0,55.55,0,
"CSU23888","FC-039","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23889","FC-039","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",39,0,0,55.55,0,
"CSU23890","FC-039","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU23891","FC-075","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",16,0,0,55.55,0,
"CSU23892","FC-064","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23893","FC-064","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",1,0,0,55.55,0,
"CSU23894","FC-053","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",41,0,0,55.55,0,
"CSU23895","FC-075GR","SE","FC",2025-07-15,2025,29,"Pipiens","G","culex",22,0,0,55.55,0,
"CSU23896","FC-027","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",18,0,0,55.55,0,
"CSU23897","FC-027","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",12,0,0,55.55,0,
"CSU23898","FC-004","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23899","FC-004","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",15,0,0,55.55,0,
"CSU23900","FC-004","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",20,0,0,55.55,0,
"CSU23901","FC-074","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23902","FC-074","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23903","FC-074","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",5,0,0,55.55,0,
"CSU23904","FC-074","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",7,0,0,55.55,0,
"CSU23905","FC-088GR","SE","FC",2025-07-15,2025,29,"Tarsalis","G","culex",2,0,0,55.55,0,
"CSU23906","FC-088GR","SE","FC",2025-07-15,2025,29,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU23907","FC-088GR","SE","FC",2025-07-15,2025,29,"Pipiens","G","culex",50,0,0,55.55,0,
"CSU23908","FC-088GR","SE","FC",2025-07-15,2025,29,"Pipiens","G","culex",26,0,0,55.55,0,
"CSU23909","FC-050","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23910","FC-050","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",10,0,0,55.55,0,
"CSU23911","FC-023","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23912","FC-023","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",35,0,0,55.55,0,
"CSU23913","FC-023","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",8,0,0,55.55,0,
"CSU23914","FC-047","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23915","FC-047","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",35,0,0,55.55,0,
"CSU23916","FC-047","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",3,0,0,55.55,0,
"CSU23917","FC-046","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",50,0,0,55.55,0,
"CSU23918","FC-046","SE","FC",2025-07-15,2025,29,"Tarsalis","L","culex",25,0,0,55.55,0,
"CSU23919","FC-046","SE","FC",2025-07-15,2025,29,"Pipiens","L","culex",30,0,0,55.55,0,
