id,date_trap_set,contract,location,zone,mosquito_species,mosquito_count,trap_type,trap_name,trap_team
759ce274-8eb7-4ea4-bb6d-931d38e5df97,2026-07-13,Fort Collins,Hemlock,FC NW,Culex tarsalis,44,CDC Light Trap,FC-036 ,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Aedes melanimon,2,CDC Light Trap,FC-066,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Culex pipiens,27,CDC Light Trap,FC-066,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Aedes increpitus,11,CDC Light Trap,FC-066,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Culiseta inornata,2,CDC Light Trap,FC-066,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Aedes dorsalis,4,CDC Light Trap,FC-066,
759ce274-8eb7-4ea4-bb6d-931d38e5df97,2026-07-13,Fort Collins,Hemlock,FC NW,Culex pipiens,9,CDC Light Trap,FC-036 ,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Coquillettidia perturbans,33,CDC Light Trap,FC-066,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Culex tarsalis,52,CDC Light Trap,FC-066,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Aedes increpitus,1,CDC Light Trap,FC-019,
3417e4a2-49da-4f24-b13b-92ba056e08ed,2026-07-13,Fort Collins,Redwood Gravid,FC NE,Culex pipiens,11,Gravid Trap,FC-040gr,
d76f1c5e-5f75-4e30-86a8-e5cbf2bf5f19,2026-07-13,Fort Collins,N. Linden,FC NE,Culex tarsalis,10,CDC Light Trap,FC-006,
d76f1c5e-5f75-4e30-86a8-e5cbf2bf5f19,2026-07-13,Fort Collins,N. Linden,FC NE,Aedes dorsalis,2,CDC Light Trap,FC-006,
d76f1c5e-5f75-4e30-86a8-e5cbf2bf5f19,2026-07-13,Fort Collins,N. Linden,FC NE,Culex pipiens,2,CDC Light Trap,FC-006,
b7a96cd9-fa04-40f7-b76f-6a6f2e3f8324,2026-07-13,Fort Collins,Udall Natural Gravid,FC NE,Culex pipiens,41,Gravid Trap,FC-092gr,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Culex tarsalis,51,CDC Light Trap,FC-019,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Anopheles freeborni,1,CDC Light Trap,FC-019,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Culiseta inornata,1,CDC Light Trap,FC-019,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Aedes vexans,3,CDC Light Trap,FC-019,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Aedes trivittatus,1,CDC Light Trap,FC-019,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Culex pipiens,12,CDC Light Trap,FC-019,
6d68ae7e-ef2b-4c50-8fd6-a46ab219aed0,2026-07-13,Fort Collins,Prospect Ponds,FC NE,Aedes vexans,9,CDC Light Trap,FC-066,
a31e4364-7cf4-4d02-8e9d-3b512d68c3f7,2026-07-13,Fort Collins,Edora Park,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-019,
759ce274-8eb7-4ea4-bb6d-931d38e5df97,2026-07-13,Fort Collins,Hemlock,FC NW,Aedes dorsalis,13,CDC Light Trap,FC-036 ,
112ce19d-dee2-4168-bc48-03eaee5da024,2026-07-13,Fort Collins,Lochside Lane,FC NE,Anopheles freeborni,1,CDC Light Trap,FC-038,
112ce19d-dee2-4168-bc48-03eaee5da024,2026-07-13,Fort Collins,Lochside Lane,FC NE,Culex pipiens,3,CDC Light Trap,FC-038,
112ce19d-dee2-4168-bc48-03eaee5da024,2026-07-13,Fort Collins,Lochside Lane,FC NE,Aedes melanimon,2,CDC Light Trap,FC-038,
112ce19d-dee2-4168-bc48-03eaee5da024,2026-07-13,Fort Collins,Lochside Lane,FC NE,Culex tarsalis,21,CDC Light Trap,FC-038,
112ce19d-dee2-4168-bc48-03eaee5da024,2026-07-13,Fort Collins,Lochside Lane,FC NE,Aedes vexans,2,CDC Light Trap,FC-038,
112ce19d-dee2-4168-bc48-03eaee5da024,2026-07-13,Fort Collins,Lochside Lane,FC NE,Culiseta inornata,1,CDC Light Trap,FC-038,
c62d91bf-c3c6-4642-baa0-75b6e43b3705,2026-07-14,Fort Collins,West Chase,FC SE,Culex pipiens,2,CDC Light Trap,FC-064,
7d4a2593-9f9c-4e04-8879-a0e9948ac31f,2026-07-14,Fort Collins,Sage Creek North Gravid,FC SE,Culex pipiens,18,Gravid Trap,FC-075gr,
e70148e0-ab2b-4461-a539-f9df42df0441,2026-07-14,Fort Collins,Fossil Creek South,FC SE,Aedes dorsalis,15,CDC Light Trap,FC-039,
e70148e0-ab2b-4461-a539-f9df42df0441,2026-07-14,Fort Collins,Fossil Creek South,FC SE,Aedes melanimon,1,CDC Light Trap,FC-039,
e70148e0-ab2b-4461-a539-f9df42df0441,2026-07-14,Fort Collins,Fossil Creek South,FC SE,Culex tarsalis,4,CDC Light Trap,FC-039,
0fc493a7-c552-4e4f-8b8c-e5e995165303,2026-07-14,Fort Collins,Keeneland And Twin Oak,FC SE,Aedes vexans,1,CDC Light Trap,FC-047,
0fc493a7-c552-4e4f-8b8c-e5e995165303,2026-07-14,Fort Collins,Keeneland And Twin Oak,FC SE,Culex tarsalis,16,CDC Light Trap,FC-047,
0fc493a7-c552-4e4f-8b8c-e5e995165303,2026-07-14,Fort Collins,Keeneland And Twin Oak,FC SE,Culex pipiens,1,CDC Light Trap,FC-047,
8abf6fee-78e5-45ca-9fec-5915a7895e64,2026-07-14,Fort Collins,Golden Meadows Ditch,FC SE,Culex pipiens,1,CDC Light Trap,FC-050,
8abf6fee-78e5-45ca-9fec-5915a7895e64,2026-07-14,Fort Collins,Golden Meadows Ditch,FC SE,Culex tarsalis,3,CDC Light Trap,FC-050,
6be19d5d-eae6-4ca2-9de7-b53690d88c9d,2026-07-14,Fort Collins,Boltz,FC SE,Culex tarsalis,4,CDC Light Trap,FC-023,
6be19d5d-eae6-4ca2-9de7-b53690d88c9d,2026-07-14,Fort Collins,Boltz,FC SE,Culex pipiens,1,CDC Light Trap,FC-023,
aed7050c-7259-4737-aafe-6e14cb8f5f82,2026-07-14,Fort Collins,English Ranch Park Gravid,FC SE,Culex pipiens,25,Gravid Trap,FC-088gr,
7af494c3-7b2e-4b1f-bd38-3d6708ab4349,2026-07-14,Fort Collins,Big Horn,FC SE,Culex pipiens,2,CDC Light Trap,FC-004,
7af494c3-7b2e-4b1f-bd38-3d6708ab4349,2026-07-14,Fort Collins,Big Horn,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-004,
7af494c3-7b2e-4b1f-bd38-3d6708ab4349,2026-07-14,Fort Collins,Big Horn,FC SE,Culex tarsalis,17,CDC Light Trap,FC-004,
8916b883-e6c9-483c-81e9-9427d8644556,2026-07-14,Fort Collins,Springwood and Lochwood,FC SE,Culex tarsalis,7,CDC Light Trap,FC-059,
8916b883-e6c9-483c-81e9-9427d8644556,2026-07-14,Fort Collins,Springwood and Lochwood,FC SE,Culex pipiens,1,CDC Light Trap,FC-059,
8916b883-e6c9-483c-81e9-9427d8644556,2026-07-14,Fort Collins,Springwood and Lochwood,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-059,
7b7a4ebf-2fd6-416e-b324-fb8e6ca17d0e,2026-07-14,Fort Collins,Willow Springs,FC SE,Culex pipiens,5,CDC Light Trap,FC-031,
7b7a4ebf-2fd6-416e-b324-fb8e6ca17d0e,2026-07-14,Fort Collins,Willow Springs,FC SE,Culex tarsalis,8,CDC Light Trap,FC-031,
fecffff3-c82c-482e-b43e-9c45af489ac8,2026-07-14,Fort Collins,Egret and Rookery,FC SE,Culiseta inornata,1,CDC Light Trap,FC-053,
fecffff3-c82c-482e-b43e-9c45af489ac8,2026-07-14,Fort Collins,Egret and Rookery,FC SE,Culex tarsalis,19,CDC Light Trap,FC-053,
fecffff3-c82c-482e-b43e-9c45af489ac8,2026-07-14,Fort Collins,Egret and Rookery,FC SE,Aedes vexans,2,CDC Light Trap,FC-053,
fecffff3-c82c-482e-b43e-9c45af489ac8,2026-07-14,Fort Collins,Egret and Rookery,FC SE,Culex pipiens,1,CDC Light Trap,FC-053,
8bab9be1-2070-4360-ae3a-58d5d255d82b,2026-07-14,Fort Collins,Westshore Ct,FC SE,Culex pipiens,7,CDC Light Trap,FC-046,
8bab9be1-2070-4360-ae3a-58d5d255d82b,2026-07-14,Fort Collins,Westshore Ct,FC SE,Culex tarsalis,32,CDC Light Trap,FC-046,
8bab9be1-2070-4360-ae3a-58d5d255d82b,2026-07-14,Fort Collins,Westshore Ct,FC SE,Aedes vexans,1,CDC Light Trap,FC-046,
8bab9be1-2070-4360-ae3a-58d5d255d82b,2026-07-14,Fort Collins,Westshore Ct,FC SE,Aedes melanimon,1,CDC Light Trap,FC-046,
e0c1deec-c73a-45c2-94da-6dae8fb3fbc5,2026-07-14,Fort Collins,3001 San Luis,FC SE,Culiseta inornata,1,CDC Light Trap,FC-027,
e0c1deec-c73a-45c2-94da-6dae8fb3fbc5,2026-07-14,Fort Collins,3001 San Luis,FC SE,Aedes vexans,1,CDC Light Trap,FC-027,
e0c1deec-c73a-45c2-94da-6dae8fb3fbc5,2026-07-14,Fort Collins,3001 San Luis,FC SE,Culex pipiens,8,CDC Light Trap,FC-027,
e0c1deec-c73a-45c2-94da-6dae8fb3fbc5,2026-07-14,Fort Collins,3001 San Luis,FC SE,Aedes dorsalis,2,CDC Light Trap,FC-027,
e0c1deec-c73a-45c2-94da-6dae8fb3fbc5,2026-07-14,Fort Collins,3001 San Luis,FC SE,Culex tarsalis,36,CDC Light Trap,FC-027,
fdf03707-b6a1-470f-a2ad-ea4450d99955,2026-07-14,Fort Collins,Rock Creek,FC SE,Culex tarsalis,3,CDC Light Trap,FC-074,
c62d91bf-c3c6-4642-baa0-75b6e43b3705,2026-07-14,Fort Collins,West Chase,FC SE,Culex tarsalis,4,CDC Light Trap,FC-064,
725889d1-5f2f-4eb2-bb70-59df053318a4,2026-07-14,Fort Collins,Sage Creek North,FC SE,Culex pipiens,8,CDC Light Trap,FC-075,
725889d1-5f2f-4eb2-bb70-59df053318a4,2026-07-14,Fort Collins,Sage Creek North,FC SE,Culex tarsalis,31,CDC Light Trap,FC-075,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Culex tarsalis,11,CDC Light Trap,FC-063,
689b1a33-5f69-4751-b365-bd67c45cf8f4,2026-07-15,Fort Collins,Fishback,FC NW,Aedes dorsalis,1,CDC Light Trap,FC-041,
689b1a33-5f69-4751-b365-bd67c45cf8f4,2026-07-15,Fort Collins,Fishback,FC NW,Culex tarsalis,39,CDC Light Trap,FC-041,
00154ef0-eee2-460e-9699-7ff71fe3c295,2026-07-15,Fort Collins,Stuart and Dorset,FC NW,Culex pipiens,1,CDC Light Trap,FC-015,
00154ef0-eee2-460e-9699-7ff71fe3c295,2026-07-15,Fort Collins,Stuart and Dorset,FC NW,Aedes vexans,2,CDC Light Trap,FC-015,
00154ef0-eee2-460e-9699-7ff71fe3c295,2026-07-15,Fort Collins,Stuart and Dorset,FC NW,Aedes increpitus,1,CDC Light Trap,FC-015,
00154ef0-eee2-460e-9699-7ff71fe3c295,2026-07-15,Fort Collins,Stuart and Dorset,FC NW,Culiseta inornata,1,CDC Light Trap,FC-015,
a20b3133-32e0-4e01-8da6-0c85a64421d2,2026-07-15,Fort Collins,118 S Grant ,FC NW,Culex pipiens,1,CDC Light Trap,FC-073,
29e568ad-4052-4b4c-9a01-542e334d5944,2026-07-15,Fort Collins,808 Ponderosa,FC NW,Aedes vexans,1,CDC Light Trap,FC-060,
08eb9d1f-f3a8-4f9d-92a2-ab9fdad76533,2026-07-15,Fort Collins,Casa Grande and Downing,FC SW,Culex pipiens,6,CDC Light Trap,FC-049,
08eb9d1f-f3a8-4f9d-92a2-ab9fdad76533,2026-07-15,Fort Collins,Casa Grande and Downing,FC SW,Culex tarsalis,9,CDC Light Trap,FC-049,
08eb9d1f-f3a8-4f9d-92a2-ab9fdad76533,2026-07-15,Fort Collins,Casa Grande and Downing,FC SW,Aedes vexans,1,CDC Light Trap,FC-049,
3a205601-45ed-4a79-8a87-50a56b578fb1,2026-07-15,Fort Collins,Golden Current,FC NW,Culex pipiens,1,CDC Light Trap,FC-011,
29e568ad-4052-4b4c-9a01-542e334d5944,2026-07-15,Fort Collins,808 Ponderosa,FC NW,Culex tarsalis,9,CDC Light Trap,FC-060,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Aedes dorsalis,1,CDC Light Trap,FC-063,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Culex pipiens,2,CDC Light Trap,FC-063,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Aedes increpitus,965,CDC Light Trap,FC-063,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Anopheles freeborni,6,CDC Light Trap,FC-063,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Aedes melanimon,2,CDC Light Trap,FC-063,
3e64894d-7e84-4719-ad53-2e5eb72e83d2,2026-07-15,Fort Collins,Red Fox Meadows,FC NW,Aedes vexans,265,CDC Light Trap,FC-063,
689b1a33-5f69-4751-b365-bd67c45cf8f4,2026-07-15,Fort Collins,Fishback,FC NW,Culex pipiens,6,CDC Light Trap,FC-041,
3a205601-45ed-4a79-8a87-50a56b578fb1,2026-07-15,Fort Collins,Golden Current,FC NW,Culex tarsalis,4,CDC Light Trap,FC-011,
3a205601-45ed-4a79-8a87-50a56b578fb1,2026-07-15,Fort Collins,Golden Current,FC NW,Aedes vexans,5,CDC Light Trap,FC-011,
c0022ff6-57f2-4fe5-9412-ee8d24f9785d,2026-07-15,Fort Collins,603 Gilgalad Way,FC NW,Culex tarsalis,5,CDC Light Trap,FC-052,
c0022ff6-57f2-4fe5-9412-ee8d24f9785d,2026-07-15,Fort Collins,603 Gilgalad Way,FC NW,Aedes vexans,1,CDC Light Trap,FC-052,
00154ef0-eee2-460e-9699-7ff71fe3c295,2026-07-15,Fort Collins,Stuart and Dorset,FC NW,Culex tarsalis,2,CDC Light Trap,FC-015,
689b1a33-5f69-4751-b365-bd67c45cf8f4,2026-07-15,Fort Collins,Fishback,FC NW,Aedes hendersoni,1,CDC Light Trap,FC-041,
689b1a33-5f69-4751-b365-bd67c45cf8f4,2026-07-15,Fort Collins,Fishback,FC NW,Aedes vexans,3,CDC Light Trap,FC-041,
689b1a33-5f69-4751-b365-bd67c45cf8f4,2026-07-15,Fort Collins,Fishback,FC NW,Culiseta inornata,1,CDC Light Trap,FC-041,
9c9cf55d-079b-4124-b7e6-ede7b70add90,2026-07-15,Fort Collins,Holley Plant Research Center,FC NW,Culex pipiens,7,CDC Light Trap,FC-061,
9c9cf55d-079b-4124-b7e6-ede7b70add90,2026-07-15,Fort Collins,Holley Plant Research Center,FC NW,Culex tarsalis,22,CDC Light Trap,FC-061,
2999b7eb-d39f-4406-8406-6bef646b540b,2026-07-15,Fort Collins,Spring Creek Trail-- Michener Dr,FC SW,Aedes increpitus,3,CDC Light Trap,FC-058,
2999b7eb-d39f-4406-8406-6bef646b540b,2026-07-15,Fort Collins,Spring Creek Trail-- Michener Dr,FC SW,Culex pipiens,2,CDC Light Trap,FC-058,
2999b7eb-d39f-4406-8406-6bef646b540b,2026-07-15,Fort Collins,Spring Creek Trail-- Michener Dr,FC SW,Aedes vexans,2,CDC Light Trap,FC-058,
2999b7eb-d39f-4406-8406-6bef646b540b,2026-07-15,Fort Collins,Spring Creek Trail-- Michener Dr,FC SW,Culex tarsalis,8,CDC Light Trap,FC-058,
77e98906-05d3-423f-8a5b-e43342fabe3b,2026-07-15,Fort Collins,Red Fox Meadows Gravid,FC NW,Aedes increpitus,3,Gravid Trap,FC-063gr,
77e98906-05d3-423f-8a5b-e43342fabe3b,2026-07-15,Fort Collins,Red Fox Meadows Gravid,FC NW,Culex pipiens,8,Gravid Trap,FC-063gr,
77e98906-05d3-423f-8a5b-e43342fabe3b,2026-07-15,Fort Collins,Red Fox Meadows Gravid,FC NW,Aedes vexans,3,Gravid Trap,FC-063gr,
9cb4b544-7ed8-4dda-abac-39774a7de5da,2026-07-15,Fort Collins,Mountain Grandview Cemetery Gravid,FC NW,Culex pipiens,20,Gravid Trap,FC-090gr,
a20b3133-32e0-4e01-8da6-0c85a64421d2,2026-07-15,Fort Collins,118 S Grant ,FC NW,Aedes dorsalis,1,CDC Light Trap,FC-073,
a20b3133-32e0-4e01-8da6-0c85a64421d2,2026-07-15,Fort Collins,118 S Grant ,FC NW,Culex tarsalis,5,CDC Light Trap,FC-073,
b7fbd89c-8f6a-49ed-ba93-b7c5b34a35a3,2026-07-16,Fort Collins,Kunz Ct. and Brook Dr. Gravid,FC SW,Culex pipiens,29,Gravid Trap,FC-089gr,
866d56d6-0200-4349-a667-b5cf4b779029,2026-07-16,Fort Collins,Registry Ridge,FC SW,Culiseta inornata,1,CDC Light Trap,FC-057,
866d56d6-0200-4349-a667-b5cf4b779029,2026-07-16,Fort Collins,Registry Ridge,FC SW,Culex tarsalis,5,CDC Light Trap,FC-057,
c4cbc973-2997-4949-bad1-291fb06543bd,2026-07-16,Fort Collins,Chelsea Ridge,FC SW,Culex pipiens,2,CDC Light Trap,FC-037,
ec58f3dc-7f1e-488e-9475-0cc742def6f1,2026-07-16,Fort Collins,5029 Crest Dr,FC SW,Aedes vexans,1,CDC Light Trap,FC-068,
da4795a0-297a-4eb1-972e-280e36cd8985,2026-07-16,Fort Collins,Lopez Elementary,FC SW,Anopheles freeborni,4,CDC Light Trap,FC-093,
da4795a0-297a-4eb1-972e-280e36cd8985,2026-07-16,Fort Collins,Lopez Elementary,FC SW,Culex tarsalis,55,CDC Light Trap,FC-093,
6e5d3377-dd94-4090-9689-38293c20a04d,2026-07-16,Fort Collins,Water's Edge at Blue Mesa,FC SW,Culex pipiens,2,CDC Light Trap,FC-062,
6e5d3377-dd94-4090-9689-38293c20a04d,2026-07-16,Fort Collins,Water's Edge at Blue Mesa,FC SW,Culex tarsalis,20,CDC Light Trap,FC-062,
26e9c70f-2ba9-4bec-8350-dc38b26e27ca,2026-07-16,Fort Collins,737 Parliament,FC SE,Culex tarsalis,45,CDC Light Trap,FC-054,
26e9c70f-2ba9-4bec-8350-dc38b26e27ca,2026-07-16,Fort Collins,737 Parliament,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-054,
26e9c70f-2ba9-4bec-8350-dc38b26e27ca,2026-07-16,Fort Collins,737 Parliament,FC SE,Culex pipiens,4,CDC Light Trap,FC-054,
39905424-2818-4a5a-9886-14922d9bc090,2026-07-16,Fort Collins,Ben's Park,FC SE,Culex tarsalis,2,CDC Light Trap,FC-029,
da4795a0-297a-4eb1-972e-280e36cd8985,2026-07-16,Fort Collins,Lopez Elementary,FC SW,Culiseta inornata,1,CDC Light Trap,FC-093,
da4795a0-297a-4eb1-972e-280e36cd8985,2026-07-16,Fort Collins,Lopez Elementary,FC SW,Culex pipiens,7,CDC Light Trap,FC-093,
c4cbc973-2997-4949-bad1-291fb06543bd,2026-07-16,Fort Collins,Chelsea Ridge,FC SW,Culex tarsalis,90,CDC Light Trap,FC-037,
6da2afd1-6ae2-426f-acc6-83aa4de3c1d4,2026-07-16,Fort Collins,Silvergate Rd,FC SW,Culex tarsalis,1,CDC Light Trap,FC-071,
a4cb89f6-d6b5-41fa-8c44-dedb6e61e442,2026-07-16,Fort Collins,Ben's Park Gravid,FC SE,Culex pipiens,89,Gravid Trap,FC-029gr,
a4cb89f6-d6b5-41fa-8c44-dedb6e61e442,2026-07-16,Fort Collins,Ben's Park Gravid,FC SE,Culex tarsalis,1,Gravid Trap,FC-029gr,
3d629dc6-93db-466e-a870-bdd8724c27af,2026-07-16,Fort Collins,Magic Carpet,FC SW,Culex tarsalis,13,CDC Light Trap,FC-001,
ec58f3dc-7f1e-488e-9475-0cc742def6f1,2026-07-16,Fort Collins,5029 Crest Dr,FC SW,Culex tarsalis,2,CDC Light Trap,FC-068,
866d56d6-0200-4349-a667-b5cf4b779029,2026-07-16,Fort Collins,Registry Ridge,FC SW,Aedes vexans,1,CDC Light Trap,FC-057,
b09ded33-60e5-43d9-9c5a-3b689f10d154,2026-07-13,Loveland,Outlet Mall Apartments,LV - Loveland Traps,Culex tarsalis,6,CDC Light Trap,LV-066,
59509d46-14c2-493e-a0f7-b69eee980ab1,2026-07-13,Loveland,Harding and Reagan,LV - Loveland Traps,Culiseta inornata,3,CDC Light Trap,LV-080,
