"csu_id","trap_id","year","week","zone","trap_date","county","method","spp","total","test_code","cq","copies_WNV","seq","lat","long","note"
"CSU21796","FC-063",2024,23,"NW","2024-06-05","LC","L","Tarsalis",1,"0","55.55",,,"40.56568","-105.10485",
"CSU00000","FC-063GR",2024,23,"NW","2024-06-05","LC","G","Pipiens",0,,,,,,,
"CSU00000","FC-063GR",2024,23,"NW","2024-06-05","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-073",2024,23,"NW","2024-06-05","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-073",2024,23,"NW","2024-06-05","LC","L","Tarsalis",0,,,,,,,
"CSU21797","FC-090GR",2024,23,"NW","2024-06-05","LC","G","Pipiens",5,"0","55.55",,,"40.58196","-105.11136",
"CSU00000","FC-090GR",2024,23,"NW","2024-06-05","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-004",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21781","FC-004",2024,23,"SE","2024-06-04","LC","L","Tarsalis",1,"0","55.55",,,"40.53486","-105.03733",
"CSU00000","FC-023",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21779","FC-023",2024,23,"SE","2024-06-04","LC","L","Tarsalis",1,"0","55.55",,,"40.54466","-105.0641",
"CSU00000","FC-027",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21782","FC-027",2024,23,"SE","2024-06-04","LC","L","Tarsalis",3,"0","55.55",,,"40.54651","-105.03359",
"CSU00000","FC-029",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,"m"
"CSU00000","FC-029",2024,23,"SE","2024-06-04","LC","L","Tarsalis",0,,,,,,,"m"
"CSU21799","FC-029GR",2024,23,"SE","2024-06-06","LC","G","Pipiens",5,"0","55.55",,,"40.51101","-105.06937",
"CSU00000","FC-029GR",2024,23,"SE","2024-06-06","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-031",2024,23,"SE","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-031",2024,23,"SE","2024-06-06","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-039",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21775","FC-039",2024,23,"SE","2024-06-04","LC","L","Tarsalis",2,"0","55.55",,,"40.48081","-105.03934",
"CSU00000","FC-046",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21778","FC-046",2024,23,"SE","2024-06-04","LC","L","Tarsalis",4,"0","55.55",,,"40.52983","-105.06484",
"CSU21777","FC-047",2024,23,"SE","2024-06-04","LC","L","Pipiens",1,"0","55.55",,,"40.51551","-105.05292",
"CSU21776","FC-047",2024,23,"SE","2024-06-04","LC","L","Tarsalis",3,"0","55.55",,,"40.51551","-105.05292",
"CSU00000","FC-050",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-050",2024,23,"SE","2024-06-04","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-053",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21774","FC-053",2024,23,"SE","2024-06-04","LC","L","Tarsalis",1,"0","55.55",,,"40.49942","-105.01183",
"CSU00000","FC-054",2024,23,"SE","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU21798","FC-054",2024,23,"SE","2024-06-06","LC","L","Tarsalis",2,"0","55.55",,,"40.49998","-105.0632",
"CSU00000","FC-059",2024,23,"SE","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-059",2024,23,"SE","2024-06-06","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-064",2024,23,"SE","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-064",2024,23,"SE","2024-06-06","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-074",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU21780","FC-074",2024,23,"SE","2024-06-04","LC","L","Tarsalis",7,"0","55.55",,,"40.51432","-105.00249",
"CSU00000","FC-075",2024,23,"SE","2024-06-04","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-075",2024,23,"SE","2024-06-04","LC","L","Tarsalis",0,,,,,,,
"CSU21784","FC-075GR",2024,23,"SE","2024-06-04","LC","G","Pipiens",2,"0","55.55",,,"40.51138","-105.02937",
"CSU00000","FC-075GR",2024,23,"SE","2024-06-04","LC","G","Tarsalis",0,,,,,,,
"CSU21783","FC-088GR",2024,23,"SE","2024-06-04","LC","G","Pipiens",7,"0","55.55",,,"40.53331","-105.03053",
"CSU00000","FC-088GR",2024,23,"SE","2024-06-04","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-001",2024,23,"SW","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-001",2024,23,"SW","2024-06-06","LC","L","Tarsalis",0,,,,,,,
"CSU21803","FC-037",2024,23,"SW","2024-06-06","LC","L","Pipiens",1,"0","55.55",,,"40.51668","-105.09808",
"CSU21802","FC-037",2024,23,"SW","2024-06-06","LC","L","Tarsalis",18,"0","55.55",,,"40.51668","-105.09808",
"CSU00000","FC-057",2024,23,"SW","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU21800","FC-057",2024,23,"SW","2024-06-06","LC","L","Tarsalis",1,"0","55.55",,,"40.48439","-105.10524",
"CSU21794","FC-058",2024,23,"SW","2024-06-05","LC","L","Pipiens",1,"0","55.55",,,"40.54884","-105.12533",
"CSU00000","FC-058",2024,23,"SW","2024-06-05","LC","L","Tarsalis",0,,,,,,,
"CSU21795","FC-060",2024,23,"SW","2024-06-05","LC","L","Pipiens",1,"0","55.55",,,"40.5487","-105.12019",
"CSU00000","FC-060",2024,23,"SW","2024-06-05","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-062",2024,23,"SW","2024-06-05","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-062",2024,23,"SW","2024-06-05","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-068",2024,23,"SW","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU21801","FC-068",2024,23,"SW","2024-06-06","LC","L","Tarsalis",1,"0","55.55",,,"40.516","-105.08547",
"CSU00000","FC-071",2024,23,"SW","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU21804","FC-071",2024,23,"SW","2024-06-06","LC","L","Tarsalis",1,"0","55.55",,,"40.52733","-105.10821",
"CSU21805","FC-089GR",2024,23,"SW","2024-06-06","LC","G","Pipiens",1,"0","55.55",,,"40.53631","-105.10056",
"CSU00000","FC-089GR",2024,23,"SW","2024-06-06","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-093",2024,23,"SW","2024-06-06","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-093",2024,23,"SW","2024-06-06","LC","L","Tarsalis",0,,,,,,,
"CSU00000","BE-001",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CDC006","BE-001",2024,24,"BE","2024-06-12","LC","L","Tarsalis",35,"0","55.55",,,"40.3368193503161","-105.086588978433",
"CDC007","BE-001",2024,24,"BE","2024-06-12","LC","L","Tarsalis",3,"0","55.55",,,"40.3368193503161","-105.086588978433",
"CSU00000","BE-002",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CDC001","BE-002",2024,24,"BE","2024-06-12","LC","L","Tarsalis",5,"0","55.55",,,"40.3082833440777","-105.096877737266",
"CSU00000","BE-003",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CDC002","BE-003",2024,24,"BE","2024-06-12","LC","L","Tarsalis",1,"0","55.55",,,"40.3439275587247","-105.116275062668",
"CSU00000","BE-004",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CDC003","BE-004",2024,24,"BE","2024-06-12","LC","L","Tarsalis",4,"0","55.55",,,"40.2931156813208","-105.084634487766",
"CSU00000","BE-005",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CDC004","BE-005",2024,24,"BE","2024-06-12","LC","L","Tarsalis",1,"0","55.55",,,"40.3031962632436","-105.069380814781",
"CSU21843","LC-001",2024,24,"BE","2024-06-12","LC","L","Pipiens",1,"0","55.55",,,"40.302587","-105.084057",
"CSU21842","LC-001",2024,24,"BE","2024-06-12","LC","L","Tarsalis",2,"0","55.55",,,"40.302587","-105.084057",
"CSU00000","LC-049",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU00000","LC-049",2024,24,"BE","2024-06-12","LC","L","Tarsalis",0,,,,,,,
"CSU00000","LC-053",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU21840","LC-053",2024,24,"BE","2024-06-12","LC","L","Tarsalis",11,"0","55.55",,,"40.320553","-105.094569",
"CSU00000","LC-054",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU21844","LC-054",2024,24,"BE","2024-06-12","LC","L","Tarsalis",13,"0","55.55",,,"40.343955","-105.102766",
"CSU00000","WC-055",2024,24,"BE","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU00000","WC-055",2024,24,"BE","2024-06-12","LC","L","Tarsalis",0,,,,,,,
"CSU00000","LV-020",2024,24,"LV","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU21841","LV-020",2024,24,"LV","2024-06-12","LC","L","Tarsalis",22,"0","55.55",,,"40.373964","-105.11349",
"CSU00000","LV-069",2024,24,"LV","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU00000","LV-069",2024,24,"LV","2024-06-12","LC","L","Tarsalis",0,,,,,,,
"CSU00000","LV-089",2024,24,"LV","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU21817","LV-089",2024,24,"LV","2024-06-11","LC","L","Tarsalis",2,"0","55.55",,,"40.400251","-105.042395",
"CSU00000","LV-095",2024,24,"LV","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU00000","LV-095",2024,24,"LV","2024-06-11","LC","L","Tarsalis",0,,,,,,,
"CSU00000","LV-104",2024,24,"LV","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU21818","LV-104",2024,24,"LV","2024-06-11","LC","L","Tarsalis",4,"0","55.55",,,"40.396854","-105.020915",
"CSU21821","LV-110",2024,24,"LV","2024-06-11","LC","L","Pipiens",1,"0","55.55",,,"40.400764","-105.122681",
"CSU21820","LV-110",2024,24,"LV","2024-06-11","LC","L","Tarsalis",3,"0","55.55",,,"40.400764","-105.122681",
"CSU00000","FC-006",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU21810","FC-006",2024,24,"NE","2024-06-10","LC","L","Tarsalis",1,"0","55.55",,,"40.592328","-105.066295",
"CSU00000","FC-014",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-014",2024,24,"NE","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-019",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU21814","FC-019",2024,24,"NE","2024-06-10","LC","L","Tarsalis",4,"0","55.55",,,"40.565586","-105.05203",
"CSU00000","FC-034",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU21806","FC-034",2024,24,"NE","2024-06-10","LC","L","Tarsalis",1,"0","55.55",,,"40.62556","-105.05009",
"CSU00000","FC-038",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU21807","FC-038",2024,24,"NE","2024-06-10","LC","L","Tarsalis",1,"0","55.55",,,"40.59911","-105.00623",
"CSU00000","FC-040",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-040",2024,24,"NE","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU21809","FC-040GR",2024,24,"NE","2024-06-10","LC","G","Pipiens",2,"0","55.55",,,"40.60326","-105.06553",
"CSU00000","FC-040GR",2024,24,"NE","2024-06-10","LC","G","Tarsalis",0,,,,,,,
"CSU21816","FC-066",2024,24,"NE","2024-06-10","LC","L","Pipiens",1,"0","55.55",,,"40.55873","-105.02318",
"CSU21815","FC-066",2024,24,"NE","2024-06-10","LC","L","Tarsalis",9,"0","55.55",,,"40.55873","-105.02318",
"CSU00000","FC-066GR",2024,24,"NE","2024-06-10","LC","G","Pipiens",0,,,,,,,
"CSU00000","FC-066GR",2024,24,"NE","2024-06-10","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-067",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-067",2024,24,"NE","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-069",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU21808","FC-069",2024,24,"NE","2024-06-10","LC","L","Tarsalis",2,"0","55.55",,,"40.61438","-105.0527",
"CSU00000","FC-072",2024,24,"NE","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-072",2024,24,"NE","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU21812","FC-091GR",2024,24,"NE","2024-06-10","LC","G","Pipiens",1,"0","55.55",,,"40.57052","-105.05457",
"CSU00000","FC-091GR",2024,24,"NE","2024-06-10","LC","G","Tarsalis",0,,,,,,,
"CSU21811","FC-092GR",2024,24,"NE","2024-06-10","LC","G","Pipiens",6,"0","55.55",,,"40.58407","-105.06497",
"CSU00000","FC-092GR",2024,24,"NE","2024-06-10","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-011",2024,24,"NW","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-011",2024,24,"NW","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-015",2024,24,"NW","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-015",2024,24,"NW","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-036",2024,24,"NW","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU21813","FC-036",2024,24,"NW","2024-06-10","LC","L","Tarsalis",2,"0","55.55",,,"40.600766","-105.079837",
"CSU00000","FC-041",2024,24,"NW","2024-06-10","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-041",2024,24,"NW","2024-06-10","LC","L","Tarsalis",0,,,,,,,
"CSU21838","FC-049",2024,24,"NW","2024-06-12","LC","L","Pipiens",2,"0","55.55",,,"40.57324","-105.13949",
"CSU21837","FC-049",2024,24,"NW","2024-06-12","LC","L","Tarsalis",1,"0","55.55",,,"40.57324","-105.13949",
"CSU00000","FC-052",2024,24,"NW","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-052",2024,24,"NW","2024-06-12","LC","L","Tarsalis",0,,,,,,,
"CSU21832","FC-061",2024,24,"NW","2024-06-12","LC","L","Pipiens",2,"0","55.55",,,"40.5688","-105.09165",
"CSU21831","FC-061",2024,24,"NW","2024-06-12","LC","L","Tarsalis",3,"0","55.55",,,"40.5688","-105.09165",
"CSU00000","FC-063",2024,24,"NW","2024-06-12","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-063",2024,24,"NW","2024-06-12","LC","L","Tarsalis",0,,,,,,,
"CSU21839","FC-063GR",2024,24,"NW","2024-06-12","LC","G","Pipiens",16,"0","55.55",,,"40.56568","-105.10505",
"CSU00000","FC-063GR",2024,24,"NW","2024-06-12","LC","G","Tarsalis",0,,,,,,,
"CSU21834","FC-073",2024,24,"NW","2024-06-12","LC","L","Pipiens",3,"0","55.55",,,"40.58605","-105.08889",
"CSU21833","FC-073",2024,24,"NW","2024-06-12","LC","L","Tarsalis",2,"0","55.55",,,"40.58605","-105.08889",
"CSU21836","FC-090GR",2024,24,"NW","2024-06-12","LC","G","Pipiens",4,"0","55.55",,,"40.58196","-105.11136",
"CSU00000","FC-090GR",2024,24,"NW","2024-06-12","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-004",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU21824","FC-004",2024,24,"SE","2024-06-11","LC","L","Tarsalis",2,"0","55.55",,,"40.53486","-105.03733",
"CSU21830","FC-023",2024,24,"SE","2024-06-11","LC","L","Pipiens",1,"0","55.55",,,"40.54466","-105.0641",
"CSU21829","FC-023",2024,24,"SE","2024-06-11","LC","L","Tarsalis",2,"0","55.55",,,"40.54466","-105.0641",
"CSU21828","FC-027",2024,24,"SE","2024-06-11","LC","L","Pipiens",3,"0","55.55",,,"40.54651","-105.03359",
"CSU21827","FC-027",2024,24,"SE","2024-06-11","LC","L","Tarsalis",10,"0","55.55",,,"40.54651","-105.03359",
"CSU00000","FC-029",2024,24,"SE","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU21846","FC-029",2024,24,"SE","2024-06-13","LC","L","Tarsalis",1,"0","55.55",,,"40.51011","-105.06935",
"CSU21847","FC-029GR",2024,24,"SE","2024-06-13","LC","G","Pipiens",37,"0","55.55",,,"40.51101","-105.06937",
"CSU00000","FC-029GR",2024,24,"SE","2024-06-13","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-031",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU21823","FC-031",2024,24,"SE","2024-06-11","LC","L","Tarsalis",2,"0","55.55",,,"40.50609","-105.03942",
"CSU00000","FC-039",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU21819","FC-039",2024,24,"SE","2024-06-11","LC","L","Tarsalis",3,"0","55.55",,,"40.48081","-105.03934",
"CSU00000","FC-046",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-046",2024,24,"SE","2024-06-11","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-047",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-047",2024,24,"SE","2024-06-11","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-050",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-050",2024,24,"SE","2024-06-11","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-053",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-053",2024,24,"SE","2024-06-11","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-054",2024,24,"SE","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU21845","FC-054",2024,24,"SE","2024-06-13","LC","L","Tarsalis",3,"0","55.55",,,"40.49998","-105.0632",
"CSU00000","FC-059",2024,24,"SE","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-059",2024,24,"SE","2024-06-13","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-064",2024,24,"SE","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-064",2024,24,"SE","2024-06-13","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-074",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU21825","FC-074",2024,24,"SE","2024-06-11","LC","L","Tarsalis",6,"0","55.55",,,"40.51432","-105.00249",
"CSU00000","FC-075",2024,24,"SE","2024-06-11","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-075",2024,24,"SE","2024-06-11","LC","L","Tarsalis",0,,,,,,,
"CSU21822","FC-075GR",2024,24,"SE","2024-06-11","LC","G","Pipiens",6,"0","55.55",,,"40.51138","-105.02937",
"CSU00000","FC-075GR",2024,24,"SE","2024-06-11","LC","G","Tarsalis",0,,,,,,,
"CSU21826","FC-088GR",2024,24,"SE","2024-06-11","LC","G","Pipiens",20,"0","55.55",,,"40.53331","-105.03053",
"CSU00000","FC-088GR",2024,24,"SE","2024-06-11","LC","G","Tarsalis",0,,,,,,,
"CSU00000","FC-001",2024,24,"SW","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU00000","FC-001",2024,24,"SW","2024-06-13","LC","L","Tarsalis",0,,,,,,,
"CSU00000","FC-037",2024,24,"SW","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU21852","FC-037",2024,24,"SW","2024-06-13","LC","L","Tarsalis",3,"0","55.55",,,"40.51668","-105.09808",
"CSU00000","FC-057",2024,24,"SW","2024-06-13","LC","L","Pipiens",0,,,,,,,
"CSU21853","FC-057",2024,24,"SW","2024-06-13","LC","L","Tarsalis",1,"0","55.55",,,"40.48439","-105.10524",
