trap_id,trap_date,year,week,zone,spp,method,total
FC-075,2024-08-27,2024,35,SE,Pipiens,L,9
FC-075,2024-08-27,2024,35,SE,Tarsalis,L,7
FC-075GR,2024-08-27,2024,35,SE,Pipiens,G,19
FC-075GR,2024-08-27,2024,35,SE,Tarsalis,G,0
FC-088GR,2024-08-27,2024,35,SE,Pipiens,G,123
FC-088GR,2024-08-27,2024,35,SE,Tarsalis,G,0
LV-089,2024-08-27,2024,35,LV,Pipiens,L,2
LV-089,2024-08-27,2024,35,LV,Tarsalis,L,5
LV-104,2024-08-27,2024,35,LV,Pipiens,L,34
LV-104,2024-08-27,2024,35,LV,Tarsalis,L,44
LV-110,2024-08-27,2024,35,LV,Pipiens,L,2
LV-110,2024-08-27,2024,35,LV,Tarsalis,L,0
BC-04,2024-08-26,2024,35,BC,Pipiens,L,10
BC-04,2024-08-26,2024,35,BC,Tarsalis,L,7
BC-25,2024-08-26,2024,35,BC,Pipiens,L,0
BC-25,2024-08-26,2024,35,BC,Tarsalis,L,5
BC-26,2024-08-26,2024,35,BC,Pipiens,L,5
BC-26,2024-08-26,2024,35,BC,Tarsalis,L,8
FC-006,2024-08-26,2024,35,NE,Pipiens,L,1
FC-006,2024-08-26,2024,35,NE,Tarsalis,L,3
FC-014,2024-08-26,2024,35,NE,Pipiens,L,21
FC-014,2024-08-26,2024,35,NE,Tarsalis,L,2
FC-019,2024-08-26,2024,35,NE,Pipiens,L,7
FC-019,2024-08-26,2024,35,NE,Tarsalis,L,3
FC-034,2024-08-26,2024,35,NE,Pipiens,L,0
FC-034,2024-08-26,2024,35,NE,Tarsalis,L,3
FC-036,2024-08-26,2024,35,NW,Pipiens,L,8
FC-036,2024-08-26,2024,35,NW,Tarsalis,L,3
FC-038,2024-08-26,2024,35,NE,Pipiens,L,14
FC-038,2024-08-26,2024,35,NE,Tarsalis,L,9
FC-040,2024-08-26,2024,35,NE,Pipiens,L,8
FC-040,2024-08-26,2024,35,NE,Tarsalis,L,5
FC-040GR,2024-08-26,2024,35,NE,Pipiens,G,83
FC-040GR,2024-08-26,2024,35,NE,Tarsalis,G,0
FC-066,2024-08-26,2024,35,NE,Pipiens,L,11
FC-066,2024-08-26,2024,35,NE,Tarsalis,L,8
FC-066GR,2024-08-26,2024,35,NE,Pipiens,G,5
FC-066GR,2024-08-26,2024,35,NE,Tarsalis,G,0
FC-067,2024-08-26,2024,35,NE,Pipiens,L,0
FC-067,2024-08-26,2024,35,NE,Tarsalis,L,0
FC-069,2024-08-26,2024,35,NE,Pipiens,L,1
FC-069,2024-08-26,2024,35,NE,Tarsalis,L,2
FC-072,2024-08-26,2024,35,NE,Pipiens,L,7
FC-072,2024-08-26,2024,35,NE,Tarsalis,L,5
FC-091GR,2024-08-26,2024,35,NE,Pipiens,G,7
FC-091GR,2024-08-26,2024,35,NE,Tarsalis,G,0
FC-092GR,2024-08-26,2024,35,NE,Pipiens,G,30
FC-092GR,2024-08-26,2024,35,NE,Tarsalis,G,0
LV-069,2024-08-26,2024,35,LV,Pipiens,L,1
LV-069,2024-08-26,2024,35,LV,Tarsalis,L,1
LV-095,2024-08-26,2024,35,LV,Pipiens,L,7
LV-095,2024-08-26,2024,35,LV,Tarsalis,L,4
FC-001,2024-08-22,2024,34,SW,Pipiens,L,2
FC-001,2024-08-22,2024,34,SW,Tarsalis,L,13
FC-029,2024-08-22,2024,34,SE,Pipiens,L,7
FC-029,2024-08-22,2024,34,SE,Tarsalis,L,10
FC-029GR,2024-08-22,2024,34,SE,Pipiens,G,36
FC-029GR,2024-08-22,2024,34,SE,Tarsalis,G,0
FC-037,2024-08-22,2024,34,SW,Pipiens,L,1
FC-037,2024-08-22,2024,34,SW,Tarsalis,L,14
FC-054,2024-08-22,2024,34,SE,Pipiens,L,0
FC-054,2024-08-22,2024,34,SE,Tarsalis,L,2
FC-057,2024-08-22,2024,34,SW,Pipiens,L,0
FC-057,2024-08-22,2024,34,SW,Tarsalis,L,2
FC-062,2024-08-22,2024,34,SW,Pipiens,L,4
FC-062,2024-08-22,2024,34,SW,Tarsalis,L,1
FC-068,2024-08-22,2024,34,SW,Pipiens,L,1
FC-068,2024-08-22,2024,34,SW,Tarsalis,L,2
FC-071,2024-08-22,2024,34,SW,Pipiens,L,0
FC-071,2024-08-22,2024,34,SW,Tarsalis,L,0
FC-089GR,2024-08-22,2024,34,SW,Pipiens,G,23
FC-089GR,2024-08-22,2024,34,SW,Tarsalis,G,0
FC-093,2024-08-22,2024,34,SW,Pipiens,L,0
FC-093,2024-08-22,2024,34,SW,Tarsalis,L,1
FC-011,2024-08-21,2024,34,NW,Pipiens,L,1
FC-011,2024-08-21,2024,34,NW,Tarsalis,L,1
FC-015,2024-08-21,2024,34,NW,Pipiens,L,2
FC-015,2024-08-21,2024,34,NW,Tarsalis,L,2
FC-041,2024-08-21,2024,34,NW,Pipiens,L,18
FC-041,2024-08-21,2024,34,NW,Tarsalis,L,15
FC-049,2024-08-21,2024,34,NW,Pipiens,L,0
FC-049,2024-08-21,2024,34,NW,Tarsalis,L,0
FC-052,2024-08-21,2024,34,NW,Pipiens,L,5
FC-052,2024-08-21,2024,34,NW,Tarsalis,L,3
FC-058,2024-08-21,2024,34,SW,Pipiens,L,4
FC-058,2024-08-21,2024,34,SW,Tarsalis,L,6
FC-060,2024-08-21,2024,34,SW,Pipiens,L,12
FC-060,2024-08-21,2024,34,NW,Pipiens,L,12
FC-060,2024-08-21,2024,34,SW,Tarsalis,L,9
FC-060,2024-08-21,2024,34,NW,Tarsalis,L,9
FC-061,2024-08-21,2024,34,NW,Pipiens,L,2
FC-061,2024-08-21,2024,34,NW,Tarsalis,L,7
FC-063,2024-08-21,2024,34,NW,Pipiens,L,3
FC-063,2024-08-21,2024,34,NW,Tarsalis,L,3
FC-063GR,2024-08-21,2024,34,NW,Pipiens,G,46
FC-063GR,2024-08-21,2024,34,NW,Tarsalis,G,0
FC-073,2024-08-21,2024,34,NW,Pipiens,L,2
FC-073,2024-08-21,2024,34,NW,Tarsalis,L,0
FC-090GR,2024-08-21,2024,34,NW,Pipiens,G,68
FC-090GR,2024-08-21,2024,34,NW,Tarsalis,G,1
LC-001,2024-08-21,2024,34,BE,Pipiens,L,0
LC-001,2024-08-21,2024,34,BE,Tarsalis,L,7
LC-049,2024-08-21,2024,34,BE,Pipiens,L,1
LC-049,2024-08-21,2024,34,BE,Tarsalis,L,19
LC-053,2024-08-21,2024,34,BE,Pipiens,L,1
LC-053,2024-08-21,2024,34,BE,Tarsalis,L,57
LC-054,2024-08-21,2024,34,BE,Pipiens,L,3
LC-054,2024-08-21,2024,34,BE,Tarsalis,L,11
LC-058,2024-08-21,2024,34,BE,Pipiens,L,1
LC-058,2024-08-21,2024,34,BE,Tarsalis,L,20
LC-059,2024-08-21,2024,34,BE,Pipiens,L,131
LC-059,2024-08-21,2024,34,BE,Tarsalis,L,50
LC-060,2024-08-21,2024,34,BE,Pipiens,L,1
LC-060,2024-08-21,2024,34,BE,Tarsalis,L,7
LC-061,2024-08-21,2024,34,BE,Pipiens,L,1
LC-061,2024-08-21,2024,34,BE,Tarsalis,L,26
LC-062,2024-08-21,2024,34,BE,Pipiens,L,4
LC-062,2024-08-21,2024,34,BE,Tarsalis,L,16
LV-020,2024-08-21,2024,34,LV,Pipiens,L,15
