"","year","week","zone","spp","type","est","value"
"42",2024,37,"FC","Tarsalis","hx","pir",0
"43",2024,37,"FC","All","hx","abund",6.186
"44",2024,37,"FC","All","hx","vi",0.03
"45",2024,37,"FC","All","hx","pir",0.005
"46",2024,37,"LV","Pipiens","hx","abund",NA
"47",2024,37,"LV","Pipiens","hx","vi",NA
"48",2024,37,"LV","Pipiens","hx","pir",0
"49",2024,37,"LV","Tarsalis","hx","abund",NA
"50",2024,37,"LV","Tarsalis","hx","vi",NA
"51",2024,37,"LV","Tarsalis","hx","pir",0
"52",2024,37,"LV","All","hx","abund",NA
"53",2024,37,"LV","All","hx","vi",NA
"54",2024,37,"LV","All","hx","pir",0
"55",2024,37,"BE","Pipiens","hx","abund",NA
"56",2024,37,"BE","Pipiens","hx","vi",NA
"57",2024,37,"BE","Pipiens","hx","pir",0
"58",2024,37,"BE","Tarsalis","hx","abund",NA
"59",2024,37,"BE","Tarsalis","hx","vi",NA
"60",2024,37,"BE","Tarsalis","hx","pir",0
"61",2024,37,"BE","All","hx","abund",NA
"62",2024,37,"BE","All","hx","vi",NA
"63",2024,37,"BE","All","hx","pir",0
"64",2024,36,"NW","Pipiens","hx","abund",3.2
"65",2024,36,"NW","Pipiens","hx","vi",0.07
"66",2024,36,"NW","Pipiens","hx","pir",0.021
"67",2024,36,"NW","Tarsalis","hx","abund",0.8
"68",2024,36,"NW","Tarsalis","hx","vi",0
"69",2024,36,"NW","Tarsalis","hx","pir",0
"70",2024,36,"NW","All","hx","abund",4
"71",2024,36,"NW","All","hx","vi",0.08
"72",2024,36,"NW","All","hx","pir",0.0205
"73",2024,36,"NE","Pipiens","hx","abund",13.4
"74",2024,36,"NE","Pipiens","hx","vi",0.15
"75",2024,36,"NE","Pipiens","hx","pir",0.0115
"76",2024,36,"NE","Tarsalis","hx","abund",4.3
"77",2024,36,"NE","Tarsalis","hx","vi",0
"78",2024,36,"NE","Tarsalis","hx","pir",0
"79",2024,36,"NE","All","hx","abund",17.7
"80",2024,36,"NE","All","hx","vi",0.18
"81",2024,36,"NE","All","hx","pir",0.0099
"82",2024,36,"SE","Pipiens","hx","abund",5.4
"83",2024,36,"SE","Pipiens","hx","vi",0.1
"84",2024,36,"SE","Pipiens","hx","pir",0.0177
"85",2024,36,"SE","Tarsalis","hx","abund",3.6667
"86",2024,36,"SE","Tarsalis","hx","vi",0
"87",2024,36,"SE","Tarsalis","hx","pir",0
"88",2024,36,"SE","All","hx","abund",9.0667
"89",2024,36,"SE","All","hx","vi",0.11
"90",2024,36,"SE","All","hx","pir",0.0121
"91",2024,36,"SW","Pipiens","hx","abund",1.9
"92",2024,36,"SW","Pipiens","hx","vi",0
"93",2024,36,"SW","Pipiens","hx","pir",0
"94",2024,36,"SW","Tarsalis","hx","abund",0.7
"95",2024,36,"SW","Tarsalis","hx","vi",0
"96",2024,36,"SW","Tarsalis","hx","pir",0
"97",2024,36,"SW","All","hx","abund",2.6
"98",2024,36,"SW","All","hx","vi",0
"99",2024,36,"SW","All","hx","pir",0
"100",2024,36,"FC","Pipiens","hx","abund",6.186
"101",2024,36,"FC","Pipiens","hx","vi",0.1
"102",2024,36,"FC","Pipiens","hx","pir",0.0156
"103",2024,36,"FC","Tarsalis","hx","abund",2.6279
"104",2024,36,"FC","Tarsalis","hx","vi",0
"105",2024,36,"FC","Tarsalis","hx","pir",0
"106",2024,36,"FC","All","hx","abund",8.814
"107",2024,36,"FC","All","hx","vi",0.11
"108",2024,36,"FC","All","hx","pir",0.0129
"109",2024,36,"LV","Pipiens","hx","abund",NA
"110",2024,36,"LV","Pipiens","hx","vi",NA
"111",2024,36,"LV","Pipiens","hx","pir",0
"112",2024,36,"LV","Tarsalis","hx","abund",NA
"113",2024,36,"LV","Tarsalis","hx","vi",NA
"114",2024,36,"LV","Tarsalis","hx","pir",0
"115",2024,36,"LV","All","hx","abund",NA
"116",2024,36,"LV","All","hx","vi",NA
"117",2024,36,"LV","All","hx","pir",0
"118",2024,36,"BE","Pipiens","hx","abund",NA
"119",2024,36,"BE","Pipiens","hx","vi",NA
"120",2024,36,"BE","Pipiens","hx","pir",0
"121",2024,36,"BE","Tarsalis","hx","abund",NA
"122",2024,36,"BE","Tarsalis","hx","vi",NA
"123",2024,36,"BE","Tarsalis","hx","pir",0
"124",2024,36,"BE","All","hx","abund",NA
"125",2024,36,"BE","All","hx","vi",NA
"126",2024,36,"BE","All","hx","pir",0
"127",2024,35,"NW","Pipiens","hx","abund",6.3
"128",2024,35,"NW","Pipiens","hx","vi",0
"129",2024,35,"NW","Pipiens","hx","pir",0
"130",2024,35,"NW","Tarsalis","hx","abund",3.2
"131",2024,35,"NW","Tarsalis","hx","vi",0
"132",2024,35,"NW","Tarsalis","hx","pir",0
"133",2024,35,"NW","All","hx","abund",9.5
"134",2024,35,"NW","All","hx","vi",0
"135",2024,35,"NW","All","hx","pir",0
"136",2024,35,"NE","Pipiens","hx","abund",7
"137",2024,35,"NE","Pipiens","hx","vi",0.07
"138",2024,35,"NE","Pipiens","hx","pir",0.0107
"139",2024,35,"NE","Tarsalis","hx","abund",4
"140",2024,35,"NE","Tarsalis","hx","vi",0.2
"141",2024,35,"NE","Tarsalis","hx","pir",0.0504
"142",2024,35,"NE","All","hx","abund",11
"143",2024,35,"NE","All","hx","vi",0.2
"144",2024,35,"NE","All","hx","pir",0.018
"145",2024,35,"SE","Pipiens","hx","abund",7.5333
"146",2024,35,"SE","Pipiens","hx","vi",0
"147",2024,35,"SE","Pipiens","hx","pir",0
"148",2024,35,"SE","Tarsalis","hx","abund",10.8667
"149",2024,35,"SE","Tarsalis","hx","vi",0
"150",2024,35,"SE","Tarsalis","hx","pir",0
"151",2024,35,"SE","All","hx","abund",18.4
"152",2024,35,"SE","All","hx","vi",0
"153",2024,35,"SE","All","hx","pir",0
"154",2024,35,"SW","Pipiens","hx","abund",4.7
"155",2024,35,"SW","Pipiens","hx","vi",0
"156",2024,35,"SW","Pipiens","hx","pir",0
"157",2024,35,"SW","Tarsalis","hx","abund",4.8
"158",2024,35,"SW","Tarsalis","hx","vi",0
"159",2024,35,"SW","Tarsalis","hx","pir",0
"160",2024,35,"SW","All","hx","abund",9.5
"161",2024,35,"SW","All","hx","vi",0
"162",2024,35,"SW","All","hx","pir",0
"163",2024,35,"FC","Pipiens","hx","abund",6.814
"164",2024,35,"FC","Pipiens","hx","vi",0.02
"165",2024,35,"FC","Pipiens","hx","pir",0.003
"166",2024,35,"FC","Tarsalis","hx","abund",6.5814
"167",2024,35,"FC","Tarsalis","hx","vi",0.05
"168",2024,35,"FC","Tarsalis","hx","pir",0.0072
"169",2024,35,"FC","All","hx","abund",13.3953
"170",2024,35,"FC","All","hx","vi",0.06
"171",2024,35,"FC","All","hx","pir",0.0043
"172",2024,35,"LV","Pipiens","hx","abund",8.6667
"173",2024,35,"LV","Pipiens","hx","vi",0
"174",2024,35,"LV","Pipiens","hx","pir",0
"175",2024,35,"LV","Tarsalis","hx","abund",13.5
"176",2024,35,"LV","Tarsalis","hx","vi",0
"177",2024,35,"LV","Tarsalis","hx","pir",0
"178",2024,35,"LV","All","hx","abund",22.1667
"179",2024,35,"LV","All","hx","vi",0
"180",2024,35,"LV","All","hx","pir",0
"181",2024,35,"BE","Pipiens","hx","abund",5.2
"182",2024,35,"BE","Pipiens","hx","vi",0
"183",2024,35,"BE","Pipiens","hx","pir",0
"184",2024,35,"BE","Tarsalis","hx","abund",6.3
"185",2024,35,"BE","Tarsalis","hx","vi",0
"186",2024,35,"BE","Tarsalis","hx","pir",0
"187",2024,35,"BE","All","hx","abund",11.5
"188",2024,35,"BE","All","hx","vi",0
"189",2024,35,"BE","All","hx","pir",0
"190",2024,34,"NW","Pipiens","hx","abund",4.9
"191",2024,34,"NW","Pipiens","hx","vi",0
"192",2024,34,"NW","Pipiens","hx","pir",0
"193",2024,34,"NW","Tarsalis","hx","abund",4.9
"194",2024,34,"NW","Tarsalis","hx","vi",0
"195",2024,34,"NW","Tarsalis","hx","pir",0
"196",2024,34,"NW","All","hx","abund",9.8
"197",2024,34,"NW","All","hx","vi",0
"198",2024,34,"NW","All","hx","pir",0
"199",2024,34,"NE","Pipiens","hx","abund",7.3
"200",2024,34,"NE","Pipiens","hx","vi",0.11
"201",2024,34,"NE","Pipiens","hx","pir",0.0144
"202",2024,34,"NE","Tarsalis","hx","abund",16
"203",2024,34,"NE","Tarsalis","hx","vi",0.21
"204",2024,34,"NE","Tarsalis","hx","pir",0.0132
"205",2024,34,"NE","All","hx","abund",23.3
"206",2024,34,"NE","All","hx","vi",0.34
"207",2024,34,"NE","All","hx","pir",0.0144
"208",2024,34,"SE","Pipiens","hx","abund",8.1333
"209",2024,34,"SE","Pipiens","hx","vi",0.08
"210",2024,34,"SE","Pipiens","hx","pir",0.0099
"211",2024,34,"SE","Tarsalis","hx","abund",10.8667
"212",2024,34,"SE","Tarsalis","hx","vi",0
"213",2024,34,"SE","Tarsalis","hx","pir",0
"214",2024,34,"SE","All","hx","abund",19
"215",2024,34,"SE","All","hx","vi",0.12
"216",2024,34,"SE","All","hx","pir",0.0065
"217",2024,34,"SW","Pipiens","hx","abund",2.6667
"218",2024,34,"SW","Pipiens","hx","vi",0.07
"219",2024,34,"SW","Pipiens","hx","pir",0.0251
"220",2024,34,"SW","Tarsalis","hx","abund",5.3333
"221",2024,34,"SW","Tarsalis","hx","vi",0
"222",2024,34,"SW","Tarsalis","hx","pir",0
"223",2024,34,"SW","All","hx","abund",8
"224",2024,34,"SW","All","hx","vi",0.09
"225",2024,34,"SW","All","hx","pir",0.0117
"226",2024,34,"FC","Pipiens","hx","abund",6.2326
"227",2024,34,"FC","Pipiens","hx","vi",0.07
"228",2024,34,"FC","Pipiens","hx","pir",0.011
"229",2024,34,"FC","Tarsalis","hx","abund",9.7674
"230",2024,34,"FC","Tarsalis","hx","vi",0.05
"231",2024,34,"FC","Tarsalis","hx","pir",0.005
"232",2024,34,"FC","All","hx","abund",16
"233",2024,34,"FC","All","hx","vi",0.15
"234",2024,34,"FC","All","hx","pir",0.0091
"235",2024,34,"LV","Pipiens","hx","abund",10.3333
"236",2024,34,"LV","Pipiens","hx","vi",0
"237",2024,34,"LV","Pipiens","hx","pir",0
"238",2024,34,"LV","Tarsalis","hx","abund",48.8333
"239",2024,34,"LV","Tarsalis","hx","vi",0.37
"240",2024,34,"LV","Tarsalis","hx","pir",0.0076
"241",2024,34,"LV","All","hx","abund",59.1667
"242",2024,34,"LV","All","hx","vi",0.37
"243",2024,34,"LV","All","hx","pir",0.0062
"244",2024,34,"BE","Pipiens","hx","abund",14.4
"245",2024,34,"BE","Pipiens","hx","vi",0.11
"246",2024,34,"BE","Pipiens","hx","pir",0.0076
"247",2024,34,"BE","Tarsalis","hx","abund",21.5
"248",2024,34,"BE","Tarsalis","hx","vi",0.11
"249",2024,34,"BE","Tarsalis","hx","pir",0.0049
"250",2024,34,"BE","All","hx","abund",35.9
"251",2024,34,"BE","All","hx","vi",0.23
"252",2024,34,"BE","All","hx","pir",0.0063
"253",2024,33,"NW","Pipiens","hx","abund",4.6
"254",2024,33,"NW","Pipiens","hx","vi",0
"255",2024,33,"NW","Pipiens","hx","pir",0
"256",2024,33,"NW","Tarsalis","hx","abund",6.3
"257",2024,33,"NW","Tarsalis","hx","vi",0
"258",2024,33,"NW","Tarsalis","hx","pir",0
"259",2024,33,"NW","All","hx","abund",10.9
"260",2024,33,"NW","All","hx","vi",0
"261",2024,33,"NW","All","hx","pir",0
"262",2024,33,"NE","Pipiens","hx","abund",8.5
"263",2024,33,"NE","Pipiens","hx","vi",0.09
"264",2024,33,"NE","Pipiens","hx","pir",0.0102
"265",2024,33,"NE","Tarsalis","hx","abund",23.2
"266",2024,33,"NE","Tarsalis","hx","vi",0
"267",2024,33,"NE","Tarsalis","hx","pir",0
"268",2024,33,"NE","All","hx","abund",31.7
"269",2024,33,"NE","All","hx","vi",0.15
"270",2024,33,"NE","All","hx","pir",0.0046
"271",2024,33,"SE","Pipiens","hx","abund",4.6
"272",2024,33,"SE","Pipiens","hx","vi",0.01
"273",2024,33,"SE","Pipiens","hx","pir",0.0027
"274",2024,33,"SE","Tarsalis","hx","abund",18.0667
"275",2024,33,"SE","Tarsalis","hx","vi",0
"276",2024,33,"SE","Tarsalis","hx","pir",0
"277",2024,33,"SE","All","hx","abund",22.6667
"278",2024,33,"SE","All","hx","vi",0.04
"279",2024,33,"SE","All","hx","pir",0.0016
"280",2024,33,"SW","Pipiens","hx","abund",2
"281",2024,33,"SW","Pipiens","hx","vi",0
"282",2024,33,"SW","Pipiens","hx","pir",0
"283",2024,33,"SW","Tarsalis","hx","abund",4.6
"284",2024,33,"SW","Tarsalis","hx","vi",0
"285",2024,33,"SW","Tarsalis","hx","pir",0
"286",2024,33,"SW","All","hx","abund",6.6
"287",2024,33,"SW","All","hx","vi",0
"288",2024,33,"SW","All","hx","pir",0
"289",2024,33,"FC","Pipiens","hx","abund",5.1163
"290",2024,33,"FC","Pipiens","hx","vi",0.02
"291",2024,33,"FC","Pipiens","hx","pir",0.0046
"292",2024,33,"FC","Tarsalis","hx","abund",14.2326
"293",2024,33,"FC","Tarsalis","hx","vi",0
"294",2024,33,"FC","Tarsalis","hx","pir",0
"295",2024,33,"FC","All","hx","abund",19.3488
"296",2024,33,"FC","All","hx","vi",0.05
"297",2024,33,"FC","All","hx","pir",0.0024
"298",2024,33,"LV","Pipiens","hx","abund",5.1667
"299",2024,33,"LV","Pipiens","hx","vi",0
"300",2024,33,"LV","Pipiens","hx","pir",0
"301",2024,33,"LV","Tarsalis","hx","abund",41.5
"302",2024,33,"LV","Tarsalis","hx","vi",0
"303",2024,33,"LV","Tarsalis","hx","pir",0
"304",2024,33,"LV","All","hx","abund",46.6667
"305",2024,33,"LV","All","hx","vi",0
"306",2024,33,"LV","All","hx","pir",0
"307",2024,33,"BE","Pipiens","hx","abund",9.7
"308",2024,33,"BE","Pipiens","hx","vi",0
"309",2024,33,"BE","Pipiens","hx","pir",0
"310",2024,33,"BE","Tarsalis","hx","abund",37.6
"311",2024,33,"BE","Tarsalis","hx","vi",0.21
"312",2024,33,"BE","Tarsalis","hx","pir",0.0055
"313",2024,33,"BE","All","hx","abund",47.3
"314",2024,33,"BE","All","hx","vi",0.21
"315",2024,33,"BE","All","hx","pir",0.0044
"316",2024,32,"NW","Pipiens","hx","abund",12.6
"317",2024,32,"NW","Pipiens","hx","vi",0.08
"318",2024,32,"NW","Pipiens","hx","pir",0.0065
"319",2024,32,"NW","Tarsalis","hx","abund",12.6
"320",2024,32,"NW","Tarsalis","hx","vi",0.09
"321",2024,32,"NW","Tarsalis","hx","pir",0.0073
"322",2024,32,"NW","All","hx","abund",25.2
"323",2024,32,"NW","All","hx","vi",0.18
"324",2024,32,"NW","All","hx","pir",0.0073
"325",2024,32,"NE","Pipiens","hx","abund",8.2
"326",2024,32,"NE","Pipiens","hx","vi",0.12
"327",2024,32,"NE","Pipiens","hx","pir",0.0152
"328",2024,32,"NE","Tarsalis","hx","abund",27.9
"329",2024,32,"NE","Tarsalis","hx","vi",0
"330",2024,32,"NE","Tarsalis","hx","pir",0
"331",2024,32,"NE","All","hx","abund",36.1
"332",2024,32,"NE","All","hx","vi",0.17
"333",2024,32,"NE","All","hx","pir",0.0048
"334",2024,32,"SE","Pipiens","hx","abund",8.2
"335",2024,32,"SE","Pipiens","hx","vi",0.07
"336",2024,32,"SE","Pipiens","hx","pir",0.0088
"337",2024,32,"SE","Tarsalis","hx","abund",14.8667
"338",2024,32,"SE","Tarsalis","hx","vi",0
"339",2024,32,"SE","Tarsalis","hx","pir",0
"340",2024,32,"SE","All","hx","abund",23.0667
"341",2024,32,"SE","All","hx","vi",0.1
"342",2024,32,"SE","All","hx","pir",0.0044
"343",2024,32,"SW","Pipiens","hx","abund",4.4444
"344",2024,32,"SW","Pipiens","hx","vi",0
"345",2024,32,"SW","Pipiens","hx","pir",0
"346",2024,32,"SW","Tarsalis","hx","abund",6.1111
"347",2024,32,"SW","Tarsalis","hx","vi",0.1
"348",2024,32,"SW","Tarsalis","hx","pir",0.017
"349",2024,32,"SW","All","hx","abund",10.5556
"350",2024,32,"SW","All","hx","vi",0.09
"351",2024,32,"SW","All","hx","pir",0.0088
"352",2024,32,"FC","Pipiens","hx","abund",8.6279
"353",2024,32,"FC","Pipiens","hx","vi",0.08
"354",2024,32,"FC","Pipiens","hx","pir",0.0092
"355",2024,32,"FC","Tarsalis","hx","abund",15.8837
"356",2024,32,"FC","Tarsalis","hx","vi",0.05
"357",2024,32,"FC","Tarsalis","hx","pir",0.0029
"358",2024,32,"FC","All","hx","abund",24.5116
"359",2024,32,"FC","All","hx","vi",0.14
"360",2024,32,"FC","All","hx","pir",0.0057
"361",2024,32,"LV","Pipiens","hx","abund",2.6667
"362",2024,32,"LV","Pipiens","hx","vi",0
"363",2024,32,"LV","Pipiens","hx","pir",0
"364",2024,32,"LV","Tarsalis","hx","abund",50.5
"365",2024,32,"LV","Tarsalis","hx","vi",0.36
"366",2024,32,"LV","Tarsalis","hx","pir",0.0072
"367",2024,32,"LV","All","hx","abund",53.1667
"368",2024,32,"LV","All","hx","vi",0.36
"369",2024,32,"LV","All","hx","pir",0.0068
"370",2024,32,"BE","Pipiens","hx","abund",8.8
"371",2024,32,"BE","Pipiens","hx","vi",0.11
"372",2024,32,"BE","Pipiens","hx","pir",0.0129
"373",2024,32,"BE","Tarsalis","hx","abund",56
"374",2024,32,"BE","Tarsalis","hx","vi",0.1
"375",2024,32,"BE","Tarsalis","hx","pir",0.0018
"376",2024,32,"BE","All","hx","abund",64.8
"377",2024,32,"BE","All","hx","vi",0.21
"378",2024,32,"BE","All","hx","pir",0.0032
"379",2024,31,"NW","Pipiens","hx","abund",6.1111
"380",2024,31,"NW","Pipiens","hx","vi",0
"381",2024,31,"NW","Pipiens","hx","pir",0
"382",2024,31,"NW","Tarsalis","hx","abund",12.8
"383",2024,31,"NW","Tarsalis","hx","vi",0
"384",2024,31,"NW","Tarsalis","hx","pir",0
"385",2024,31,"NW","All","hx","abund",18.3
"386",2024,31,"NW","All","hx","vi",0
"387",2024,31,"NW","All","hx","pir",0
"388",2024,31,"NE","Pipiens","hx","abund",6.1
"389",2024,31,"NE","Pipiens","hx","vi",0
"390",2024,31,"NE","Pipiens","hx","pir",0
"391",2024,31,"NE","Tarsalis","hx","abund",23.3
"392",2024,31,"NE","Tarsalis","hx","vi",0.1
"393",2024,31,"NE","Tarsalis","hx","pir",0.0045
"394",2024,31,"NE","All","hx","abund",29.4
"395",2024,31,"NE","All","hx","vi",0.07
"396",2024,31,"NE","All","hx","pir",0.0025
"397",2024,31,"SE","Pipiens","hx","abund",5.8667
"398",2024,31,"SE","Pipiens","hx","vi",0
"399",2024,31,"SE","Pipiens","hx","pir",0
"400",2024,31,"SE","Tarsalis","hx","abund",37.3333
"401",2024,31,"SE","Tarsalis","hx","vi",0.21
"402",2024,31,"SE","Tarsalis","hx","pir",0.0057
"403",2024,31,"SE","All","hx","abund",43.2
"404",2024,31,"SE","All","hx","vi",0.18
"405",2024,31,"SE","All","hx","pir",0.0042
"406",2024,31,"SW","Pipiens","hx","abund",3.1
"407",2024,31,"SW","Pipiens","hx","vi",0
"408",2024,31,"SW","Pipiens","hx","pir",0
"409",2024,31,"SW","Tarsalis","hx","abund",8.4
"410",2024,31,"SW","Tarsalis","hx","vi",0
"411",2024,31,"SW","Tarsalis","hx","pir",0
"412",2024,31,"SW","All","hx","abund",11.5
"413",2024,31,"SW","All","hx","vi",0
"414",2024,31,"SW","All","hx","pir",0
"415",2024,31,"FC","Pipiens","hx","abund",5.4651
"416",2024,31,"FC","Pipiens","hx","vi",0
"417",2024,31,"FC","Pipiens","hx","pir",0
"418",2024,31,"FC","Tarsalis","hx","abund",23.3721
"419",2024,31,"FC","Tarsalis","hx","vi",0.1
"420",2024,31,"FC","Tarsalis","hx","pir",0.0043
"421",2024,31,"FC","All","hx","abund",28.8372
"422",2024,31,"FC","All","hx","vi",0.07
"423",2024,31,"FC","All","hx","pir",0.0025
"424",2024,31,"LV","Pipiens","hx","abund",2.3333
"425",2024,31,"LV","Pipiens","hx","vi",0
"426",2024,31,"LV","Pipiens","hx","pir",0
"427",2024,31,"LV","Tarsalis","hx","abund",43.8333
"428",2024,31,"LV","Tarsalis","hx","vi",0.15
"429",2024,31,"LV","Tarsalis","hx","pir",0.0035
"430",2024,31,"LV","All","hx","abund",46.1667
"431",2024,31,"LV","All","hx","vi",0.16
"432",2024,31,"LV","All","hx","pir",0.0034
"433",2024,31,"BE","Pipiens","hx","abund",11
"434",2024,31,"BE","Pipiens","hx","vi",0.11
"435",2024,31,"BE","Pipiens","hx","pir",0.0098
"436",2024,31,"BE","Tarsalis","hx","abund",108.4
"437",2024,31,"BE","Tarsalis","hx","vi",0.55
"438",2024,31,"BE","Tarsalis","hx","pir",0.0051
"439",2024,31,"BE","All","hx","abund",119.4
"440",2024,31,"BE","All","hx","vi",0.67
"441",2024,31,"BE","All","hx","pir",0.0056
"442",2024,30,"NW","Pipiens","hx","abund",18.2
"443",2024,30,"NW","Pipiens","hx","vi",0
"444",2024,30,"NW","Pipiens","hx","pir",0
"445",2024,30,"NW","Tarsalis","hx","abund",6.7
"446",2024,30,"NW","Tarsalis","hx","vi",0
"447",2024,30,"NW","Tarsalis","hx","pir",0
"448",2024,30,"NW","All","hx","abund",24.9
"449",2024,30,"NW","All","hx","vi",0
"450",2024,30,"NW","All","hx","pir",0
"451",2024,30,"NE","Pipiens","hx","abund",4.9
"452",2024,30,"NE","Pipiens","hx","vi",0
"453",2024,30,"NE","Pipiens","hx","pir",0
"454",2024,30,"NE","Tarsalis","hx","abund",7.2
"455",2024,30,"NE","Tarsalis","hx","vi",0
"456",2024,30,"NE","Tarsalis","hx","pir",0
"457",2024,30,"NE","All","hx","abund",12.1
"458",2024,30,"NE","All","hx","vi",0
"459",2024,30,"NE","All","hx","pir",0
"460",2024,30,"SE","Pipiens","hx","abund",8.6
"461",2024,30,"SE","Pipiens","hx","vi",0.03
"462",2024,30,"SE","Pipiens","hx","pir",0.0038
"463",2024,30,"SE","Tarsalis","hx","abund",15.6667
"464",2024,30,"SE","Tarsalis","hx","vi",0.06
"465",2024,30,"SE","Tarsalis","hx","pir",0.0041
"466",2024,30,"SE","All","hx","abund",24.2667
"467",2024,30,"SE","All","hx","vi",0.1
"468",2024,30,"SE","All","hx","pir",0.004
"469",2024,30,"SW","Pipiens","hx","abund",5.2
"470",2024,30,"SW","Pipiens","hx","vi",0
"471",2024,30,"SW","Pipiens","hx","pir",0
"472",2024,30,"SW","Tarsalis","hx","abund",3.9
"473",2024,30,"SW","Tarsalis","hx","vi",0
"474",2024,30,"SW","Tarsalis","hx","pir",0
"475",2024,30,"SW","All","hx","abund",9.1
"476",2024,30,"SW","All","hx","vi",0
"477",2024,30,"SW","All","hx","pir",0
"478",2024,30,"FC","Pipiens","hx","abund",9.5814
"479",2024,30,"FC","Pipiens","hx","vi",0.01
"480",2024,30,"FC","Pipiens","hx","pir",0.0013
"481",2024,30,"FC","Tarsalis","hx","abund",9.6047
"482",2024,30,"FC","Tarsalis","hx","vi",0.02
"483",2024,30,"FC","Tarsalis","hx","pir",0.0025
"484",2024,30,"FC","All","hx","abund",19.186
"485",2024,30,"FC","All","hx","vi",0.03
"486",2024,30,"FC","All","hx","pir",0.0017
"487",2024,30,"LV","Pipiens","hx","abund",3.6667
"488",2024,30,"LV","Pipiens","hx","vi",0
"489",2024,30,"LV","Pipiens","hx","pir",0
"490",2024,30,"LV","Tarsalis","hx","abund",52.3333
"491",2024,30,"LV","Tarsalis","hx","vi",0
"492",2024,30,"LV","Tarsalis","hx","pir",0
"493",2024,30,"LV","All","hx","abund",56
"494",2024,30,"LV","All","hx","vi",0
"495",2024,30,"LV","All","hx","pir",0
"496",2024,30,"BE","Pipiens","hx","abund",5.9
"497",2024,30,"BE","Pipiens","hx","vi",0
"498",2024,30,"BE","Pipiens","hx","pir",0
"499",2024,30,"BE","Tarsalis","hx","abund",84.8
"500",2024,30,"BE","Tarsalis","hx","vi",0.1
"501",2024,30,"BE","Tarsalis","hx","pir",0.0012
"502",2024,30,"BE","All","hx","abund",90.7
"503",2024,30,"BE","All","hx","vi",0.1
"504",2024,30,"BE","All","hx","pir",0.0011
"505",2024,29,"NW","Pipiens","hx","abund",9.7
"506",2024,29,"NW","Pipiens","hx","vi",0
"507",2024,29,"NW","Pipiens","hx","pir",0
"508",2024,29,"NW","Tarsalis","hx","abund",14.1
"509",2024,29,"NW","Tarsalis","hx","vi",0
"510",2024,29,"NW","Tarsalis","hx","pir",0
"511",2024,29,"NW","All","hx","abund",23.8
"512",2024,29,"NW","All","hx","vi",0
"513",2024,29,"NW","All","hx","pir",0
"514",2024,29,"NE","Pipiens","hx","abund",6.7
"515",2024,29,"NE","Pipiens","hx","vi",0
"516",2024,29,"NE","Pipiens","hx","pir",0
"517",2024,29,"NE","Tarsalis","hx","abund",28.9
"518",2024,29,"NE","Tarsalis","hx","vi",0.21
"519",2024,29,"NE","Tarsalis","hx","pir",0.0074
"520",2024,29,"NE","All","hx","abund",35.6
"521",2024,29,"NE","All","hx","vi",0.13
"522",2024,29,"NE","All","hx","pir",0.0037
"523",2024,29,"SE","Pipiens","hx","abund",4.1333
"524",2024,29,"SE","Pipiens","hx","vi",0
"525",2024,29,"SE","Pipiens","hx","pir",0
"526",2024,29,"SE","Tarsalis","hx","abund",17.9333
