"year","week","zone","spp","abund","pir","pir_lci","pir_uci","vector_index"
2020,28,"LV","Pipiens",1.7,0,0,0.2306,0
2020,28,"LV","Tarsalis",80.2,0,0,0.2682,0
2020,28,"NE","Pipiens",6.2,0,0,0.0551,0
2020,28,"NE","Tarsalis",16.8,0,0,0.7935,0
2020,28,"NW","Pipiens",13.6,0,0,0.0872,0
2020,28,"NW","Tarsalis",10.7,0,0,0.2923,0
2020,28,"SE","Pipiens",72.8,0,0,0.1218,0
2020,28,"SE","Tarsalis",11.4,0,0,0.2017,0
2020,28,"SW","Pipiens",3.9,0,0,0.1011,0
2020,28,"SW","Tarsalis",10.6,0,0,0.7935,0
2020,29,"LC","Pipiens",2,0.0268,0.0015,0.1188,0.0536
2020,29,"LC","Tarsalis",5.7,0,0,0.1449,0
2020,29,"LV","Pipiens",2.1,0,0,0.0598,0
2020,29,"LV","Tarsalis",34.1,0,0,0.7935,0
2020,29,"NE","Pipiens",15.8,0.0285,0.0014,0.1345,0.4503
2020,29,"NE","Tarsalis",23.6,0,0,0.2923,0
2020,29,"NW","Pipiens",15.7,0,0,0.0463,0
2020,29,"NW","Tarsalis",11.9,0,0,0.3454,0
2020,29,"SE","Pipiens",3.2,0,0,0.0751,0
2020,29,"SE","Tarsalis",15.7,0,0,0.7935,0
2020,29,"SW","Pipiens",11.3,0,0,0.0288,0
2020,29,"SW","Tarsalis",5.4,0,0,0.7935,0
2020,30,"LC","Pipiens",1.4,0,0,0.0128,0
2020,30,"LC","Tarsalis",5,0,0,0.4991,0
2020,30,"LV","Pipiens",1.9,0,0,0.0181,0
2020,30,"LV","Tarsalis",39.1,0,0,0.1726,0
2020,30,"NE","Pipiens",18.4,0,0,0.0172,0
2020,30,"NE","Tarsalis",22.6,0,0,0.0454,0
2020,30,"NW","Pipiens",7.7,0,0,0.0078,0
2020,30,"NW","Tarsalis",60.6,0,0,0.0281,0
2020,30,"SE","Pipiens",13.8,0,0,0.0059,0
2020,30,"SE","Tarsalis",29.8,0,0,0.0893,0
2020,30,"SW","Pipiens",14.4,0.0021,1e-04,0.01,0.0302
2020,30,"SW","Tarsalis",17.9,0,0,0.0232,0
2020,31,"LC","Pipiens",0.2,0.0023,4e-04,0.0075,5e-04
2020,31,"LC","Tarsalis",8.4,0,0,0.0364,0
2020,31,"LV","Pipiens",1.7,0.0074,4e-04,0.0314,0.0126
2020,31,"LV","Tarsalis",92.6,0.0137,8e-04,0.051,1.2686
2020,31,"NE","Pipiens",23.5,0.009,5e-04,0.0412,0.2115
2020,31,"NE","Tarsalis",16.8,0,0,0.0761,0
2020,31,"NW","Pipiens",23.1,0,0,0.0229,0
2020,31,"NW","Tarsalis",21.8,0.0707,0.0027,0.3505,1.5413
2020,31,"SE","Pipiens",44.8,0.0129,7e-04,0.0591,0.5779
2020,31,"SE","Tarsalis",48,0,0,0.0644,0
2020,31,"SW","Pipiens",13.3,0.0287,0.0016,0.1218,0.3817
2020,31,"SW","Tarsalis",10.2,0,0,0.0452,0
2020,32,"LC","Pipiens",5,0,0,0.0465,0
2020,32,"LC","Tarsalis",13.3,0,0,0.0648,0
2020,32,"LV","Pipiens",2.7,0,0,0.0119,0
2020,32,"LV","Tarsalis",20.6,0,0,0.0157,0
2020,32,"NE","Pipiens",23.3,0,0,0.0181,0
2020,32,"NE","Tarsalis",27.1,0,0,0.0071,0
2020,32,"NW","Pipiens",11.1,0.0068,4e-04,0.0289,0.0755
2020,32,"NW","Tarsalis",22.2,0.0037,2e-04,0.0173,0.0821
2020,32,"SE","Pipiens",28.3,0.0144,0.0051,0.0317,0.4075
2020,32,"SE","Tarsalis",22.2,0,0,0.0234,0
2020,32,"SW","Pipiens",13.8,0,0,0.0162,0
2020,32,"SW","Tarsalis",11.7,0.0066,4e-04,0.0285,0.0772
2020,32,"WC","Tarsalis",2,0,0,0.0522,0
2020,33,"FC","Pipiens",2,0,0,0.0448,0
2020,33,"LC","Pipiens",0.2,0,0,0.0069,0
2020,33,"LC","Tarsalis",11.2,0,0,0.0069,0
2020,33,"LV","Pipiens",2.6,0.0038,7e-04,0.0118,0.0099
2020,33,"LV","Tarsalis",47.1,0,0,0.0055,0
2020,33,"NE","Pipiens",19.8,0.0017,1e-04,0.0082,0.0337
2020,33,"NE","Tarsalis",38,0.0026,1e-04,0.0122,0.0988
2020,33,"NW","Pipiens",9.6,0,0,0.013,0
2020,33,"NW","Tarsalis",29.2,0.0099,0.0031,0.0233,0.2891
2020,33,"SE","Pipiens",53.5,0,0,0.0098,0
2020,33,"SE","Tarsalis",13.2,0.0112,0.0019,0.036,0.1478
2020,33,"SW","Pipiens",6.4,0.0112,6e-04,0.0532,0.0717
2020,33,"SW","Tarsalis",8.1,0,0,0.173,0
2020,33,"WC","Pipiens",1,0,0,0.2682,0
2020,33,"WC","Tarsalis",6,0,0,0.0643,0
2020,34,"LC","Pipiens",1.5,0,0,0.4991,0
2020,34,"LC","Tarsalis",11.2,0,0,0.0281,0
2020,34,"LV","Pipiens",1,0,0,0.2667,0
2020,34,"LV","Tarsalis",28.8,0,0,0.0175,0
2020,34,"NE","Pipiens",17.1,0,0,0.1664,0
2020,34,"NE","Tarsalis",23.9,0,0,0.0079,0
2020,34,"NW","Pipiens",23.5,0,0,0.1224,0
2020,34,"NW","Tarsalis",21.9,0,0,0.0142,0
2020,34,"SE","Pipiens",40.5,0,0,0.2009,0
2020,34,"SE","Tarsalis",15.5,0,0,0.0142,0
2020,34,"SW","Pipiens",15.3,0,0,0.1344,0
2020,34,"SW","Tarsalis",3.9,0,0,0.006,0
2020,34,"WC","Tarsalis",7,0,0,0.1789,0
2020,35,"FC","Pipiens",47,0.0183,8e-04,0.0928,0.8601
2020,35,"LC","Pipiens",1.2,0,0,0.1604,0
2020,35,"LC","Tarsalis",8,0.0041,2e-04,0.0185,0.0328
2020,35,"LV","Pipiens",2.3,0,0,0.4991,0
2020,35,"LV","Tarsalis",15.3,0,0,0.0163,0
2020,35,"NE","Pipiens",33.9,0,0,0.28,0
2020,35,"NE","Tarsalis",12.6,0,0,0.0322,0
2020,35,"NW","Pipiens",27.1,0,0,0.0738,0
2020,35,"NW","Tarsalis",7.7,0.0715,0.0032,0.3233,0.5506
2020,35,"SE","Pipiens",25,0,0,0.7935,0
2020,35,"SE","Tarsalis",8.3,0,0,0.021,0
2020,35,"SW","Pipiens",6.9,0,0,0.0117,0
2020,35,"SW","Tarsalis",1.4,0,0,0.1624,0
2020,36,"LV","Pipiens",6.6,0,0,0.0063,0
2020,36,"LV","Tarsalis",4.2,0,0,0.0513,0
2020,36,"NE","Pipiens",7.1,0,0,0.0033,0
2020,36,"NE","Tarsalis",1,0,0,0.0745,0
2020,36,"NW","Pipiens",10.6,0,0,0.0016,0
2020,36,"NW","Tarsalis",4.2,0,0,0.0316,0
2020,36,"SE","Pipiens",9.4,0,0,0.0013,0
2020,36,"SE","Tarsalis",2.4,0,0,0.0374,0
2020,36,"SW","Pipiens",6.3,9e-04,0,0.0042,0.0057
2020,36,"SW","Tarsalis",1.1,0,0,0.0926,0
2021,23,"LC","Pipiens",0.3,0.0012,1e-04,0.0057,4e-04
2021,23,"LC","Tarsalis",25.3,0.0129,8e-04,0.0483,0.3264
2021,23,"LV","Pipiens",0.5,0.0018,1e-04,0.0086,9e-04
2021,23,"LV","Tarsalis",28.5,0,0,0.051,0
2021,24,"BC","Tarsalis",20.2,0.0089,0.0022,0.0234,0.1798
2021,24,"LC","Pipiens",0.2,0.0097,5e-04,0.0409,0.0019
2021,24,"LC","Tarsalis",55.8,0.0082,0.0014,0.0262,0.4576
2021,24,"LV","Tarsalis",52.9,0,0,0.0352,0
2021,25,"BC","Tarsalis",14.5,0.0167,0.0028,0.0516,0.2422
2021,25,"LC","Pipiens",0.8,0.0288,0.0015,0.1222,0.023
2021,25,"LC","Tarsalis",38,0.0154,8e-04,0.0719,0.5852
2021,25,"LV","Pipiens",4,0,0,0.7935,0
2021,25,"LV","Tarsalis",83.8,0.1781,0.0084,0.6578,14.9248
2021,25,"NE","Pipiens",3.3,0,0,0.0445,0
2021,25,"NE","Tarsalis",9.5,0,0,0.0216,0
2021,25,"NW","Pipiens",5.3,0,0,0.0275,0
2021,25,"NW","Tarsalis",12.1,0,0,0.0094,0
2021,25,"SE","Pipiens",6.6,0,0,0.0071,0
2021,25,"SE","Tarsalis",31,0,0,0.0042,0
2021,25,"SW","Pipiens",6.2,0.0023,4e-04,0.0075,0.0143
2021,25,"SW","Tarsalis",6.1,0.0033,9e-04,0.0088,0.0201
2021,25,"WC","Tarsalis",36,0.0079,0.0032,0.0162,0.2844
2021,26,"BC","Tarsalis",5.2,0.0019,1e-04,0.0092,0.0099
2021,26,"LC","Pipiens",3.7,0.0096,0.0016,0.0302,0.0355
2021,26,"LC","Tarsalis",52,0.005,0.0013,0.0133,0.26
2021,26,"LV","Pipiens",8.4,0.0139,0.0035,0.0367,0.1168
2021,26,"LV","Tarsalis",207.5,0.0065,4e-04,0.03,1.3487
2021,26,"NE","Pipiens",5.4,0,0,0.0174,0
2021,26,"NE","Tarsalis",32.2,0,0,0.0148,0
2021,26,"NW","Pipiens",17.8,0,0,0.0059,0
2021,26,"NW","Tarsalis",39.1,0,0,0.0021,0
2021,26,"SE","Pipiens",11.6,6e-04,1e-04,0.002,0.007
2021,26,"SE","Tarsalis",22.1,0.0012,1e-04,0.0058,0.0265
2021,26,"SW","Pipiens",3.2,0.0011,1e-04,0.0053,0.0035
2021,26,"SW","Tarsalis",9.1,0.0163,0.0073,0.0308,0.1483
2021,26,"WC","Pipiens",1,0.0017,1e-04,0.0081,0.0017
2021,26,"WC","Tarsalis",26,0.0077,0.0024,0.0182,0.2002
2021,27,"BC","Tarsalis",31,0.0078,0.0025,0.0186,0.2418
2021,27,"LC","Pipiens",10,0.0021,1e-04,0.0099,0.021
2021,27,"LC","Tarsalis",101.5,0.0031,2e-04,0.0144,0.3146
2021,27,"LV","Pipiens",5.1,0,0,0.0288,0
2021,27,"LV","Tarsalis",466.9,0,0,0.1342,0
2021,27,"NE","Pipiens",10.6,0,0,0.3042,0
2021,27,"NE","Tarsalis",73.3,0,0,0.0701,0
2021,27,"NW","Pipiens",37.1,0,0,0.0819,0
2021,27,"NW","Tarsalis",172.8,0,0,0.0998,0
2021,27,"SE","Pipiens",14.2,0,0,0.0659,0
2021,27,"SE","Tarsalis",31.8,0,0,0.044,0
2021,27,"SW","Pipiens",4.1,0,0,0.0339,0
2021,27,"SW","Tarsalis",20.2,0,0,0.0359,0
2021,27,"WC","Pipiens",6,0,0,0.0139,0
2021,27,"WC","Tarsalis",212,0,0,0.0092,0
2021,28,"BC","Tarsalis",25.4,0,0,0.0104,0
2021,28,"LC","Pipiens",26.6,0,0,0.0117,0
2021,28,"LC","Tarsalis",111,0,0,0.0101,0
2021,28,"LV","Pipiens",9.4,0,0,0.0096,0
2021,28,"LV","Tarsalis",519.1,0,0,0.0131,0
2021,28,"NE","Pipiens",32.1,0,0,0.0098,0
2021,28,"NE","Tarsalis",196.9,0,0,0.0086,0
2021,28,"NW","Pipiens",13.6,0.004,2e-04,0.019,0.0544
2021,28,"NW","Tarsalis",23.3,0,0,0.0063,0
2021,28,"SE","Pipiens",18.1,0,0,0.0082,0
2021,28,"SE","Tarsalis",95.6,0,0,0.0086,0
2021,28,"SW","Pipiens",4.2,0.0046,8e-04,0.0147,0.0193
2021,28,"SW","Tarsalis",29,0,0,0.0174,0
2021,28,"WC","Pipiens",1,0,0,0.0429,0
2021,28,"WC","Tarsalis",84,0,0,0.2264,0
2021,29,"BC","Tarsalis",35.2,0,0,0.0691,0
2021,29,"LC","Pipiens",5.5,0,0,0.0267,0
2021,29,"LC","Tarsalis",119.8,0,0,0.0404,0
2021,29,"LV","Pipiens",9.5,0,0,0.0078,0
2021,29,"LV","Tarsalis",171.6,0,0,0.0197,0
2021,29,"NE","Pipiens",63.2,0,0,0.0034,0
2021,29,"NE","Tarsalis",98.2,0,0,0.0137,0
2021,29,"NW","Pipiens",10.2,0,0,0.0029,0
2021,29,"NW","Tarsalis",174.2,0,0,0.0065,0
2021,29,"SE","Pipiens",23,0,0,0.0031,0
2021,29,"SE","Tarsalis",129.2,0,0,0.0055,0
2021,29,"SW","Pipiens",22.7,0,0,0.003,0
2021,29,"SW","Tarsalis",14.4,0,0,0.0038,0
2021,29,"WC","Tarsalis",13,0.0021,4e-04,0.0069,0.0273
2021,30,"BC","Tarsalis",50.8,0.0038,0.0012,0.009,0.193
2021,30,"LC","Pipiens",26.2,0.0023,1e-04,0.0111,0.0603
2021,30,"LC","Tarsalis",226,0,0,0.0155,0
2021,30,"LV","Pipiens",5.4,0.0371,0.0117,0.0897,0.2003
2021,30,"LV","Tarsalis",129.7,0.0086,0.0035,0.0174,1.1154
2021,30,"NE","Pipiens",28.4,0.0128,7e-04,0.0559,0.3635
2021,30,"NE","Tarsalis",74.6,0.0025,1e-04,0.0114,0.1865
2021,30,"NW","Pipiens",22.6,0,0,0.0812,0
2021,30,"NW","Tarsalis",80,0,0,0.0049,0
2021,30,"SE","Pipiens",65.6,0,0,0.1788,0
2021,30,"SE","Tarsalis",153.2,0,0,0.0368,0
2021,30,"SW","Pipiens",12.8,0,0,0.02,0
2021,30,"SW","Tarsalis",43.6,0,0,0.0138,0
2021,30,"WC","Pipiens",2,0,0,0.0261,0
2021,30,"WC","Tarsalis",89,0,0,0.0057,0
2021,31,"BC","Tarsalis",47.4,0,0,0.002,0
2021,31,"FC","Pipiens",4,0,0,0.0019,0
2021,31,"FC","Tarsalis",7,0.0017,3e-04,0.0056,0.0119
2021,31,"LC","Pipiens",15,0,0,0.003,0
2021,31,"LC","Tarsalis",36.2,6e-04,0,0.0028,0.0217
2021,31,"LV","Pipiens",11.9,0.0046,0.0021,0.0086,0.0547
2021,31,"LV","Tarsalis",85.5,0.0027,0.0011,0.0056,0.2308
2021,31,"NE","Pipiens",65.4,0.0086,0.0027,0.0203,0.5624
2021,31,"NE","Tarsalis",70.9,0.0015,1e-04,0.007,0.1064
2021,31,"NW","Pipiens",8.4,0.0032,0.001,0.0074,0.0269
2021,31,"NW","Tarsalis",14.9,0,0,0.1617,0
2021,31,"SE","Pipiens",24.6,0,0,0.1075,0
2021,31,"SE","Tarsalis",39.9,0,0,0.0205,0
2021,31,"SW","Pipiens",37,0,0,0.0027,0
2021,31,"SW","Tarsalis",12.2,0,0,0.0018,0
2021,31,"WC","Tarsalis",15,7e-04,0,0.0036,0.0105
2021,32,"BC","Tarsalis",26.4,0.0028,0.0016,0.0046,0.0739
2021,32,"LC","Pipiens",18.8,0.0022,9e-04,0.0042,0.0414
2021,32,"LC","Tarsalis",32.5,0.0036,2e-04,0.0163,0.117
2021,32,"LV","Pipiens",10.1,0.011,0.0035,0.0257,0.1111
2021,32,"LV","Tarsalis",87.7,0.02,0.0092,0.0371,1.754
2021,32,"NE","Pipiens",81.4,0.0169,0.0057,0.037,1.3757
2021,32,"NE","Tarsalis",32.4,0.011,0.0028,0.0296,0.3564
2021,32,"NW","Pipiens",22.9,0,0,0.0122,0
2021,32,"NW","Tarsalis",18.2,0.0058,0.001,0.0178,0.1056
2021,32,"SE","Pipiens",26.7,0,0,0.2078,0
2021,32,"SE","Tarsalis",17.6,0,0,0.2682,0
2021,32,"SW","Pipiens",24.2,0,0,0.0723,0
2021,32,"SW","Tarsalis",8.8,0,0,0.0985,0
2021,32,"WC","Pipiens",3,0,0,0.1218,0
2021,32,"WC","Tarsalis",10,0,0,0.2391,0
2021,33,"BC","Tarsalis",20.6,0,0,0.0458,0
2021,33,"LC","Pipiens",7,0,0,0.1172,0
2021,33,"LC","Tarsalis",28.5,0,0,0.0132,0
2021,33,"LV","Pipiens",17.1,0,0,0.0301,0
2021,33,"LV","Tarsalis",44.1,0,0,0.0191,0
2021,33,"NE","Pipiens",16,0,0,0.0569,0
2021,33,"NE","Tarsalis",13.2,0,0,0.0371,0
2021,33,"NW","Pipiens",20.5,0,0,0.0154,0
2021,33,"NW","Tarsalis",29,0,0,0.0167,0
2021,33,"SE","Pipiens",63.2,0,0,0.0285,0
2021,33,"SE","Tarsalis",7.9,0,0,0.0201,0
2021,33,"SW","Pipiens",28.4,0,0,0.0226,0
2021,33,"SW","Tarsalis",5,0.0061,3e-04,0.0272,0.0305
2021,33,"WC","Pipiens",1,0,0,0.0206,0
2021,33,"WC","Tarsalis",18,0.0027,1e-04,0.0126,0.0486
2021,34,"BC","Tarsalis",14.6,0,0,0.0227,0
2021,34,"LC","Pipiens",6.5,0,0,0.0179,0
2021,34,"LC","Tarsalis",23.8,0,0,0.0729,0
2021,34,"LV","Pipiens",10.2,0,0,0.0313,0
2021,34,"LV","Tarsalis",24.4,0,0,0.0534,0
2021,34,"NE","Pipiens",62.9,0,0,0.0375,0
2021,34,"NE","Tarsalis",6.2,0,0,0.0549,0
2021,34,"NW","Pipiens",16.3,0,0,0.0236,0
2021,34,"NW","Tarsalis",3.6,0,0,0.0149,0
2021,34,"SE","Pipiens",17.9,0,0,0.0096,0
2021,34,"SE","Tarsalis",2.6,0,0,0.0061,0
2021,34,"SW","Pipiens",4,0,0,0.0131,0
2021,34,"SW","Tarsalis",2.2,0,0,0.0086,0
2021,34,"WC","Pipiens",2,0,0,0.0475,0
2021,34,"WC","Tarsalis",17,0,0,0.0055,0
2021,35,"BC","Tarsalis",5.6,0,0,0.0103,0
2021,35,"LC","Pipiens",7.8,0,0,0.0055,0
2021,35,"LC","Tarsalis",9.8,0,0,0.0417,0
2021,35,"LV","Pipiens",5.3,0,0,0.0292,0
2021,35,"LV","Tarsalis",12.3,0.0115,0.0019,0.0373,0.1414
2021,35,"NE","Pipiens",33.3,0.0258,0.0044,0.0795,0.8591
2021,35,"NE","Tarsalis",2.5,0.0177,0.0042,0.0487,0.0442
2021,35,"NW","Pipiens",5.6,0,0,0.0215,0
2021,35,"NW","Tarsalis",2.8,0.029,0.007,0.073,0.0812
2021,35,"SE","Pipiens",24.9,0,0,0.0757,0
2021,35,"SE","Tarsalis",4.2,0.0152,7e-04,0.0746,0.0638
2021,35,"SW","Pipiens",6.6,0,0,0.1035,0
2021,35,"SW","Tarsalis",1.4,0.0209,0.001,0.1007,0.0293
2021,35,"WC","Pipiens",3,0,0,0.367,0
2021,35,"WC","Tarsalis",5,0,0,0.1525,0
2021,36,"BC","Tarsalis",5.2,0,0,0.0309,0
2021,36,"LV","Pipiens",0.5,0,0,0.1006,0
2021,36,"LV","Tarsalis",4,0,0,0.0289,0
2021,36,"NE","Pipiens",58.3,0,0,0.0268,0
2021,36,"NE","Tarsalis",1.2,0,0,0.0067,0
2021,36,"NW","Pipiens",9.6,0.0015,1e-04,0.0073,0.0144
2021,36,"NW","Tarsalis",0.8,0,0,0.0106,0
2021,36,"SE","Pipiens",42.8,0,0,0.0089,0
2021,36,"SE","Tarsalis",1,0.0031,2e-04,0.0141,0.0031
2021,36,"SW","Pipiens",3.9,0.0039,2e-04,0.0186,0.0152
2021,36,"SW","Tarsalis",0.8,0.0049,0.0013,0.0126,0.0039
2022,23,"FC",NA,9,0.0101,0.0019,0.0302,0.0909
2022,23,"LC",NA,21,0.0124,7e-04,0.0571,0.2604
2022,23,"LV",NA,13,0,0,0.0636,0
2022,23,"NE",NA,9.6,0,0,0.055,0
2022,23,"NW",NA,2.1,0,0,0.0748,0
2022,23,"SE",NA,15.8,0,0,0.0178,0
2022,23,"SW",NA,4.2,0,0,0.003,0
2022,24,"BC",NA,14.6,0,0,0.0121,0
2022,24,"LC",NA,13.8,6e-04,0,0.0028,0.0083
2022,24,"LV",NA,31.8,0.0026,0.0012,0.0052,0.0827
2022,24,"NE",NA,11.4,0.0043,0.0011,0.0115,0.049
2022,24,"NW",NA,6.9,0.0249,0.0108,0.0476,0.1718
2022,24,"SE",NA,8.4,0.0186,0.0057,0.0446,0.1562
2022,24,"SW",NA,3.4,0.0177,0.0056,0.0408,0.0602
2022,24,"WC",NA,5,0.0134,0.0043,0.031,0.067
2022,25,"BC",NA,14.6,0.0062,3e-04,0.0297,0.0905
2022,25,"LC",NA,8.5,0.0301,0.0012,0.1495,0.2558
2022,25,"LV",NA,15.2,0,0,0.1101,0
2022,25,"NE",NA,18.6,0,0,0.047,0
2022,25,"NW",NA,4,0,0,0.6576,0
2022,25,"SE",NA,8.6,0,0,0.025,0
2022,25,"SW",NA,3.6,0,0,0.0265,0
2022,26,"BC",NA,16.4,0,0,0.0119,0
2022,26,"LC",NA,62,0,0,0.0143,0
2022,26,"LV",NA,57.1,0,0,0.0198,0
2022,26,"NE",NA,10.8,0,0,0.01,0
2022,26,"NW",NA,6.8,0,0,0.0038,0
2022,26,"SE",NA,21.6,0,0,0.0122,0
2022,26,"SW",NA,3,0,0,0.0269,0
2022,26,"WC",NA,1,0,0,0.0134,0
2022,27,"BC",NA,37.8,0,0,0.018,0
2022,27,"LC",NA,43.5,0.0017,1e-04,0.008,0.074
2022,27,"LV",NA,70.3,0.0016,1e-04,0.0078,0.1125
2022,27,"NE",NA,43.1,0,0,0.0049,0
2022,27,"NW",NA,8.8,0.0016,1e-04,0.0076,0.0141
2022,27,"SE",NA,58.1,0,0,0.0066,0
2022,27,"SW",NA,12.8,0.0022,4e-04,0.0071,0.0282
2022,27,"WC",NA,6,0.0108,0.0027,0.0288,0.0648
2022,28,"BC",NA,35,0.0137,0.0062,0.026,0.4795
2022,28,"LC",NA,47.7,0.0097,0.0024,0.0264,0.4627
2022,28,"LV",NA,163.9,0.0091,0.0028,0.0216,1.4915
2022,28,"NE",NA,128.9,0.0048,3e-04,0.0218,0.6187
2022,28,"NW",NA,40.4,0,0,0.0319,0
2022,28,"SE",NA,104,0,0,0.1211,0
2022,28,"SW",NA,32.9,0,0,0.0239,0
2022,28,"WC",NA,3,0,0,0.0067,0
2022,29,"BC",NA,33.8,0,0,0.0192,0
2022,29,"LC",NA,115,0,0,0.0103,0
2022,29,"LV",NA,182.6,0,0,0.0114,0
2022,29,"NE",NA,135.3,0,0,0.0047,0
2022,29,"NW",NA,38,0.0022,1e-04,0.01,0.0836
2022,29,"SE",NA,99,4e-04,0,0.002,0.0396
2022,29,"SW",NA,35.1,0,0,0.0067,0
2022,29,"WC",NA,19,0.0011,2e-04,0.0034,0.0209
2022,30,"BC",NA,29,0.0021,4e-04,0.0068,0.0609
2022,30,"LC",NA,36.8,0.0019,7e-04,0.0042,0.0699
2022,30,"LV",NA,148.2,0.005,9e-04,0.0162,0.741
2022,30,"NE",NA,84.9,0.0082,0.0036,0.0161,0.6962
2022,30,"NW",NA,21.6,0.0172,0.0066,0.0364,0.3715
2022,30,"SE",NA,46.4,0.0077,0.002,0.0203,0.3573
2022,30,"SW",NA,21,0.0183,0.0069,0.0395,0.3843
2022,30,"WC",NA,12,0,0,0.0321,0
2022,31,"BC",NA,27.2,0.0181,0.0054,0.0442,0.4923
2022,31,"LC",NA,74.2,0,0,0.045,0
2022,31,"LV",NA,132.8,0.0151,0.0055,0.0325,2.0053
2022,31,"NE",NA,86.6,0.0092,5e-04,0.0419,0.7967
2022,31,"NW",NA,26.4,0.0078,0.002,0.0202,0.2059
2022,31,"SE",NA,58.2,0,0,0.23,0
2022,31,"SW",NA,28.8,0,0,0.0212,0
2022,31,"WC",NA,22,0,0,0.0252,0
2022,32,"BC",NA,18.2,0,0,0.0187,0
2022,32,"LC",NA,118.5,0,0,0.0073,0
2022,32,"LV",NA,103.4,0,0,0.0024,0
2022,32,"NE",NA,145,0.0019,5e-04,0.005,0.2755
2022,32,"NW",NA,21.7,0.0022,7e-04,0.0052,0.0477
2022,32,"SE",NA,49.5,0.0021,4e-04,0.0069,0.1039
2022,32,"SW",NA,50.8,0.0063,0.0026,0.0129,0.32
2022,32,"WC",NA,67,0.002,3e-04,0.0064,0.134
2022,33,"BC",NA,7.6,0.0038,0.0014,0.0082,0.0289
2022,33,"LC",NA,30.5,0.0047,0.0017,0.0102,0.1434
2022,33,"LV",NA,35.3,0.0139,0.007,0.0247,0.4907
2022,33,"NE",NA,135.6,0.0047,8e-04,0.0149,0.6373
2022,33,"NW",NA,29.8,0.0022,1e-04,0.0101,0.0656
2022,33,"SE",NA,63,0,0,0.0345,0
2022,33,"SW",NA,26.4,0,0,0.0187,0
2022,33,"WC",NA,27,0,0,0.0067,0
2022,34,"BC",NA,7.2,3e-04,0,0.0014,0.0022
2022,34,"LC",NA,45.2,7e-04,2e-04,0.0018,0.0316
2022,34,"LV",NA,88.4,0.0017,9e-04,0.0029,0.1503
2022,34,"NE",NA,166.7,0.0021,0.0012,0.0034,0.3501
