"year","week","zone","spp","pools_G","pools_L","n_pools","pos_pools_G","pos_pools_L","n_pos_pools","mosq","mosq_L","trap_L_func","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"2024","23","BE","All",0,4,4,0,0,0,6,6,10,0.6,0,0,0.438166666666667,0,0,0.2629
"2024","24","NW","Pipiens",2,3,5,0,0,0,27,7,9,0.78,0,0,0.0849,0,0,0.0662
"2024","24","NW","Tarsalis",0,4,4,0,0,0,8,8,9,0.89,0,0,0.2788,0,0,0.2481
"2024","24","NW","All",2,7,9,0,0,0,35,15,9,1.67,0,0,0.188203592814371,0,0,0.3143
"2024","24","NE","Pipiens",3,1,4,0,0,0,10,1,10,0.1,0,0,0.2085,0,0,0.0209
"2024","24","NE","Tarsalis",0,6,6,0,0,0,18,18,10,1.8,0,0,0.1321,0,0,0.2378
"2024","24","NE","All",3,7,10,0,0,0,28,19,10,1.9,0,0,0.136157894736842,0,0,0.2587
"2024","24","SE","Pipiens",3,2,5,0,0,0,67,4,15,0.27,0,0,0.0345,0,0,0.0093
"2024","24","SE","Tarsalis",0,8,8,0,0,0,29,29,15,1.93,0,0,0.0946,0,0,0.1826
"2024","24","SE","All",3,10,13,0,0,0,96,33,15,2.2,0,0,0.0872272727272727,0,0,0.1919
"2024","24","SW","Pipiens",1,2,3,0,0,0,17,5,9,0.56,0,0,0.1175,0,0,0.0658
"2024","24","SW","Tarsalis",0,4,4,0,0,0,7,7,9,0.78,0,0,0.3062,0,0,0.2388
"2024","24","SW","All",1,6,7,0,0,0,24,12,9,1.34,0,0,0.227313432835821,0,0,0.3046
"2024","24","FC","Pipiens",9,8,17,0,0,0,121,17,43,0.4,0,0,0.0247,0,0,0.0099
"2024","24","FC","Tarsalis",0,22,22,0,0,0,62,62,43,1.44,0,0,0.0528,0,0,0.076
"2024","24","FC","All",9,30,39,0,0,0,183,79,43,1.84,0,0,0.0466847826086957,0,0,0.0859
"2024","24","LV","Pipiens",0,1,1,0,0,0,1,1,6,0.17,0,0,0.7935,0,0,0.1349
"2024","24","LV","Tarsalis",0,4,4,0,0,0,31,31,6,5.17,0,0,0.067,0,0,0.3464
"2024","24","LV","All",0,5,5,0,0,0,32,32,6,5.34,0,0,0.0901310861423221,0,0,0.4813
"2024","24","BE","Pipiens",0,1,1,0,0,0,1,1,10,0.1,0,0,0.7935,0,0,0.0794
"2024","24","BE","Tarsalis",0,9,9,0,0,0,75,75,10,7.5,0,0,0.0348,0,0,0.261
"2024","24","BE","All",0,10,10,0,0,0,76,76,10,7.6,0,0,0.0447894736842105,0,0,0.3404
"2024","25","NW","Pipiens",1,6,7,0,0,0,22,19,8,2.38,0,0,0.1149,0,0,0.2735
"2024","25","NW","Tarsalis",0,5,5,0,0,0,34,34,8,4.25,0,0,0.0664,0,0,0.2822
"2024","25","NW","All",1,11,12,0,0,0,56,53,8,6.63,0,0,0.083815987933635,0,0,0.5557
"2024","25","NE","Pipiens",3,5,8,0,0,0,37,14,9,1.56,0,0,0.0678,0,0,0.1058
"2024","25","NE","Tarsalis",0,8,8,0,0,0,120,120,9,13.33,0,0,0.023,0,0,0.3066
"2024","25","NE","All",3,13,16,0,0,0,157,134,9,14.89,0,0,0.027696440564137,0,0,0.4124
"2024","25","SE","Pipiens",3,1,4,0,0,0,32,1,15,0.07,0,0,0.0695,0,0,0.0049
"2024","25","SE","Tarsalis",2,14,16,0,0,0,99,96,15,6.4,0,0,0.0314,0,0,0.201
"2024","25","SE","All",5,15,20,0,0,0,131,97,15,6.47,0,0,0.0318238021638331,0,0,0.2059
"2024","25","SW","Pipiens",1,1,2,0,0,0,7,4,9,0.44,0,0,0.2624,0,0,0.1155
"2024","25","SW","Tarsalis",0,4,4,0,0,0,11,11,9,1.22,0,0,0.1951,0,0,0.238
"2024","25","SW","All",1,5,6,0,0,0,18,15,9,1.66,0,0,0.212951807228916,0,0,0.3535
"2024","25","FC","Pipiens",8,13,21,0,0,0,98,38,41,0.93,0,0,0.0325,0,0,0.0302
"2024","25","FC","Tarsalis",2,31,33,0,0,0,264,261,41,6.37,0,0,0.0128,0,0,0.0815
"2024","25","FC","All",10,44,54,0,0,0,362,299,41,7.3,0,0,0.0153013698630137,0,0,0.1117
"2024","25","LV","Pipiens",0,2,2,0,0,0,2,2,6,0.33,0,0,0.6576,0,0,0.217
"2024","25","LV","Tarsalis",0,7,7,0,0,0,98,98,6,16.33,0,0,0.0261,0,0,0.4262
"2024","25","LV","All",0,9,9,0,0,0,100,100,6,16.66,0,0,0.0386074429771909,0,0,0.6432
"2024","25","BE","Pipiens",0,5,5,0,0,0,5,5,10,0.5,0,0,0.4345,0,0,0.2172
"2024","25","BE","Tarsalis",0,11,11,0,0,0,165,165,10,16.5,0,0,0.0167,0,0,0.2756
"2024","25","BE","All",0,16,16,0,0,0,170,170,10,17,0,0,0.0289882352941176,0,0,0.4928
"2024","26","NW","Pipiens",3,7,10,0,0,0,91,29,8,3.62,0,0,0.0276,0,0,0.0999
"2024","26","NW","Tarsalis",0,7,7,0,0,0,43,43,8,5.38,0,0,0.0573,0,0,0.3083
"2024","26","NW","All",3,14,17,0,0,0,134,72,8,9,0,0,0.0453555555555556,0,0,0.4082
"2024","26","NE","Pipiens",5,6,11,0,0,0,135,26,10,2.6,0,0,0.0205,0,0,0.0533
"2024","26","NE","Tarsalis",2,12,14,0,0,0,269,264,10,26.4,0,0,0.0116,0,0,0.3062
"2024","26","NE","All",7,18,25,0,0,0,404,290,10,29,0,0,0.0123965517241379,0,0,0.3595
"2024","26","SE","Pipiens",2,7,9,0,0,0,45,22,15,1.47,0,0,0.0601,0,0,0.0883
"2024","26","SE","Tarsalis",0,16,16,0,0,0,212,212,15,14.13,0,0,0.0142,0,0,0.2006
"2024","26","SE","All",2,23,25,0,0,0,257,234,15,15.6,0,0,0.0185192307692308,0,0,0.2889
"2024","26","SW","Pipiens",1,6,7,0,0,0,19,6,9,0.67,0,0,0.1116,0,0,0.0748
"2024","26","SW","Tarsalis",0,6,6,0,0,0,17,17,9,1.89,0,0,0.1488,0,0,0.2812
"2024","26","SW","All",1,12,13,0,0,0,36,23,9,2.56,0,0,0.1390625,0,0,0.356
"2024","26","FC","Pipiens",11,26,37,0,0,0,290,83,42,1.98,0,0,0.0114,0,0,0.0226
"2024","26","FC","Tarsalis",2,41,43,0,0,0,541,536,42,12.76,0,0,0.0064,0,0,0.0817
"2024","26","FC","All",13,67,80,0,0,0,831,619,42,14.74,0,0,0.00707598371777476,0,0,0.1043
"2024","26","LV","Pipiens",0,2,2,0,0,0,8,8,6,1.33,0,0,0.2201,0,0,0.2927
"2024","26","LV","Tarsalis",0,8,8,0,0,0,198,198,6,33,0,0,0.0144,0,0,0.4752
"2024","26","LV","All",0,10,10,0,0,0,206,206,6,34.33,0,0,0.0223681910865133,0,0,0.7679
"2024","26","BE","Pipiens",0,6,6,0,0,0,19,19,10,1.9,0,0,0.1343,0,0,0.2552
"2024","26","BE","Tarsalis",0,20,20,0,0,0,500,500,10,50,0,0,0.0067,0,0,0.335
"2024","26","BE","All",0,26,26,0,0,0,519,519,10,51.9,0,0,0.0113718689788054,0,0,0.5902
"2024","26","BC","Tarsalis",0,5,5,0,0,0,100,100,5,20,0,0,0.0271,0,0,0.542
"2024","26","BC","All",0,5,5,0,0,0,100,100,5,20,0,0,0.0271,0,0,0.542
"2024","27","NW","Pipiens",2,7,9,0,0,0,56,30,9,3.33,0,0,0.0486,0,0,0.1618
"2024","27","NW","Tarsalis",0,7,7,0,0,0,31,31,9,3.44,0,0,0.0742,0,0,0.2552
"2024","27","NW","All",2,14,16,0,0,0,87,61,9,6.77,0,0,0.0615952732644018,0,0,0.417
"2024","27","NE","Pipiens",7,6,13,0,0,0,227,36,10,3.6,0,0,0.0131,0,0,0.0472
"2024","27","NE","Tarsalis",1,9,10,0,0,0,168,167,10,16.7,0,0,0.0176,0,0,0.2939
"2024","27","NE","All",8,15,23,0,0,0,395,203,10,20.3,0,0,0.0168029556650246,0,0,0.3411
"2024","27","SE","Pipiens",3,9,12,0,0,0,98,21,15,1.4,0,0,0.0263,0,0,0.0368
"2024","27","SE","Tarsalis",0,14,14,0,0,0,127,127,15,8.47,0,0,0.0248,0,0,0.2101
"2024","27","SE","All",3,23,26,0,0,0,225,148,15,9.87,0,0,0.0250151975683891,0,0,0.2469
"2024","27","SW","Pipiens",1,4,5,0,0,0,15,8,9,0.89,0,0,0.1563,0,0,0.1391
"2024","27","SW","Tarsalis",0,4,4,0,0,0,10,10,9,1.11,0,0,0.2166,0,0,0.2404
"2024","27","SW","All",1,8,9,0,0,0,25,18,9,2,0,0,0.18975,0,0,0.3795
"2024","27","FC","Pipiens",13,26,39,0,0,0,396,95,43,2.21,0,0,0.0085,0,0,0.0188
"2024","27","FC","Tarsalis",1,34,35,0,0,0,336,335,43,7.79,0,0,0.0102,0,0,0.0795
"2024","27","FC","All",14,60,74,0,0,0,732,430,43,10,0,0,0.00983,0,0,0.0983
"2024","27","LV","Pipiens",0,2,2,0,0,0,7,7,6,1.17,0,0,0.2624,0,0,0.307
"2024","27","LV","Tarsalis",0,7,7,0,0,0,183,183,6,30.5,0,0,0.0155,0,0,0.4728
"2024","27","LV","All",0,9,9,0,0,0,190,190,6,31.67,0,0,0.0246226712977581,0,0,0.7798
"2024","27","BE","Pipiens",0,8,8,0,0,0,35,35,10,3.5,0,0,0.0756,0,0,0.2646
"2024","27","BE","Tarsalis",0,21,21,0,0,0,530,530,10,53,0,0,0.0063,0,0,0.3339
"2024","27","BE","All",0,29,29,0,0,0,565,565,10,56.5,0,0,0.0105929203539823,0,0,0.5985
"2024","27","BC","Tarsalis",0,5,5,0,0,0,123,123,5,24.6,0,0,0.0213,0,0,0.524
"2024","27","BC","All",0,5,5,0,0,0,123,123,5,24.6,0,0,0.0213008130081301,0,0,0.524
"2024","28","NW","Pipiens",3,9,12,0,0,0,148,79,9,8.78,0,0,0.0199,0,0,0.1747
"2024","28","NW","Tarsalis",0,8,8,0,0,0,88,88,9,9.78,0,0,0.0279,0,0,0.2729
"2024","28","NW","All",3,17,20,0,0,0,236,167,9,18.56,0,0,0.0241163793103448,0,0,0.4476
"2024","28","NE","Pipiens",4,6,10,0,0,0,113,60,10,6,0,0,0.0255,0,0,0.153
"2024","28","NE","Tarsalis",0,10,10,0,0,0,145,145,10,14.5,0,0,0.0207,0,0,0.3001
"2024","28","NE","All",4,16,20,0,0,0,258,205,10,20.5,0,0,0.0221024390243902,0,0,0.4531
"2024","28","SE","Pipiens",4,11,15,0,0,0,188,82,15,5.47,0,0,0.0164,0,0,0.0897
"2024","28","SE","Tarsalis",1,15,16,0,0,0,306,305,15,20.33,0,0,0.0103,0,0,0.2094
"2024","28","SE","All",5,26,31,0,0,0,494,387,15,25.8,0,0,0.011593023255814,0,0,0.2991
"2024","28","SW","Pipiens",1,6,7,0,0,0,49,26,8,3.25,0,0,0.0507,0,0,0.1648
"2024","28","SW","Tarsalis",0,8,8,0,0,0,74,74,8,9.25,0,0,0.0379,0,0,0.3506
"2024","28","SW","All",1,14,15,0,0,0,123,100,8,12.5,0,0,0.041232,0,0,0.5154
"2024","28","FC","Pipiens",12,32,44,0,0,0,498,247,42,5.88,0,0,0.0071,0,0,0.0417
"2024","28","FC","Tarsalis",1,41,42,0,0,0,613,612,42,14.57,0,0,0.0057,0,0,0.083
"2024","28","FC","All",13,73,86,0,0,0,1111,859,42,20.45,0,0,0.00609779951100245,0,0,0.1247
"2024","28","LV","Pipiens",0,4,4,0,0,0,23,23,6,3.83,0,0,0.0987,0,0,0.378
"2024","28","LV","Tarsalis",0,9,9,0,0,0,283,283,6,47.17,0,0,0.0107,0,0,0.5047
"2024","28","LV","All",0,13,13,0,0,0,306,306,6,51,0,0,0.0173078431372549,0,0,0.8827
"2024","28","BE","Pipiens",0,6,6,0,1,1,49,49,10,4.9,0.0179,0.0012,0.0817,0.0877,0.0059,0.4003
"2024","28","BE","Tarsalis",0,19,19,0,0,0,532,532,10,53.2,0,0,0.0063,0,0,0.3352
"2024","28","BE","All",0,25,25,0,1,1,581,581,10,58.1,0.00150946643717728,0.000101549053356282,0.0126592082616179,0.0877,0.0059,0.7355
"2024","28","BC","Tarsalis",0,5,5,0,0,0,225,225,5,45,0,0,0.0125,0,0,0.5625
"2024","28","BC","All",0,5,5,0,0,0,225,225,5,45,0,0,0.0125,0,0,0.5625
"2024","29","NW","Pipiens",3,8,11,0,0,0,178,91,9,10.11,0,0,0.0165,0,0,0.1668
"2024","29","NW","Tarsalis",1,8,9,0,0,0,142,141,9,15.67,0,0,0.0192,0,0,0.3009
"2024","29","NW","All",4,16,20,0,0,0,320,232,9,25.78,0,0,0.0181419705197828,0,0,0.4677
"2024","29","NE","Pipiens",7,7,14,0,0,0,271,67,9,7.44,0,0,0.0115,0,0,0.0856
"2024","29","NE","Tarsalis",1,12,13,0,2,2,290,289,9,32.11,0.0074,0.0014,0.0247,0.2376,0.045,0.7931
"2024","29","NE","All",8,19,27,0,2,2,561,356,9,39.55,0.00600758533501896,0.0011378002528445,0.0222174462705436,0.2376,0.045,0.8787
"2024","29","SE","Pipiens",5,11,16,0,0,0,233,62,15,4.13,0,0,0.0131,0,0,0.0541
"2024","29","SE","Tarsalis",2,16,18,0,1,1,272,269,15,17.93,0.0038,2e-04,0.0197,0.0681,0.0036,0.3532
"2024","29","SE","All",7,27,34,0,1,1,505,331,15,22.06,0.00308703535811423,0.000163191296464189,0.0184632819582956,0.0681,0.0036,0.4073
"2024","29","SW","Pipiens",1,6,7,0,0,0,47,18,9,2,0,0,0.0491,0,0,0.0982
"2024","29","SW","Tarsalis",0,6,6,0,0,0,26,26,9,2.89,0,0,0.0903,0,0,0.261
"2024","29","SW","All",1,12,13,0,0,0,73,44,9,4.89,0,0,0.0734560327198364,0,0,0.3592
"2024","29","FC","Pipiens",16,32,48,0,0,0,729,238,42,5.67,0,0,0.0049,0,0,0.0278
"2024","29","FC","Tarsalis",4,42,46,0,3,3,730,725,42,17.26,0.0044,0.0012,0.0121,0.0759,0.0207,0.2088
"2024","29","FC","All",20,74,94,0,3,3,1459,963,42,22.93,0.00331007413868295,0.000902747492368077,0.0103183602267771,0.0759,0.0207,0.2366
"2024","29","LV","Pipiens",0,2,2,0,0,0,2,2,6,0.33,0,0,0.6576,0,0,0.217
"2024","29","LV","Tarsalis",0,5,5,0,1,1,127,127,6,21.17,0.008,5e-04,0.0411,0.1694,0.0106,0.8701
"2024","29","LV","All",0,7,7,0,1,1,129,129,6,21.5,0.00787906976744186,0.000493023255813953,0.0505627906976744,0.1694,0.0106,1.0871
"2024","29","BE","Pipiens",0,7,7,0,0,0,66,66,10,6.6,0,0,0.037,0,0,0.2442
"2024","29","BE","Tarsalis",0,32,32,0,3,3,1069,1069,10,106.9,0.0028,8e-04,0.0076,0.2993,0.0855,0.8124
"2024","29","BE","All",0,39,39,0,3,3,1135,1135,10,113.5,0.00263700440528634,0.000753303964757709,0.00930925110132159,0.2993,0.0855,1.0566
"2024","29","BC","Tarsalis",0,5,5,0,0,0,245,245,5,49,0,0,0.0116,0,0,0.5684
"2024","29","BC","All",0,5,5,0,0,0,245,245,5,49,0,0,0.0116,0,0,0.5684
"2024","30","NW","Pipiens",3,10,13,0,0,0,273,157,9,17.44,0,0,0.0114,0,0,0.1988
"2024","30","NW","Tarsalis",0,8,8,0,0,0,60,60,9,6.67,0,0,0.0473,0,0,0.3155
"2024","30","NW","All",3,18,21,0,0,0,333,217,9,24.11,0,0,0.0213313977602654,0,0,0.5143
"2024","30","NE","Pipiens",4,7,11,0,0,0,134,49,10,4.9,0,0,0.0214,0,0,0.1049
"2024","30","NE","Tarsalis",2,10,12,0,0,0,74,72,10,7.2,0,0,0.0412,0,0,0.2966
"2024","30","NE","All",6,17,23,0,0,0,208,121,10,12.1,0,0,0.0331818181818182,0,0,0.4015
"2024","30","SE","Pipiens",5,12,17,0,1,1,257,129,15,8.6,0.0038,2e-04,0.018,0.0327,0.0017,0.1548
"2024","30","SE","Tarsalis",0,15,15,0,1,1,235,235,15,15.67,0.0041,2e-04,0.0196,0.0642,0.0031,0.3071
"2024","30","SE","All",5,27,32,0,2,2,492,364,15,24.27,0.00399258343634116,0.000197775030902349,0.0190317264112073,0.0969,0.0048,0.4619
"2024","30","SW","Pipiens",1,6,7,0,0,0,86,48,9,5.33,0,0,0.0297,0,0,0.1583
"2024","30","SW","Tarsalis",0,7,7,0,0,0,31,31,9,3.44,0,0,0.0914,0,0,0.3144
"2024","30","SW","All",1,13,14,0,0,0,117,79,9,8.77,0,0,0.0538996579247434,0,0,0.4727
"2024","30","FC","Pipiens",13,35,48,0,1,1,750,383,43,8.91,0.0013,1e-04,0.0064,0.0116,9e-04,0.057
"2024","30","FC","Tarsalis",2,40,42,0,1,1,400,398,43,9.26,0.0025,1e-04,0.0119,0.0232,9e-04,0.1102
"2024","30","FC","All",15,75,90,0,2,2,1150,781,43,18.17,0.00191524490919097,9.90643918547055e-05,0.00920198128783709,0.0348,0.0018,0.1672
"2024","30","LV","Pipiens",0,5,5,0,0,0,22,22,6,3.67,0,0,0.1107,0,0,0.4063
"2024","30","LV","Tarsalis",0,9,9,0,0,0,314,314,6,52.33,0,0,0.0098,0,0,0.5128
"2024","30","LV","All",0,14,14,0,0,0,336,336,6,56,0,0,0.0164125,0,0,0.9191
"2024","30","BE","Pipiens",0,6,6,0,0,0,59,59,10,5.9,0,0,0.0432,0,0,0.2549
"2024","30","BE","Tarsalis",0,25,25,0,1,1,848,848,10,84.8,0.0012,1e-04,0.0058,0.1018,0.0085,0.4918
"2024","30","BE","All",0,31,31,0,1,1,907,907,10,90.7,0.00112238147739802,9.3715545755237e-05,0.00823263506063947,0.1018,0.0085,0.7467
"2024","30","BC","Tarsalis",0,5,5,0,1,1,245,245,5,49,0.0041,2e-04,0.021,0.2009,0.0098,1.029
"2024","30","BC","All",0,5,5,0,1,1,245,245,5,49,0.0041,2e-04,0.021,0.2009,0.0098,1.029
"2024","31","NW","Pipiens",4,7,11,0,0,0,238,48,9,5.33,0,0,0.0123,0,0,0.0656
"2024","31","NW","Tarsalis",1,8,9,0,0,0,118,117,9,13,0,0,0.0228,0,0,0.2964
"2024","31","NW","All",5,15,20,0,0,0,356,165,9,18.33,0,0,0.0197490452809602,0,0,0.362
"2024","31","NE","Pipiens",5,8,13,0,0,0,173,61,10,6.1,0,0,0.0175,0,0,0.1067
"2024","31","NE","Tarsalis",1,11,12,0,1,1,234,233,10,23.3,0.0044,3e-04,0.023,0.1025,0.007,0.5359
"2024","31","NE","All",6,19,25,0,1,1,407,294,10,29.4,0.00348639455782313,0.000238095238095238,0.0218571428571429,0.1025,0.007,0.6426
"2024","31","SE","Pipiens",3,14,17,0,0,0,191,88,15,5.87,0,0,0.0158,0,0,0.0927
"2024","31","SE","Tarsalis",1,20,21,0,3,3,561,560,15,37.33,0.0057,0.0015,0.0156,0.2128,0.056,0.5823
"2024","31","SE","All",4,34,38,0,3,3,752,648,15,43.2,0.00492592592592593,0.0012962962962963,0.015625,0.2128,0.056,0.675
"2024","31","SW","Pipiens",1,7,8,0,0,0,75,31,9,3.44,0,0,0.032,0,0,0.1101
"2024","31","SW","Tarsalis",0,9,9,0,0,0,79,79,9,8.78,0,0,0.035,0,0,0.3073
"2024","31","SW","All",1,16,17,0,0,0,154,110,9,12.22,0,0,0.0341571194762684,0,0,0.4174
"2024","31","FC","Pipiens",13,36,49,0,0,0,677,228,43,5.3,0,0,0.0052,0,0,0.0276
"2024","31","FC","Tarsalis",3,48,51,0,4,4,992,989,43,23,0.0043,0.0014,0.0104,0.0989,0.0322,0.2392
"2024","31","FC","All",16,84,100,0,4,4,1669,1217,43,28.3,0.00349469964664311,0.00113780918727915,0.00942756183745583,0.0989,0.0322,0.2668
"2024","31","LV","Pipiens",0,4,4,0,0,0,14,14,6,2.33,0,0,0.1604,0,0,0.3737
"2024","31","LV","Tarsalis",0,9,9,0,1,1,263,263,6,43.83,0.0035,2e-04,0.0168,0.1534,0.0088,0.7363
"2024","31","LV","All",0,13,13,0,1,1,277,277,6,46.16,0.00332322357019064,0.000190641247833622,0.0240467937608319,0.1534,0.0088,1.11
"2024","31","BE","Pipiens",0,6,6,0,1,1,110,110,10,11,0.0097,6e-04,0.055,0.1067,0.0066,0.605
"2024","31","BE","Tarsalis",0,30,30,0,NA,NA,1084,1084,10,108.4,0.0056,0.0021,0.0126,0.607,0.2276,1.3658
"2024","31","BE","All",0,36,36,0,NA,NA,1194,1194,10,119.4,0.00597738693467337,0.00196147403685092,0.0165058626465662,0.7137,0.2342,1.9708
"2024","31","BC","Tarsalis",0,5,5,0,0,0,245,245,5,49,0,0,0.0116,0,0,0.5684
"2024","31","BC","All",0,5,5,0,0,0,245,245,5,49,0,0,0.0116,0,0,0.5684
