"year","week","well_position","plate","target","csu_id","sample_type","cq","log_copies"
2025,25,"C12","plate_1","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"E12","plate_1","SLEV","slev_std_1e4","std 1e4",25.32,4
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_1","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"D12","plate_1","SLEV","slev_std_1e6","std 1e6",18.77,6
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"A12","plate_1","SLEV","wnv_std_1e6","std 1e6",38.86,-0.173925197299174
2025,25,"H11","plate_1","WNV","pos extract ctl","pos ctrl",14.78,9.92033366095849
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"F12","plate_1","WNV","slev_std_1e2","std 1e2",38.06,-1.69897000433602
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"C12","plate_1","WNV","wnv_std_1e2","std 1e2",31.64,2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"E12","plate_1","WNV","slev_std_1e4","std 1e4",38.94,-2
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"B12","plate_1","WNV","wnv_std_1e4","std 1e4",24.97,4
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"D12","plate_1","WNV","slev_std_1e6","std 1e6",32.97,0.904174368284164
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"A12","plate_1","WNV","wnv_std_1e6","std 1e6",23.57,6
2025,25,"B5","plate_2","SLEV","pos extract ctl","pos ctrl",16.95,6.52678332967515
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"F12","plate_2","SLEV","slev_std_1e2","std 1e2",31.31,2
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"C12","plate_2","SLEV","wnv_std_1e2","std 1e2",55.55,0
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"E12","plate_2","SLEV","slev_std_1e4","std 1e4",25.11,4
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"B12","plate_2","SLEV","wnv_std_1e4","std 1e4",55.55,0
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"D12","plate_2","SLEV","slev_std_1e6","std 1e6",18.58,6
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"A12","plate_2","SLEV","wnv_std_1e6","std 1e6",55.55,0
2025,25,"B5","plate_2","WNV","pos extract ctl","pos ctrl",14.48,7.68939890594417
2025,25,"F12","plate_2","WNV","slev_std_1e2","std 1e2",55.55,0
2025,25,"F12","plate_2","WNV","slev_std_1e2","std 1e2",55.55,0
2025,25,"F12","plate_2","WNV","slev_std_1e2","std 1e2",55.55,0
2025,25,"F12","plate_2","WNV","slev_std_1e2","std 1e2",55.55,0
